GenSymb	LAU125_TPM	LAU355_TPM	LAU1255_TPM	LAU1314_TPM
VAMP3	233.13	33.51	82.83	28.11
PER3	8.2	2.5	5.28	1.15
UTS2	0	1.16	0.95	2
TNFRSF9	0.12	3.64	27.12	10
EPN3	0.01	0	0	0.01
LTBP1	3.32	0.91	2.62	1.4
DKFZp686K1684	113.79	10.56	102.48	15.97
ELN	1.18	0.01	0	0.01
RFC2	70.92	25.8	27.96	40.76
ARID1B	24.15	33.79	9.41	30.27
CLPTM1L	57.51	77.16	55.83	82.45
NEDD4L	9.44	1.88	22.98	2.36
FOXP3	0.37	4.11	2.81	11.98
PPP1R3F	1.31	1.45	1.15	1.52
HEXB	155.96	58	105.99	46.06
PTCD2	9.44	3.18	6.26	3.96
KIAA2022	0	0.41	0.02	0.28
JKAMP	41.49	21.34	26.66	22.06
DKK3	152.14	1.03	26.89	12.6
ARHGEF5	6.43	1.33	1	2.5
NFE2L3	9.61	6.81	8.28	6.79
MCUR1	27.55	10.68	17.25	12.63
LIMA1	61.84	10.2	24.45	16.18
LETMD1	23.51	25.19	19	19.76
SLC4A8	0.45	1.69	0.29	2.59
LAMC3	0.65	0.07	0.16	0.03
PTGER3	0.01	0.02	0.01	0.07
TNIP3	0.03	1.98	3.29	3.6
MAPK9	18.96	34.07	16.18	34.77
COL23A1	0.32	0.05	0.03	0.07
BCAR1	6.16	0.04	1.56	0.13
FAM160A2	7.8	10.38	7.07	13.3
HERPUD1	86.91	139.55	156.83	90.72
HOMER3	5.11	1.33	12.13	0.57
RAD51	10.08	7.07	10.35	11.34
POLQ	2.44	1.7	1.65	2.39
PIK3CB	38.31	21.56	25.94	20.39
CYBA	16.41	107.22	33.68	140.95
THOC3	24.95	15.17	20.87	27.02
HEBP2	14.47	24.96	13.54	22.61
MPHOSPH9	12.84	10.2	6.89	11.79
PLEKHA5	67.52	1	10.9	1.63
PRSS8	0.22	0.01	0.02	0
SIKE1	32.23	11.81	10.46	16.08
RRP12	3.2	6.04	12.37	5.72
FNIP2	19.61	2.48	22.96	1.81
MSMO1	17.76	8.68	6.98	11.84
TTC17	40.77	62.83	33.08	55.45
ALX4	0.04	0	0.13	0.01
FSTL4	1.05	0.64	0.52	0.97
FOXN3	23.03	47.78	16.76	47.22
METTL24	0.04	0	0	0.02
AKR7A2	57.83	15.76	26.54	17.74
MRTO4	59.05	11.85	14.69	16.02
NNAT	0.17	0.65	0.1	0.78
USE1	20.62	13.18	14.51	15.14
MCF2L2	1.14	0.75	3.27	0.91
NRIP2	1.81	1.88	0.57	1.81
LAMA3	0.05	0.02	0.81	0.11
AP5M1	20.61	20.23	12.65	21.46
ANAPC4	15.88	13.14	10.46	19.2
KCNQ1	0.21	7.42	1.45	5.92
TRAPPC3	54.06	37.76	33.14	35.13
THRAP3	72.8	63.39	56.49	72.08
PHPT1	18.25	15.42	17.82	13.68
ENTPD2	0.02	0	0.03	0
LY75	1.32	30.17	7.79	43.17
ARID4B	20.65	49.05	22.76	53.16
OPN3	61.05	18.12	4.87	25.68
SDCCAG8	43.29	32.53	20.01	31.37
PTPRN	1.47	0.04	0.04	0.15
HHAT	7.03	2.95	4.57	3.02
KIF1B	24.52	2.67	6.9	2.74
FOXC1	2.11	0.17	0.36	0.25
TBC1D22A	4.29	26.92	10.73	28.09
SYNE2	21.04	23.01	21.97	23.33
PLEKHH1	17.12	0.4	2.95	0.49
ATP9A	13.24	0.34	5.96	2.44
SPO11	0	0	0	0
CBLN4	0	0	0	0.05
CHRDL2	0	0	0	0
FAM168A	15.19	6.13	14.33	6.06
RELT	0.9	12.4	3.04	14.9
GALC	24.32	8.9	11.38	6.33
NOP58	69.36	96.27	119.08	90.47
SZRD1	92.79	58.1	34.76	58.19
KCNH2	0.03	0.41	0.08	0.57
CUL1	43.06	33.85	23.91	38.31
FAM114A2	26.77	17.12	15.85	24.6
CYFIP2	5.61	106.23	20.81	100.72
TAB2	70.53	114.11	50.49	109.25
GINM1	41.64	25.51	16.82	27.79
EIF2AK2	31.38	16.89	24.31	19.13
USP36	5.97	12.3	9.19	9.46
KMT2C	24.73	26.19	11.73	29.55
MCOLN3	21.33	0.16	6.43	3.07
CCDC85A	0.09	2.12	0.11	2.81
PUM2	23.35	46.89	21.87	63.85
MRPL43	15.45	17.68	26.33	22.22
ITIH4	0.51	2.16	1.7	2.15
ITIH1	0.11	0.49	0.25	0.16
HPF1	45.03	22.65	28.24	27.46
ZFR	60.11	37.71	32.16	48.16
ZNF280C	2.79	2.48	2.1	2.55
NPFFR2	0	0.1	0.06	0.04
PHF21B	0.03	0	0	0
TRAF1	0.67	8.31	4.66	10.02
RC3H2	13.56	29.46	13.22	30.28
IL17RB	2.45	1.5	0.9	1.88
TRAF3IP2	70.58	23.63	12.81	27.02
GYG2	119.86	0.06	49.4	0.53
DCBLD2	44.79	2.27	28.68	5.41
SERPINB3	0	0	0	0.03
SOAT1	18.06	21.48	25.66	22.54
PKP2	0.03	0.4	0.06	0.18
MSH4	0.04	0.01	0.02	0.09
F7	0.01	0	0	0.01
GDI2	145.86	270.55	193.19	374.27
PRDM1	1.53	27.45	39.41	27.43
ATG5	22.55	27.01	15.59	26.54
MIR7844	0.14	4.94	1.1	3.18
PITHD1	100.15	35.19	32.19	34.72
MTA3	91.23	19.61	24.45	33.03
USP13	11.49	7.81	11.91	8.26
ATP11B	31.71	76.58	33.71	72.37
LAMC2	0.06	0.01	0.04	0.08
CDK14	36.23	42.14	5.34	42.53
SEC61A1	239.25	93.21	145.18	89.15
PPP1R12A	29.38	26.21	19.76	30.9
RASGRF1	0.19	7.72	1.44	1.92
CAMK2B	0.09	0.63	0.05	1.08
CROCC	2.77	2.13	1.51	1.91
POLR3E	5.84	7.34	4.72	9.02
ATP2B4	32.53	20.35	29.41	23.9
ZC3H11A	47.2	69.02	38.82	69.1
RIOK2	43.26	37.08	35.81	39.73
YIPF1	34	21.2	20.67	26.41
NDC1	19.16	11.96	6.82	23.16
DGKG	3.45	6.85	2.32	2.22
FLYWCH1	1.99	1.51	1.92	1.61
UNKL	1.16	2.01	1	2.1
TBXAS1	8.59	28.66	16.34	14.61
PARP12	4.58	18.29	13.66	19.69
ALDH18A1	40.65	25.54	18.39	28.39
TARBP1	10.39	12.09	9.57	13.02
GATB	21.6	11.84	15.49	10.74
MXD1	3.8	5.72	8.64	4.09
CDK17	23.25	22.37	12.21	24.66
DNAJC25	8.91	9.61	3.87	5.48
SLC2A3	129.66	271.66	133.94	126.83
PSD	0.06	0.77	0.63	0.36
CTDP1	1.25	3.34	2.11	3.64
YBX3	36.96	20.91	16.35	17.07
STYK1	0	0.19	0.11	0.3
WNK1	58.33	53.91	38.6	67.04
CCAR1	28.61	24.36	23.37	38.74
OGFR	7.63	12.79	9.62	16.8
GNA15	0.48	3.79	3.93	2.73
CREB3L3	0	0.05	0.04	0.12
PIGV	6.11	4.2	6.76	7.08
PTPRU	3.08	0.04	17.87	0.23
SNRNP40	35.73	25.27	17.7	31.98
RIMBP2	0.01	0.07	0.01	0.01
COL11A1	66.36	0.01	22.97	0.36
QSER1	17.92	5.37	6.28	6.38
MPC1	57.5	26.14	20.54	27.03
ACAA1	40.11	31.98	33.76	26.54
BCAT1	0.4	1.65	1.62	3.91
HDAC7	8.78	22.79	9.44	24.23
LZTS1	35.91	0.06	5.93	0.77
PRDM6	0	0	0.01	0.02
WNT8A	0	0.07	0	0
SPAG4	13.16	1.04	1.53	0.44
NCKAP1	68.85	0.66	26.13	2.35
MRPS35	44.69	29.33	20.08	28.42
GUCY1B3	0.47	1.27	0.59	1.35
SFSWAP	13.55	12.5	8.75	13.56
TNK2	4.32	26.88	13.27	22.1
MON2	17.49	11.06	7.19	12.31
CDH3	5.61	0.03	12.76	0.21
ARSF	0	0.02	0	0.03
GPBP1	52.66	70.9	41.66	73.51
DGAT2	1.05	6.05	4.25	4.59
ZNF112	1.88	0.15	0.95	0.29
CS	94.29	59.5	57.37	68.73
LTK	0.68	0.66	0.13	0.37
MRPS24	61.01	24.07	27.45	26.72
ELMO2	33.7	24.52	21.24	30.14
WAPL	13.71	23.73	16.57	29.81
MIR21	101.79	26.5	46.06	34.03
APPBP2	19.06	8.68	5.3	8.65
POLD1	0.87	1.16	1.45	2.05
SEZ6	0.02	0.04	0.02	0.06
EIF4B	359.25	372.6	266.44	379.83
SLC6A16	0.88	1.38	0.59	1.24
GLTSCR1	0.69	1.31	0.63	1.27
SPHK2	1.36	1.63	1.19	1.95
RPL18	463.37	1242.07	447.63	1152.18
CA11	2.89	4.87	7.82	4.69
ISOC2	11.74	5.27	5.7	5.39
U2AF2	27.26	44.8	26.71	50.72
EPN1	8.41	7.93	8.9	9.19
MED29	28.86	16.76	14.43	18.14
AHRR	0.37	0.15	0.25	0.12
GSC2	0	0	0	0
LOC105373378	6	7.18	2.11	8.44
MTMR1	26	42.45	14.37	49.34
GPC1	5.94	0.2	0.65	0.25
ADCK1	5.2	2.28	2.2	2.11
HAGH	10.57	13.66	16.63	15.08
RNF4	29.6	68.2	27.77	64
CASP8	22.45	52.69	48.54	61.92
LIMCH1	7.44	0.85	2.94	0.49
ASUN	43.34	14.1	19.16	17.55
TM7SF3	80.41	12.47	35.7	16.11
DLX3	0.12	0.02	0.04	0
SPA17	4.83	1.85	1.38	2.97
TSPAN32	0.25	2.6	0.38	1.58
WISP2	0.99	0.06	0.5	0.04
DMRT3	0	0	0	0
ST3GAL6	249.63	1.88	85.3	2.4
ATP2C2	0.35	0.01	0.05	0.01
NGFR	1.48	0.12	2.69	0.77
CDON	5.72	0.32	2.6	0.16
TAF2	30.12	14.16	9.68	22.2
HIPK2	38.41	9.75	11.81	8.15
TNPO3	27.3	19.91	14.43	21.31
BORCS8-MEF2B	2.38	8.76	2.34	27.5
RFXANK	12.07	18.25	13.1	17.15
TMEM161A	2.24	1.65	2.44	2.67
LPAR2	0.8	3.54	1.69	3.92
CTSA	75.14	84.93	133.95	71.03
SUGP2	11.5	9.94	7.31	11.5
SLC12A2	9.73	6.45	6.25	11.11
SNX24	24.38	5.28	15.96	2.38
EYA2	0.41	0.79	0.46	1.04
CNN2	19.53	119.83	30.4	134.48
ABCA7	1.24	13.2	4.31	7.83
SNCAIP	0.22	0.01	0	0.02
DDX20	4.6	11.36	7.75	12.33
BTBD1	37.27	34.39	20.42	39.64
FAR2	19.97	1.49	10.99	1.55
BCAS1	5.58	2.28	1.4	2.6
POU1F1	0.03	0	0.02	0.05
CHI3L2	3.43	87.34	19	127.79
SBNO2	3.44	5.05	3.73	5.72
PMS1	27.53	18.2	15.56	18.9
HMG20B	91.81	12.02	53.23	14.97
CALCRL	0.21	0.39	0.64	1.15
TAF11	34.01	18.53	15.13	20.64
ANKS1A	18.55	2.09	20.03	3.03
AP3D1	23.92	14.49	18.87	15.42
ZNF76	7.05	17.62	8.99	15.28
SLC9A3R2	0.75	0.1	0.31	0.16
NTHL1	1.84	1.44	2.07	1.84
UHRF1BP1	5.95	4.26	3.99	4.99
GNAI3	22.64	31.09	29.93	37.67
IPO5	77.46	50.06	24.01	64.9
OAT	93.05	26	54.66	32.97
WDR3	100	15.13	14.55	20.74
PKN2	67.97	18.36	14.79	16.25
WDR18	2.12	1.71	1.7	2.59
TRAM2	11.58	4.88	5.82	3.25
NTN1	0.01	0.08	0.47	0.09
GLP2R	0.01	0.02	0	0.01
MCM10	3.64	0.82	3.21	4.73
DGKA	4.3	72.91	17.28	62.51
ERBB3	324.26	0.14	84.55	1.09
ROPN1	2	0.02	29.44	0.19
ANKRD44	16.27	60.92	24.13	60.15
KARS	144.75	106.28	101.69	119.47
ADAT1	13.58	8.64	7.51	8.75
MIR7110	19.69	3.14	12.43	7.4
TBC1D22B	7.1	8	6.16	7.65
NDUFB4	85.74	60.94	112.42	68.79
SPEN	50.04	46.93	23.08	41.91
MYLK	9.3	0.78	10.36	0.63
ZC3H15	60.04	67.76	54.18	67.99
MAP2K4	17.58	11.56	5.28	12.93
TMEM206	8.03	13.75	7.75	14.35
SNAP91	0	0.15	0	0.02
SLK	24.31	19.43	16.8	14.7
CYB5R4	4.86	38.18	11	32.06
MIR936	0	0.01	0	0.09
GSTO2	0	0.49	0.58	0.4
SEC61A2	5.37	2.5	2.57	2.84
PRKCQ	0.2	13.06	6.17	11.12
TLE2	10.97	0.89	0.14	0.42
ASB1	9.24	21.33	7.49	20.98
FAM107B	10.89	280.52	76.55	398.55
ME1	1.5	1.7	1.04	0.3
TBC1D1	37.52	88.55	25.92	109.23
CDK13	20.47	26.46	11.74	31.65
MTHFD2	21.76	28.01	51.22	49.25
SLC9A7	0.79	16.7	4.66	16.27
FOXJ2	7.83	12.6	7.11	12.17
YBX1	637.31	552	542.92	591.25
PDE4A	1.21	1.76	2.01	1.79
PPP2R5A	32.95	33.01	18.97	35.08
CTNNA2	2.8	0.01	0.1	0.07
ELAVL1	14.7	12.61	8.76	17.15
TIE1	5.32	0.47	0.23	0.45
DIP2B	24.53	14.96	11.5	16.45
SMARCD1	27.41	33.29	22.08	33.02
KDM4A	20.59	19.81	11.2	18.85
NFYC	50.02	52.76	33.07	62.89
ZMYND12	11.02	0.37	3.33	0.13
SLC9A3	0.14	0.08	0.13	0.04
NGEF	0.01	0.04	0.04	0.05
ASPM	10.71	1.72	3.27	5.27
CD84	1.14	36.96	16.36	29.79
MIR6734	43.83	45.85	58.82	52.01
SPI1	1.15	28.61	12.07	33.23
ZNRD1	11.24	22.95	15.15	22.57
MPPED2	9.7	0.61	4.78	2.19
CLDN18	0.07	0	0.01	0
ZBTB11	10	12.51	8.9	16.03
ATXN3	12.17	10.77	10.68	12.09
GOLGA5	39.59	22.86	25.73	21.61
FGFR2	0.02	0.36	0.13	0.6
LRRC40	13.95	8.43	4.75	11.28
ISOC1	7.48	8.15	8.54	11.27
EML1	3.2	0.08	0.02	0.02
TRMT11	16.96	6.96	4.97	9.14
THUMPD1	20.42	26.2	18.49	23.83
MSANTD3	13.79	8.16	10.15	9.76
KIF26A	0.01	0.01	0.03	0
ATG2B	10.32	7.02	4.15	7.52
ARFGEF1	34.36	24.01	18.6	34.69
ACSM2B	0	0	0	0
ZFAT	9.42	13.03	3.79	15.32
MTFR1	26.47	18.56	14.99	19.03
STAG3	4.08	38.78	5.24	66.18
FECH	18.19	7.86	7.98	5.84
MYO9A	9.33	8.27	4.39	8.52
DDX3Y	117.74	1.31	65.47	100.24
PFKP	31.89	18.58	34.71	23.56
IDI1	36.06	57.35	46.98	51.42
SP100	77.25	203.85	69.81	187.55
KLF6	118.27	789.86	527.72	603.16
PLPP1	22.95	7.28	11.73	5.41
NEO1	10.46	2.79	11.3	3.43
TRAM1	289.67	181.04	155.03	199.57
PHKA1	3.81	0.3	4.48	0.12
TNFRSF1A	51.65	12.63	24.91	9.58
CACNB1	0.61	0.5	0.87	1.35
EVI5	8.66	4.05	6.23	5.34
STOML1	2.62	1.66	1.22	1.61
PKM	722.71	265.79	555.71	350.74
DHX29	13.07	9.04	8.88	11.53
DNTTIP2	39.95	65.06	67.74	58.71
METTL22	3.97	4.75	2.49	3.53
TP53BP1	36.01	15.51	21.05	20.69
TRO	20.3	0.76	5.79	1.77
RRP15	19.01	8.41	10.3	10.66
RHOA	559.17	501.24	568.43	587.67
DHX8	17.35	15.89	12.01	20.21
PRKCZ	38.59	13.19	10.09	14.62
ZFY	15.16	0.05	6	13.79
IARS2	144.42	54.41	39.74	61.81
SYT1	0.13	0.83	0.73	1.25
NAV3	3.2	0.01	1.19	0.01
IDH3G	44.08	46.97	31.85	54.12
ROGDI	3.44	2.15	4.47	2.37
PDZD4	9.02	1.22	1.38	1.61
ATP2B3	0.3	0	0.02	0.02
ROCK1	22.44	37	18.17	45.26
CBFB	33.25	40.12	20.23	59.19
PDK3	18.3	10.87	4.67	8.36
HYAL2	13.05	1.26	9.95	1.68
HDAC4	2.98	2.45	1.25	2.21
RASSF1	4.49	16.26	7.78	14.17
FGFR3	0.09	0.01	0.05	0.01
IFI35	12.2	17.25	40.2	19.26
HEATR6	8.41	7.77	4.43	5.99
COASY	16.56	16.61	11.48	17.28
PLEKHH3	0.71	0.05	0.6	0.09
MEF2A	53.57	32.95	13.26	32.26
OTUD5	33.22	61.37	36.99	59.97
TFE3	11.04	12.2	10.88	11.64
TBC1D25	4.72	12.69	9.2	13.15
ACSL4	18.06	22.54	17.49	27.93
INPP5A	5.3	5.7	6.15	7.16
GPKOW	10.28	8.71	8.59	11.93
GRIPAP1	11.14	21.4	16.92	21.77
FTSJ1	16.42	24.83	16.71	22.53
PRR11	29.35	6.4	8.07	10.39
REEP1	0.02	0.08	0.02	0.02
ATP11A	4.11	7.48	4.91	7.62
POLR1A	13.72	6.15	9.07	7.89
LAPTM4A	212.73	140.53	410.66	132.51
TTC7A	1.58	22.91	7.7	31.09
IP6K2	33.98	31.38	33.26	40.77
STON1-GTF2A1L	1.5	0.14	1.1	0.07
SRBD1	13.8	13.62	8.53	13.5
KIF2A	38.08	47.39	29.38	55.06
RASGRP2	0.9	70	14.06	68.87
PSME4	14.06	25.4	11.94	32.82
IFT80	43.04	12.94	16.84	10.52
SIRT2	39.67	21.47	25.76	21.1
ERLEC1	79.79	29.06	40.39	35.23
PPP2R5B	30.95	6.9	3.45	6.62
PYGM	0.65	2.31	0.22	0.86
PAGE1	0	0	0	0
PITX1	0	0	0	0.18
TRPC7	0	0.01	0	0
MAST4	2.43	6.43	1.47	4.52
ADGRF5	0.18	0	0.11	0.01
SDK2	0.66	0.04	0.1	3.62
ADAM7	0.05	0	0	0.03
NUP133	36.29	15.5	14.72	19.74
NUCKS1	277.69	169.77	140.14	217.91
VPS35	47.98	27.51	31.04	34.9
DNAJA2	41.01	24.77	24.08	30.56
MIR8085	3.82	11.41	5.14	7.11
KCNAB2	6.14	39.88	53.64	40.58
ABCC9	25.97	5.87	2.94	4.66
GAL	0	0	0.03	0
CLEC2D	8.55	128.36	48.01	124.09
FUNDC1	32.58	17.51	13.11	17.73
MAOB	0.25	0.22	1.87	1.62
RORA	1.64	8.49	5.36	5.43
DRD4	0	0.02	0	0.02
TGFBR3	12.08	3.34	9.75	5.81
KIAA1107	0.21	0.61	0.28	0.62
PLA2G10	0.1	0.19	0	0.06
HES2	0.99	0.21	0.12	0.15
ATP1B3	247.06	44.19	130.48	65.91
NEDD4	113.4	147.24	82.22	120.13
PIGB	14.28	8.12	7.32	9.17
MAPK6	24.09	14.42	16.89	15.29
GNB5	3.47	12.81	6.11	16.82
RAB27A	57.53	30.74	65	39.32
CECR5	5.62	8.14	5.4	9.69
UFD1L	21.57	39.81	45.68	44.1
LRP6	10.76	0.54	3.98	0.62
GUCY2C	0.1	0.46	0.03	0.68
SCT	0	0	0	0.08
PHRF1	3.38	5.45	3.95	5.66
IKBKAP	18.48	12.05	5.53	12.12
LOC105376575	81.62	56.4	53.67	59.55
PFN2	98.65	2.71	157.37	4.26
PTPN3	0.65	0.21	0.92	0.69
MIR7855	0.07	0.07	0.54	0.03
DAPP1	1.23	46.2	6.38	57.1
FGF10	0	0	0	0
SLC44A1	28.73	13.02	9.39	18.16
TMEM260	7.99	6.85	4.31	7.92
SMG6	14.69	9.86	5.67	9.76
EXOC5	17.45	10.8	9.02	14.72
CLTCL1	0.35	0.17	1.53	0.06
FGF22	0	0	0.04	0
FSTL3	23.71	0.41	3.42	0.53
DGCR2	11.57	14.83	13.51	17.29
RNF126	2.79	7.82	4.5	6.58
MNT	3.14	2.64	1.97	2.81
ZXDC	6.36	12.37	7.42	11.99
JMJD6	19.58	15.76	28.78	17.88
POLB	89.8	25.31	15.51	25.56
ST6GALNAC1	0	0.88	0.67	0.34
WIPI1	29.47	2.97	45.29	3.83
FRMPD1	0	0.05	0.02	0.01
GBA2	16.82	26.3	14.84	28.78
NDST1	14.29	2.86	10.74	1.91
ASNS	18.97	13.25	7.07	20.6
AP3M2	108.08	9.32	10.77	8
CNGB1	0	0.01	0	0
ST6GALNAC2	135.11	0.37	21.25	0.7
CHAT	0	0	0.05	0
MIR7705	3677.34	3411.87	3551.23	3100.64
TESK2	3.31	7.23	2.55	9.85
CFAP20	61.2	24.19	41.2	26.15
CSNK2A2	32.5	23.55	28.67	24.03
PTPN21	0.58	0.02	1.69	0.02
EIF2B3	20.13	13.74	10.98	16.55
CAMK2A	0.13	0.06	0.2	0.13
TCOF1	12.88	16.69	16.93	19.56
CDC42	582.64	314.24	234.63	357.7
OSBPL3	1.61	22.33	20.05	16.57
EPHA8	0.09	0.01	0.01	0
SLC12A3	0.01	1.79	0.41	1.14
RAD18	12.43	9.61	11.59	12.06
ATP2B1	34.83	27.57	9.95	30.54
TRPM5	0.01	0	0	0
NCK2	47.56	45.06	27.55	36.51
MAP4K4	153.64	127.55	45.63	151.18
MGAT4A	16	32.63	16.66	21.36
RPL31	1092.51	2437.14	1210.49	2234.63
WDR1	397.68	297.58	314.99	369.56
SNX13	38.83	17.55	10.45	19.78
MS4A12	0.32	0	0	0
ARHGAP10	4.7	2.84	3.46	2.92
RPS6KA2	11.89	6.14	2.39	5.08
ING3	12.41	25.38	9.05	24.36
VASH1	2.45	1.75	2.52	2.22
LMCD1	77.3	2.64	12.86	2.86
WBSCR22	150.4	75.22	56.5	75.11
SEL1L	57.5	17.72	30.86	20.47
TRIP13	10.09	2.5	7.03	5.71
ATP6AP1	50.86	37.63	65.78	34.86
TCF3	4.17	14.28	5.17	21.75
TRIB2	112.11	20.6	79.04	23.86
DAZAP1	38.35	64.87	33.89	72.79
MBD3	2.65	2.65	1.97	3.24
PRLH	0	0	0	0
HLTF	46.48	10.97	16.15	14.2
FAM50A	42.56	30.31	47.36	24.01
FAM3A	8.57	7.4	8.31	7.12
MIR939	11.05	17.02	16.19	14.17
MYO3B	0.31	1.11	0.04	2.05
CYBRD1	1.48	3.9	25.64	3.89
CDH19	89.12	0.03	9.63	0.98
PDCD2	24.66	35.12	13.14	40.77
SLC6A15	4.91	0.1	16.01	0.13
RDH11	103.31	21.34	38.84	23.66
PRKACA	37.33	22.78	24.33	26.07
ADGRL1	2.12	0.67	1.02	0.54
SPP2	8.71	15.33	7.33	15.37
ACTN1	64.69	15.83	55.41	9.13
ZFYVE26	8.71	5.23	5.54	5.15
RPS6KA6	0.03	0.98	0	0.41
EPN2	10.54	2.76	3.11	2.55
PTPN18	19.86	91.5	38.64	120.72
LIMS2	2.07	2.83	8.04	7.4
ASIC4	0.11	0	0.04	0.03
LOC100996693	0.87	0.3	0.41	0.49
LNX1	1.71	1.68	0.54	1.44
ALDH3A2	30.74	11.09	13.99	12.94
TFRC	37.69	51.95	56.01	39.7
SREBF1	28.95	18.71	23.89	13.3
TRPC5	0	0.02	0.01	0
AFF4	60.06	26.93	26.3	28.76
UBE2D1	13.33	15.33	11.75	17.05
MPP5	14.05	5.58	5.58	4.68
RHOBTB1	21.43	0.45	1.99	0.82
SMC1A	75.63	61.49	28.74	70.95
HSD17B10	57.14	46.87	47.98	48
MARK2	11.79	27.47	12.2	29.4
HMMR	28.57	7.44	7.13	20.58
CHFR	4.8	11.07	4.91	11.59
TRHDE	0	0.01	0	0
P4HA2	34.24	0.58	16.48	2.88
FCGR2B	11.98	46.64	13.7	66.75
NFATC3	18.71	50.53	15.89	55.21
TRNT1	11.95	8.26	9.11	12.72
ACADVL	59.75	32.18	31.09	28.75
STK10	58.65	126.29	56.48	111.52
FBXW11	46.77	30.2	21.24	35.56
ACAP1	0.69	40.85	11	44.15
CRMP1	3.26	0.29	1.46	0.37
EVC	13.41	0.58	7.84	0.78
DERL2	9.76	7.21	5.33	8.32
SIDT1	2.16	51.35	8.5	40.92
NDE1	27.31	26.75	14.34	32.38
MRVI1	0.83	0.38	0.07	0.31
TMEM38A	0.79	2.25	0.31	2.28
AP1M1	15.07	18.92	12.33	21.42
PVR	9.19	1.17	8.69	0.68
XRCC1	17.35	17.34	14.66	19.89
SCARB1	64.36	6.81	39.41	10.52
CYP2W1	0	0.03	0.01	0.07
MCM2	11.04	9.87	7.61	17.95
MOV10L1	0.09	0.11	0.03	0.08
PANX2	0.05	0.04	0.04	0.01
SELENOO	0.47	1.71	1.3	2.05
TP63	0.04	1.2	0.61	0.78
ALPK1	8.44	6.53	7.57	8.44
LLGL2	0.13	1.54	0.77	1.99
PDE8A	17.42	6.31	5.01	6.77
CLCN4	2.88	3.18	0.59	4.19
NLE1	6.93	4.65	4.14	5.92
SDHA	118.14	65.61	83.11	75.17
SMARCE1	173.87	132.74	72.32	132.04
FNDC8	0.43	0.67	0.07	0.49
GSDMB	1.13	6.84	2.9	5.21
KDM5A	18.27	32.21	11.26	36.48
ADAM11	0.17	0.02	0.15	0.01
PPP2R3A	9.2	0.22	4.68	0.36
FERMT2	98.51	0.11	14.46	0.16
ABCB11	0.02	0.01	0.02	0.05
DHRS9	0.3	5.03	2.27	10.33
CD5L	0.03	16.34	0.73	0.13
PTGS2	3.68	11.4	8.94	5.32
IGF2BP2	1.35	0.88	5.54	0.72
MAP3K13	52.06	11.28	31.81	11.75
ST6GAL1	94.51	282.91	74.46	315.59
TBX21	0.16	4.69	4.02	3.77
FRY	2.89	1.05	0.9	2.31
PICALM	293	105.74	268.9	107.35
NSF	31.25	18.18	11.3	18.66
GLI2	0.05	0	0.01	0
CLASP1	29.59	22.84	13.07	21.22
MRPS34	15.78	12.61	12.82	16.44
NOTCH3	3.37	0.41	0.15	0.45
CLNS1A	260.73	177.64	372.63	202.39
PPP2R2C	0.06	0.2	0	0.08
TEAD2	12.6	2.59	8.32	1.31
MIR6755	9.42	10.35	12	16.21
CDHR2	0.62	0.09	0.41	0.13
SNCB	5.25	0	0.55	0.02
TSG101	89.59	51.05	74.82	64.31
NCBP3	11.95	12.89	5.76	16.03
ATP2A3	1.02	65.25	8.05	73.22
CA12	43.97	0.01	0.16	0.99
MGLL	2.7	4.71	4.72	6.54
NTN4	0.48	0.13	2.12	0.11
BCS1L	24.78	16.75	18.08	14.17
NUAK1	0.03	0.04	0.38	0.05
DPP8	12.87	21.5	8.82	20.08
SLC24A1	7.11	2.01	2.66	2.03
ZNF532	24.01	8.29	1.83	7.45
SCARF1	0.16	0.75	0.62	0.52
LMAN1	66.88	25.74	36.55	30.88
HACD3	73.31	12.47	43.12	15.09
IPCEF1	2.28	21.7	7.65	18.42
ZZEF1	7.07	13.44	4.89	13.26
NOX3	0	0	0	0
ENO1	2360.49	401.31	697.22	488.13
SLC12A1	0.08	0.02	0	0
MYDGF	41.03	27.56	39.53	27.98
ANO8	0.59	0.55	0.64	0.37
TUBE1	8.68	10.94	4.67	12.02
ARHGEF10L	4.84	0.49	2.97	0.23
TXK	0.74	16.1	3.1	9.12
WSCD2	0.01	0.42	0	0.12
KCNQ2	0	0	0.03	0
TACR2	0.99	0.53	1.12	0.2
ACTR6	20.47	13.07	8.76	15.57
TIPIN	11.15	7.35	5.64	12.1
SRI	190.75	93.84	77.65	93.82
EIF4G3	92.39	41.65	24.38	44.28
NUP37	22.72	16.39	11.61	20.2
SEMA3A	1.3	0.21	0.93	0.69
GTSE1	4.63	2.07	2.78	5.82
SEMA3C	50.81	1.19	14.01	1.46
TTC38	8.31	6.12	7.32	7.39
ACAT1	114.3	20.63	49.78	27.95
GRAMD4	5.12	10.3	10.24	14.32
CELSR1	4.18	8.64	3.64	5.36
WNT8B	0.02	0.06	0.03	0.06
ZNF638	68.4	64.89	50.03	72.83
SLC25A40	24.58	12.76	9.4	15.23
TIMM21	33.02	7.89	11.54	9.84
ADD2	0.23	3.34	0.63	3.92
FGF4	0	0	0	0
RASAL2	11.29	0.28	6.92	0.16
VPS9D1	1.86	1.75	2.52	1.58
ZNF37A	5.62	5.47	4.45	7.4
MARK3	33.1	23.32	18.26	23.32
SLC25A3	194.35	118.61	116.68	125.23
