gene_id	LAU125_TPM	LAU125_FPKM	LAU355_TPM	LAU355_FPKM	LAU1255_TPM	LAU1255_FPKM	LAU1314_TPM	LAU1314_FPKM
ENSG00000224186	0.04	0.03	0.14	0.13	0	0	0.19	0.16
ENSG00000224187	0	0	1.89	1.68	0.28	0.26	4.57	3.94
ENSG00000224188	0	0	0	0	0	0	0	0
ENSG00000224189	1.84	1.37	0.07	0.06	3.36	3.1	0.11	0.09
ENSG00000224190	0	0	0	0	0.24	0.22	0	0
ENSG00000224191	0.03	0.02	0.03	0.03	0.01	0.01	0	0
ENSG00000224192	0	0	0	0	0	0	0	0
ENSG00000224193	0	0	0	0	0	0	0.04	0.04
ENSG00000224194	0	0	0	0	0	0	0	0
ENSG00000224195	0.33	0.24	0.67	0.6	0.39	0.36	1.14	0.98
ENSG00000224196	0	0	0	0	0	0	0	0
ENSG00000224198	0	0	0	0	0	0	0	0
ENSG00000224199	0	0	0.03	0.03	0.01	0.01	0	0
ENSG00000224201	0	0	0.03	0.03	0	0	0.04	0.04
ENSG00000224203	0	0	0	0	0	0	0	0
ENSG00000224204	0	0	0.01	0.01	0	0	0.02	0.02
ENSG00000224205	0	0	0	0	0	0	0	0
ENSG00000224207	0	0	0	0	0	0	0	0
ENSG00000224208	0.29	0.21	0.14	0.13	0.04	0.04	0.04	0.04
ENSG00000224209	0.19	0.14	0	0	0.17	0.16	0	0
ENSG00000224210	0	0	0	0	0	0	0	0
ENSG00000224211	0	0	0	0	0	0	0	0
ENSG00000224215	0	0	0	0	0.16	0.15	0.17	0.15
ENSG00000224216	0.17	0.13	0.15	0.13	0.05	0.04	0.17	0.15
ENSG00000224217	0	0	0	0	0	0	0.31	0.26
ENSG00000224218	0	0	0	0	0	0	0	0
ENSG00000224219	0	0	0	0	0	0	0	0
ENSG00000224220	0.13	0.09	5.23	4.64	0.94	0.86	4.64	3.99
ENSG00000224221	0	0	0	0	0	0	0	0
ENSG00000224222	0	0	0.05	0.04	0	0	0	0
ENSG00000224223	0	0	0	0	0	0	0.03	0.03
ENSG00000224224	0.03	0.02	0	0	0	0	0	0
ENSG00000224226	0	0	0	0	0	0	0.05	0.04
ENSG00000224227	1.08	0.8	0.21	0.18	0	0	0.49	0.42
ENSG00000224228	0	0	0	0	0	0	0	0
ENSG00000224231	0	0	0.04	0.04	0	0	0	0
ENSG00000224232	0.04	0.03	0	0	0.04	0.03	0.08	0.07
ENSG00000224233	0	0	0	0	0	0	0	0
ENSG00000224235	0	0	0	0	0	0	0	0
ENSG00000224236	0	0	0	0	0	0	0	0
ENSG00000224237	0	0	0	0	0	0	0	0
ENSG00000224238	2.04	1.52	2.8	2.48	2.39	2.21	1.58	1.36
ENSG00000224239	0	0	0.29	0.26	0.97	0.89	0.51	0.44
ENSG00000224240	0	0	0	0	0	0	0	0
ENSG00000224243	0.15	0.11	0	0	0	0	0	0
ENSG00000224244	0	0	0	0	0	0	0	0
ENSG00000224245	0	0	0	0	0	0	0	0
ENSG00000224247	0	0	0.06	0.05	0	0	0	0
ENSG00000224248	0	0	0	0	0	0	0	0
ENSG00000224250	0	0	0	0	0	0	0	0
ENSG00000224251	0	0	0	0	0	0	0	0
ENSG00000224252	0	0	0	0	0	0	0	0
ENSG00000224254	0	0	0	0	0	0	0	0
ENSG00000224255	0	0	0.02	0.02	0.11	0.1	0	0
ENSG00000224256	0	0	0	0	0	0	0	0
ENSG00000224257	0	0	0	0	0	0	0	0
ENSG00000224259	0.16	0.12	0	0	0	0	0.22	0.19
ENSG00000224260	0	0	0	0	0	0	0	0
ENSG00000224261	0.09	0.07	0.36	0.32	0.07	0.06	0.25	0.21
ENSG00000224263	0	0	0	0	0	0	0	0
ENSG00000224265	0	0	0	0	0	0	0	0
ENSG00000224267	0	0	0	0	0	0	0	0
ENSG00000224268	0	0	0	0	0	0	0	0
ENSG00000224269	0	0	0	0	0	0	0	0
ENSG00000224271	1.04	0.77	0	0	0.76	0.7	0	0
ENSG00000224272	0.08	0.06	0.03	0.03	0.06	0.05	0.04	0.03
ENSG00000224273	0.04	0.03	0	0	0.04	0.04	0.04	0.04
ENSG00000224274	0	0	0	0	0	0	0	0
ENSG00000224276	0	0	0	0	0	0	0	0
ENSG00000224277	0	0	0	0	0	0	0	0
ENSG00000224278	0	0	0	0	0	0	0	0
ENSG00000224279	0	0	0	0	0	0	0	0
ENSG00000224280	0.02	0.01	0.04	0.04	0.01	0.01	0.02	0.01
ENSG00000224281	1.2	0.89	0.44	0.39	0.61	0.57	0.62	0.54
ENSG00000224282	0.14	0.1	0.26	0.23	0.09	0.08	0.05	0.04
ENSG00000224285	0	0	1.4	1.25	0.52	0.48	3.28	2.83
ENSG00000224286	0	0	0	0	0	0	0	0
ENSG00000224287	3.24	2.4	1.1	0.98	0.65	0.6	1.57	1.35
ENSG00000224288	0	0	0.04	0.03	0	0	0	0
ENSG00000224289	0	0	0.07	0.06	0	0	0	0
ENSG00000224291	0	0	0	0	0	0	0	0
ENSG00000224292	0.28	0.21	0.42	0.37	0.04	0.04	0.2	0.18
ENSG00000224294	0	0	0	0	0	0	0.01	0.01
ENSG00000224295	0.03	0.02	0.15	0.14	0.09	0.09	0.25	0.21
ENSG00000224296	0	0	0	0	0	0	0	0
ENSG00000224297	0	0	0	0	0.04	0.04	0	0
ENSG00000224298	0.16	0.12	0.57	0.5	2.8	2.59	0.44	0.38
ENSG00000224299	0.68	0.5	0	0	0.55	0.51	0	0
ENSG00000224300	0	0	0	0	0	0	0	0
ENSG00000224301	0	0	0	0	0	0	0	0
ENSG00000224302	0	0	0.12	0.11	0	0	0.44	0.38
ENSG00000224303	0	0	0.07	0.06	0	0	0	0
ENSG00000224304	0	0	0	0	0	0	0	0
ENSG00000224306	5.51	4.09	5.14	4.56	2.94	2.72	3.98	3.43
ENSG00000224307	0.09	0.07	0.56	0.5	0.22	0.2	0.14	0.12
ENSG00000224308	0.4	0.3	0.22	0.2	0.12	0.11	0.18	0.15
ENSG00000224309	0	0	0.09	0.08	0.04	0.04	0	0
ENSG00000224310	0.01	0.01	0	0	0	0	0	0
ENSG00000224311	0	0	0	0	0	0	0	0
ENSG00000224312	0.28	0.21	0.08	0.07	0.82	0.75	0	0
ENSG00000224314	0	0	0	0	0	0	0	0
ENSG00000224315	0.07	0.05	0	0	0	0	0	0
ENSG00000224316	0.18	0.13	0.52	0.46	0	0	0	0
ENSG00000224318	2.83	2.1	0	0	1.84	1.7	0.23	0.2
ENSG00000224321	0.28	0.2	0.08	0.07	0	0	0	0
ENSG00000224322	0	0	0	0	0	0	0	0
ENSG00000224323	0.05	0.04	0.17	0.15	0	0	0	0
ENSG00000224324	0	0	0	0	0	0	0	0
ENSG00000224326	0	0	0	0	0	0	0	0
ENSG00000224328	0.75	0.56	0.26	0.23	0.95	0.88	0.57	0.49
ENSG00000224329	0	0	0	0	0	0	0	0
ENSG00000224330	0.26	0.19	0	0	0	0	0	0
ENSG00000224331	0.21	0.16	1.01	0.9	0.2	0.19	1.61	1.39
ENSG00000224333	0	0	0	0	0	0	0	0
ENSG00000224334	0	0	0.02	0.02	0	0	0.06	0.05
ENSG00000224335	0	0	0	0	0	0	0	0
ENSG00000224336	0	0	0	0	0	0	0	0
ENSG00000224337	0	0	0	0	0	0	0	0
ENSG00000224338	0	0	0	0	0	0	0	0
ENSG00000224339	0	0	0	0	0	0	0	0
ENSG00000224340	0.09	0.07	0	0	0	0	0	0
ENSG00000224341	0.03	0.02	0	0	0	0	0	0
ENSG00000224342	0	0	0	0	0	0	0	0
ENSG00000224343	0.18	0.14	0.03	0.03	0.04	0.03	0	0
ENSG00000224344	0	0	0	0	0	0	0	0
ENSG00000224345	0.78	0.58	6.47	5.74	1.97	1.82	8.78	7.56
ENSG00000224346	0	0	0.38	0.34	0	0	0	0
ENSG00000224347	0.11	0.08	0	0	0	0	0	0
ENSG00000224348	0	0	0	0	0	0	0	0
ENSG00000224349	0	0	0	0	0	0	0	0
ENSG00000224351	0	0	0	0	0	0	0	0
ENSG00000224352	0	0	0	0	0	0	0	0
ENSG00000224353	0	0	0	0	0	0	0	0
ENSG00000224354	0	0	0	0	0	0	0	0
ENSG00000224356	0	0	0.08	0.07	0	0	0.03	0.03
ENSG00000224357	0	0	0	0	0	0	0	0
ENSG00000224358	0.12	0.09	0.2	0.18	0.18	0.16	0.32	0.28
ENSG00000224359	0	0	0	0	0	0	0	0
ENSG00000224361	0.05	0.03	0	0	0.18	0.16	0	0
ENSG00000224363	0	0	0	0	0.01	0.01	0	0
ENSG00000224365	0	0	0	0	0	0	0	0
ENSG00000224366	0	0	0	0	0	0	0	0
ENSG00000224367	0	0	0	0	0	0	0	0
ENSG00000224368	0	0	0	0	0	0	0	0
ENSG00000224369	0	0	0	0	0	0	0	0
ENSG00000224370	1.51	1.12	3.5	3.1	0.18	0.17	2	1.72
ENSG00000224371	0	0	0	0	0	0	0	0
ENSG00000224372	0	0	0	0	0	0	0	0
ENSG00000224373	2.09	1.55	100.22	88.9	85.18	78.7	130.84	112.65
ENSG00000224374	0	0	0	0	0	0	0	0
ENSG00000224375	0	0	0	0	0	0	0	0
ENSG00000224376	0.79	0.59	9.47	8.4	1.48	1.36	6.15	5.29
ENSG00000224381	0	0	0	0	0	0	0	0
ENSG00000224382	0.11	0.08	0.08	0.07	0.17	0.15	0.09	0.08
ENSG00000224383	0.04	0.03	0.72	0.64	0.28	0.26	0.97	0.83
ENSG00000224384	0	0	0	0	0	0	0	0
ENSG00000224386	0	0	0	0	0	0	0	0
ENSG00000224387	0	0	0	0	0	0	0	0
ENSG00000224388	0.4	0.29	0	0	0	0	0	0
ENSG00000224389	5.73	4.25	4.82	4.28	8.68	8.02	2.04	1.75
ENSG00000224391	0	0	0	0	0	0	0	0
ENSG00000224394	0	0	0	0	0	0	0	0
ENSG00000224396	0	0	0	0	0	0	0	0
ENSG00000224397	2.97	2.2	1.77	1.57	11.36	10.49	0.07	0.06
ENSG00000224400	0	0	0	0	0	0	0	0
ENSG00000224401	0.14	0.1	0.3	0.26	0.13	0.12	0.35	0.3
ENSG00000224402	0	0	0	0	0	0	0	0
ENSG00000224403	0	0	0	0	0	0	0	0
ENSG00000224404	0	0	0	0	0	0	0	0
ENSG00000224405	0	0	0	0	0	0	0	0
ENSG00000224406	0	0	0	0	0	0	0	0
ENSG00000224407	0	0	0	0	0	0	0	0
ENSG00000224408	0	0	0	0	0	0	0	0
ENSG00000224409	0	0	0	0	0	0	0	0
ENSG00000224410	0	0	0	0	0	0	0	0
ENSG00000224411	1.2	0.89	0.14	0.12	0.64	0.59	0.36	0.31
ENSG00000224412	0	0	0	0	0	0	0	0
ENSG00000224413	0.01	0.01	0.04	0.03	0	0	0	0
ENSG00000224414	0.02	0.01	0.08	0.07	0.04	0.04	0.03	0.03
ENSG00000224415	0.14	0.1	0.17	0.15	0.09	0.08	0.23	0.2
ENSG00000224416	0	0	0	0	0	0	0	0
ENSG00000224417	0.32	0.24	0.06	0.05	0	0	0	0
ENSG00000224418	0.09	0.07	0.15	0.13	0.07	0.07	0.23	0.2
ENSG00000224419	0	0	0	0	0.02	0.02	0.04	0.03
ENSG00000224420	0	0	0.11	0.09	0.06	0.05	0	0
ENSG00000224421	0	0	0	0	0	0	0	0
ENSG00000224424	0.9	0.67	1.17	1.03	0.66	0.61	1.44	1.24
ENSG00000224425	0	0	0	0	0	0	0	0
ENSG00000224426	0	0	0	0	0	0	0	0
ENSG00000224427	0	0	0	0	0	0	0	0
ENSG00000224428	2.19	1.63	2.23	1.98	1.11	1.03	1.71	1.47
ENSG00000224429	0.27	0.2	2.74	2.43	1.25	1.15	1.55	1.34
ENSG00000224430	0.02	0.01	0	0	0	0	0	0
ENSG00000224431	0.01	0	0.01	0.01	0.01	0.01	0.03	0.02
ENSG00000224435	0.05	0.03	0	0	0	0	0	0
ENSG00000224436	0	0	0	0	0	0	0	0
ENSG00000224437	0	0	0	0	0	0	0	0
ENSG00000224438	0.12	0.09	0	0	0	0	0.18	0.16
ENSG00000224439	0	0	0	0	0	0	0	0
ENSG00000224440	0	0	0	0	0	0	0	0
ENSG00000224441	0	0	0.16	0.14	0.16	0.15	0	0
ENSG00000224442	0.04	0.03	0.25	0.22	0.04	0.04	0.11	0.1
ENSG00000224443	0	0	0	0	0	0	0.23	0.2
ENSG00000224445	0	0	0	0	0	0	0	0
ENSG00000224447	0	0	0	0	0	0	0	0
ENSG00000224448	0.1	0.08	0	0	0	0	0.16	0.14
ENSG00000224450	0	0	0.07	0.07	0.08	0.07	0	0
ENSG00000224451	0.05	0.04	0.37	0.33	0	0	0.19	0.17
ENSG00000224452	1.7	1.26	0.13	0.11	0.14	0.13	0.22	0.19
ENSG00000224453	0	0	0	0	0	0	0	0
ENSG00000224456	0	0	0	0	0	0	0	0
ENSG00000224458	0	0	0	0	0	0	0	0
ENSG00000224459	0.72	0.53	0	0	0	0	0	0
ENSG00000224460	0	0	0.07	0.06	0.19	0.17	0.07	0.06
ENSG00000224462	0	0	0	0	0	0	0	0
ENSG00000224463	0	0	0	0	0	0	0	0
ENSG00000224464	0	0	0	0	0	0	0	0
ENSG00000224465	0	0	0	0	0	0	0	0
ENSG00000224466	0	0	0	0	0	0	0	0
ENSG00000224467	0	0	0	0	0	0	0	0
ENSG00000224468	0.47	0.35	0.59	0.52	0	0	0.11	0.09
ENSG00000224469	0	0	0	0	0	0	0	0
ENSG00000224470	13.15	9.76	10.1	8.96	7.9	7.3	9.17	7.89
ENSG00000224471	0	0	0	0	0	0	0	0
ENSG00000224473	0	0	0.04	0.04	0	0	0.05	0.04
ENSG00000224474	0	0	0	0	0	0	0	0
ENSG00000224475	0	0	0	0	0	0	0	0
ENSG00000224476	0	0	0	0	0	0	0	0
ENSG00000224477	0.12	0.09	0.1	0.09	0.11	0.1	0.12	0.1
ENSG00000224478	0.06	0.04	1.79	1.58	0.29	0.26	1.45	1.25
ENSG00000224479	0	0	0.13	0.11	0	0	0.12	0.11
ENSG00000224481	0	0	0.02	0.01	0.05	0.05	0.05	0.05
ENSG00000224482	0	0	0	0	0	0	0.02	0.02
ENSG00000224484	0.05	0.04	0	0	0	0	0.05	0.04
ENSG00000224485	0	0	0	0	0	0	0	0
ENSG00000224486	0	0	0	0	0	0	0	0
ENSG00000224488	0	0	0	0	0	0	0	0
ENSG00000224489	0.82	0.6	0.22	0.19	1.38	1.28	0.13	0.11
ENSG00000224490	0.1	0.08	0.04	0.04	0.02	0.02	0	0
ENSG00000224493	0	0	0	0	0	0	0	0
ENSG00000224494	0.02	0.02	0.04	0.03	0.06	0.06	0.32	0.28
ENSG00000224497	0	0	0	0	0	0	0	0
ENSG00000224498	0	0	0	0	0	0	0.05	0.05
ENSG00000224500	0	0	0	0	0	0	0	0
ENSG00000224502	0	0	0	0	0	0	0.36	0.31
ENSG00000224503	0.59	0.43	0	0	2.75	2.54	0	0
ENSG00000224504	0	0	0	0	0	0	0	0
ENSG00000224505	3.76	2.79	4.35	3.86	0	0	2.48	2.13
ENSG00000224506	0	0	0	0	0	0	0	0
ENSG00000224509	0.12	0.09	0.16	0.14	0	0	0	0
ENSG00000224510	0	0	0	0	0	0	0	0
ENSG00000224511	0.07	0.05	0.05	0.04	0	0	0	0
ENSG00000224512	0	0	0	0	0	0	0	0
ENSG00000224513	0	0	0	0	0	0	0	0
ENSG00000224514	0	0	0.09	0.08	0	0	0.03	0.02
ENSG00000224515	0	0	0	0	0	0	0	0
ENSG00000224516	0	0	0	0	0	0	0	0
ENSG00000224517	0	0	0	0	0	0	0	0
ENSG00000224518	0	0	0	0	0	0	0	0
ENSG00000224519	0	0	0	0	0	0	0	0
ENSG00000224520	0	0	0.01	0.01	0	0	0.02	0.01
ENSG00000224521	0	0	2.07	1.84	0.13	0.12	2.12	1.83
ENSG00000224522	0	0	0.03	0.02	0.8	0.74	0.12	0.1
ENSG00000224523	0	0	0.15	0.13	0	0	0	0
ENSG00000224524	0	0	0	0	0	0	0	0
ENSG00000224525	2.32	1.72	0.58	0.52	0.94	0.87	0.28	0.24
ENSG00000224529	0	0	0	0	0	0	0	0
ENSG00000224530	0	0	0	0	0.18	0.16	0	0
ENSG00000224531	14.28	10.6	3.11	2.76	6.23	5.76	3.75	3.23
ENSG00000224532	0	0	0	0	0	0	0	0
ENSG00000224533	0.28	0.21	0.05	0.05	0.02	0.01	0.15	0.13
ENSG00000224535	0.17	0.13	0	0	0	0	0	0
ENSG00000224536	0	0	0.32	0.28	0.18	0.16	0	0
ENSG00000224537	0	0	0	0	0	0	0	0
ENSG00000224539	0	0	0	0	0	0	0	0
ENSG00000224540	0	0	0	0	0	0	0.04	0.03
ENSG00000224541	0	0	0	0	0.07	0.07	0	0
ENSG00000224543	3.04	2.26	0.43	0.39	0.9	0.83	0	0
ENSG00000224545	0.08	0.06	0	0	0	0	0	0
ENSG00000224546	0.02	0.02	0.01	0.01	0.03	0.03	0.04	0.03
ENSG00000224547	0	0	0	0	0	0	0	0
ENSG00000224548	0	0	0	0	0	0	0	0
ENSG00000224549	0.32	0.24	0	0	0.12	0.11	0	0
ENSG00000224550	0	0	0	0	0	0	0	0
ENSG00000224551	0.05	0.04	0	0	0	0	0	0
ENSG00000224553	0.09	0.07	0.31	0.27	0	0	0	0
ENSG00000224555	0	0	0	0	0	0	0	0
ENSG00000224556	0	0	0	0	0	0	0	0
ENSG00000224557	0.23	0.17	13.73	12.18	1.98	1.83	11.62	10.01
ENSG00000224559	0.09	0.07	0.11	0.1	0.04	0.03	0.04	0.04
ENSG00000224560	0	0	0	0	0	0	0	0
ENSG00000224563	0	0	0.34	0.3	0	0	0.06	0.05
ENSG00000224565	0	0	1.66	1.47	0.23	0.21	3.12	2.69
ENSG00000224566	0	0	1.19	1.06	0.11	0.11	0.67	0.57
ENSG00000224567	0	0	0	0	0	0	0	0
ENSG00000224568	0.05	0.03	0	0	0.06	0.05	0	0
ENSG00000224569	0.03	0.02	0	0	0.06	0.05	0	0
ENSG00000224570	0	0	0	0	0	0	0	0
ENSG00000224571	0	0	0	0	0	0	0	0
ENSG00000224572	0	0	0	0	0	0	0	0
ENSG00000224573	0	0	0	0	0	0	0	0
ENSG00000224574	0	0	0	0	0	0	0	0
ENSG00000224577	0.22	0.17	0	0	0.28	0.26	0	0
ENSG00000224578	0	0	0	0	0	0	0	0
ENSG00000224579	0	0	0	0	0	0	0	0
ENSG00000224580	0	0	0.01	0.01	0	0	0	0
ENSG00000224581	0	0	0.02	0.02	0.01	0.01	0	0
ENSG00000224582	0	0	0.01	0.01	0	0	0	0
ENSG00000224583	0	0	0	0	0.25	0.23	0	0
ENSG00000224584	0.07	0.05	0	0	0	0	0	0
ENSG00000224585	0	0	0	0	0	0	0	0
ENSG00000224586	0.2	0.15	0	0	0	0	0	0
ENSG00000224589	0	0	0	0	0	0	0	0
ENSG00000224590	0	0	0	0	0	0	0	0
ENSG00000224592	0.09	0.07	0.09	0.08	0.14	0.12	0.1	0.08
ENSG00000224593	0	0	0	0	0	0	0	0
ENSG00000224594	0.19	0.14	0.05	0.05	0	0	0	0
ENSG00000224595	0	0	0	0	0	0	0	0
ENSG00000224596	0.4	0.3	0.11	0.1	0.27	0.25	0.24	0.21
ENSG00000224597	14.64	10.86	5.49	4.87	13.47	12.45	5.07	4.37
ENSG00000224598	0.08	0.06	0	0	0	0	0.04	0.04
ENSG00000224599	0	0	0	0	0	0	0.19	0.16
ENSG00000224600	0	0	0	0	0	0	0	0
ENSG00000224602	0	0	0	0	0	0	0	0
ENSG00000224603	0	0	0.07	0.06	0.08	0.07	0	0
ENSG00000224604	0	0	0	0	0	0	0	0
ENSG00000224605	0	0	0	0	0	0	0	0
ENSG00000224606	0	0	0	0	0	0	0	0
ENSG00000224607	0	0	0.52	0.46	0.1	0.09	0.32	0.28
ENSG00000224609	0.11	0.08	0	0	0	0	0.07	0.06
ENSG00000224610	0	0	0.4	0.35	0.06	0.05	0.93	0.8
ENSG00000224611	0	0	0	0	0	0	0	0
ENSG00000224612	0	0	0	0	0	0	0	0
ENSG00000224613	0.11	0.08	0	0	0	0	0	0
ENSG00000224614	0.04	0.03	0.32	0.29	0.07	0.07	0.24	0.21
ENSG00000224615	0.56	0.42	0.02	0.02	0	0	0.14	0.12
ENSG00000224616	1.1	0.82	0.6	0.53	0.4	0.37	0.28	0.24
ENSG00000224617	0	0	0	0	0	0	0	0
ENSG00000224618	0	0	0	0	0	0	0.08	0.07
ENSG00000224620	0	0	0	0	0	0	0	0
ENSG00000224621	0.05	0.04	0	0	0	0	0	0
ENSG00000224622	0	0	0	0	0	0	0	0
ENSG00000224623	0.02	0.02	0.14	0.12	0.07	0.06	0.11	0.09
ENSG00000224624	0.34	0.25	0.3	0.26	0	0	1.09	0.94
ENSG00000224625	0	0	0	0	0	0	0	0
ENSG00000224626	0	0	0	0	0	0	0.08	0.07
ENSG00000224627	0	0	0	0	0	0	0	0
ENSG00000224628	0.02	0.01	0	0	0	0	0	0
ENSG00000224629	0.83	0.61	0	0	0	0	0.42	0.36
ENSG00000224630	0	0	0	0	0	0	0	0
ENSG00000224631	0.13	0.09	0.22	0.2	0.26	0.24	0.13	0.11
ENSG00000224632	0	0	0	0	0	0	0.04	0.04
ENSG00000224634	0	0	0	0	0	0	0	0
ENSG00000224635	0.15	0.11	0.05	0.04	0.1	0.09	0.11	0.09
ENSG00000224636	0	0	0	0	0	0	0	0
ENSG00000224637	0.04	0.03	0	0	0	0	0	0
ENSG00000224638	0	0	0.16	0.14	0	0	0	0
ENSG00000224640	0	0	0	0	0	0	0	0
ENSG00000224643	0	0	0	0	0	0	0	0
ENSG00000224644	0	0	0	0	0	0	0	0
ENSG00000224645	6.85	5.08	34.13	30.27	12.37	11.43	43.16	37.16
ENSG00000224646	0	0	0	0	0	0	0	0
ENSG00000224647	0.02	0.01	0	0	0	0	0.02	0.02
ENSG00000224648	0	0	0	0	0	0	0	0
ENSG00000224649	0.2	0.15	0	0	0	0	0	0
ENSG00000224650	1.14	0.85	19.62	17.4	15.73	14.54	21.54	18.55
ENSG00000224652	0	0	0.08	0.07	0.02	0.02	0	0
ENSG00000224653	0	0	0	0	0	0	0	0
ENSG00000224655	0.03	0.02	0	0	0	0	0	0
ENSG00000224656	0	0	0	0	0	0	0	0
ENSG00000224657	0	0	0	0	0	0	0.02	0.02
ENSG00000224658	0	0	0	0	0	0	0	0
ENSG00000224659	0	0	0	0	0	0	0	0
ENSG00000224660	2.2	1.63	5.19	4.6	2.6	2.41	4.77	4.1
ENSG00000224661	0	0	0	0	0	0	0	0
ENSG00000224662	0	0	0	0	0	0	0	0
ENSG00000224664	0.21	0.16	0	0	0.1	0.09	0.21	0.18
ENSG00000224665	0	0	0.64	0.57	2.19	2.03	2.62	2.25
ENSG00000224666	0	0	0	0	0.1	0.09	0	0
ENSG00000224667	0	0	0	0	0	0	0	0
ENSG00000224668	0.02	0.01	0.01	0.01	0.02	0.02	0.06	0.05
ENSG00000224669	0	0	0	0	0	0	0	0
ENSG00000224670	0	0	0	0	0	0	0	0
ENSG00000224671	0	0	0	0	0	0	0	0
ENSG00000224672	0	0	0	0	0	0	0	0
ENSG00000224674	0	0	0	0	0	0	0	0
ENSG00000224675	0	0	0	0	0.02	0.02	0.02	0.02
ENSG00000224676	0.07	0.05	0	0	0	0	0	0
ENSG00000224677	0	0	0	0	0	0	0	0
ENSG00000224678	0.07	0.05	0.04	0.04	0	0	0	0
ENSG00000224679	0	0	0	0	0	0	0	0
ENSG00000224680	0	0	0	0	0.15	0.14	0.59	0.51
ENSG00000224681	0	0	0	0	0	0	0	0
ENSG00000224682	0	0	0	0	0	0	0	0
ENSG00000224683	0.2	0.15	0	0	0	0	0.1	0.09
ENSG00000224684	0	0	0	0	0	0	0	0
ENSG00000224685	0	0	0	0	0	0	0	0
ENSG00000224686	0	0	0	0	0	0	0	0
ENSG00000224687	1.52	1.13	0.05	0.05	0.56	0.52	0.01	0.01
ENSG00000224688	0	0	0	0	0	0	0	0
ENSG00000224689	0	0	0.04	0.03	0.92	0.85	0.01	0.01
ENSG00000224690	0	0	0.06	0.05	0	0	0	0
ENSG00000224691	0.42	0.31	0.36	0.32	0.25	0.23	0	0
ENSG00000224692	0	0	0	0	0	0	0	0
ENSG00000224694	15	11.13	14.2	12.6	19.94	18.43	11.12	9.57
ENSG00000224695	0	0	0	0	0	0	0	0
ENSG00000224697	0	0	0	0	0	0	0	0
ENSG00000224698	0.01	0.01	0.01	0.01	0.2	0.18	0.05	0.04
ENSG00000224699	0.21	0.16	0.27	0.24	0.05	0.05	0.28	0.24
ENSG00000224700	0	0	0	0	0	0	0.05	0.04
ENSG00000224701	0	0	0	0	0	0	0	0
ENSG00000224702	0	0	0	0	0	0	0	0
ENSG00000224706	0	0	0.31	0.28	0	0	0	0
ENSG00000224707	0	0	0	0	0	0	0.08	0.06
ENSG00000224709	0	0	0	0	0	0	0	0
ENSG00000224710	0	0	0.02	0.02	0	0	0	0
ENSG00000224711	0	0	0	0	0	0	0	0
ENSG00000224712	11.99	8.9	8.81	7.81	6.16	5.7	0.5	0.43
ENSG00000224713	0.1	0.07	0	0	0.09	0.08	0	0
ENSG00000224714	0	0	0	0	0.01	0.01	0	0
ENSG00000224715	0	0	0	0	0	0	0	0
ENSG00000224717	0.05	0.04	0.06	0.06	0.03	0.03	0.04	0.04
ENSG00000224718	0	0	0	0	0	0	0	0
ENSG00000224719	0	0	0	0	0	0	0	0
ENSG00000224720	0.01	0.01	0	0	0	0	0	0
ENSG00000224721	0	0	0.01	0.01	0.03	0.03	0	0
ENSG00000224722	0	0	0	0	0	0	0	0
ENSG00000224723	0	0	0	0	0	0	0	0
ENSG00000224725	0	0	0	0	0	0	0	0
ENSG00000224726	0	0	0	0	0	0	0	0
ENSG00000224727	0.15	0.11	0	0	0	0	0	0
ENSG00000224728	0.14	0.1	0.11	0.1	0.07	0.07	0	0
ENSG00000224729	0.02	0.02	0.02	0.01	0	0	0.06	0.05
ENSG00000224730	0	0	0.12	0.1	0.15	0.14	0.35	0.3
ENSG00000224731	0	0	0	0	0	0	0	0
ENSG00000224732	0	0	0	0	0	0	0	0
ENSG00000224733	0	0	0.03	0.03	0	0	0	0
ENSG00000224735	0	0	0	0	0	0	0	0
ENSG00000224737	3.49	2.59	0.91	0.81	0.6	0.56	0.55	0.48
ENSG00000224738	1.09	0.81	0.2	0.18	0.43	0.4	0.39	0.33
ENSG00000224739	0	0	0	0	0	0	0.53	0.45
ENSG00000224741	0.16	0.12	0	0	0	0	0.32	0.28
ENSG00000224743	0	0	0	0	0	0	0	0
ENSG00000224745	0.89	0.66	0.1	0.09	0	0	0	0
ENSG00000224746	0.06	0.05	0.11	0.1	0.03	0.03	0.26	0.22
ENSG00000224747	0.26	0.2	0	0	0.04	0.04	0	0
ENSG00000224750	0	0	0	0	0	0	0	0
ENSG00000224751	0	0	0.03	0.03	0	0	0.03	0.03
ENSG00000224752	0	0	0	0	0	0	0.03	0.03
ENSG00000224755	0	0	0	0	0	0	0	0
ENSG00000224758	0	0	0	0	0	0	0	0
ENSG00000224760	0	0	0	0	0	0	0	0
ENSG00000224761	0	0	0	0	0	0	0	0
ENSG00000224762	0.06	0.05	0.17	0.15	0	0	0.11	0.1
ENSG00000224763	0.02	0.02	0.06	0.05	0	0	0	0
ENSG00000224764	0	0	0.05	0.04	0	0	0	0
ENSG00000224765	0	0	0	0	0	0	0	0
ENSG00000224769	0.19	0.14	0.34	0.3	0.02	0.02	0.19	0.16
ENSG00000224771	0	0	0	0	0	0	0	0
ENSG00000224773	0	0	0.07	0.06	0.01	0.01	0	0
ENSG00000224775	0.08	0.06	0.13	0.12	0.11	0.1	0.1	0.08
ENSG00000224776	0.18	0.13	0	0	0.11	0.1	0	0
