Gene symbol	B cells naive	B cells memory	Monocytes	NK cells resting	NK cells activated	Neutrophils	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells CD8	Macrophages M0	Macrophages M1	Macrophages M2	Mast cells resting	Mast cells activated	Plasma cells	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	Dendritic cells resting	Dendritic cells activated	Eosinophils
VPREB3	0.427368	0.291751	0.011202	0.010125	0.008702	0.013693	0.0	0.014625	0.013261	0.005893	0.005811	0.013518	0.008407	0.004016	0.003468	0.041834	0.005585	0.033947	0.013366	0.006156	0.010438	0.005913
WNT5B	0.010722	0.009573	0.018741	0.0	0.007	0.018693	0.001365	0.004353	0.00602	0.008574	0.011076	0.009619	1.0	0.033188	0.013969	0.081298	0.02254	0.010524	0.009267	0.177689	0.240269	0.011932
WNT7A	0.026979	0.047873	0.220746	0.019106	0.031145	0.064855	1.0	0.35983	0.177373	0.422385	0.060092	0.073782	0.015743	0.06389	0.041637	0.060347	0.416527	0.20044	0.123925	0.047796	0.096549	0.224828
ZAP70	0.000121	0.0	0.003427	0.647263	0.238756	0.007768	0.580162	0.36026	0.103143	0.436707	0.000768	0.00173	0.002675	0.00153	0.003462	7.6e-05	1.0	0.236942	0.191306	0.00086	0.001903	0.023435
ZBP1	0.051701	0.130691	0.028598	1.0	0.238037	0.529366	0.35601	0.310544	0.03476	0.283499	0.008886	0.011478	0.023593	0.005186	0.037101	0.899261	0.124148	0.272842	0.196931	0.0	0.030568	0.272097
ZBTB10	0.101187	0.064742	0.039377	0.080564	0.069728	0.010954	0.071798	0.059387	0.053726	0.06519	0.041862	0.148643	0.047572	0.076901	0.144602	0.062245	0.829849	0.0	0.119141	0.049318	0.524671	0.095693
ZBTB32	0.009691	0.861428	0.012801	0.039844	0.021445	0.02093	0.099239	0.0	0.834465	0.093211	0.01168	1.0	0.0335	0.015094	0.005022	0.023976	0.078734	0.486936	0.10242	0.01299	0.297948	0.232256
ZFP36L2	0.099396	0.070492	0.145548	0.098447	0.026453	0.05453	0.036823	0.409469	0.037827	0.353865	0.030249	0.0	0.030923	0.001199	0.003388	0.051029	0.06828	0.322436	0.014507	0.05619	0.011124	0.03185
ZNF135	0.619144	0.096453	0.012962	1.0	0.516975	0.0	0.631989	0.093043	0.00878	0.419868	0.044196	0.020559	0.253598	0.150508	0.082489	0.063525	0.196028	0.008728	0.274471	0.042588	0.003309	0.651403
ZNF165	0.000806	0.000456	0.000146	0.000912	0.000538	0.000619	0.005596	0.000156	0.007623	0.000238	9.4e-05	0.000422	0.000746	0.000459	0.000229	0.012739	0.000758	0.000719	0.000538	0.000101	0.0	1.0
ZNF222	0.007654	0.0	0.037299	0.250699	0.249313	0.057823	0.145687	0.023215	0.024714	0.19068	0.187479	0.117359	0.416731	0.63465	0.602	0.013226	0.517855	0.008323	0.019567	0.233429	0.096404	1.0
ZNF286A	1.0	0.44562	0.007436	0.300178	0.264525	0.595026	0.0	0.223574	0.253019	0.290372	0.010798	0.04157	0.022228	0.098655	0.027633	0.09325	0.153687	0.179266	0.328988	0.012949	0.375783	0.00256
ZNF324	0.021524	0.007006	0.02306	0.072681	0.066446	0.04358	1.0	0.018335	0.008814	0.033142	0.015381	0.051097	0.280538	0.027592	0.075231	0.0	0.484419	0.129327	0.074038	0.01246	0.008144	0.043178
ZNF442	0.093444	0.108827	0.051741	0.105016	0.21293	0.095944	0.033065	0.034204	0.0	0.163187	0.158924	0.385584	0.188514	0.427351	0.003055	0.091635	0.234017	0.249125	1.0	0.254285	0.522663	0.209241
