MADD	ENSG00000110514
SOS2	ENSG00000100485
LCE2B	ENSG00000159455
TMEM80	ENSG00000177042
SEC23IP	ENSG00000107651
SPATA20	ENSG00000006282
CACNA1G	ENSG00000006283
LOC101929315	ENSG00000253643
SYCE3	ENSG00000217442
LINCR-0001	ENSG00000253641
CTD-2270F17.1	ENSG00000253647
LOC105375680	ENSG00000253644
NRROS	ENSG00000174004
FAM179B	ENSG00000198718
DLL1	ENSG00000198719
EMCN	ENSG00000164035
H2AFZ	ENSG00000164032
DNAJB14	ENSG00000164031
SSBP3-AS1	ENSG00000198711
COX2	ENSG00000198712
SNHG3	ENSG00000242125
GLMP	ENSG00000198715
SLC9B2	ENSG00000164038
BDH2	ENSG00000164039
PICK1	ENSG00000100151
P2RY6	ENSG00000171631
SLC16A8	ENSG00000100156
BPTF	ENSG00000171634
TTC28	ENSG00000100154
HOXB8	ENSG00000120068
ANKRD63	ENSG00000230778
SNRPD2	ENSG00000125743
OPA3	ENSG00000125741
FOSB	ENSG00000125740
EML2	ENSG00000125746
RTN2	ENSG00000125744
MIR1343	ENSG00000251862
TMC4	ENSG00000167608
PEPD	ENSG00000124299
CYP2S1	ENSG00000167600
AXL	ENSG00000167601
NFKBID	ENSG00000167604
MIR4458HG	ENSG00000247516
URB1-AS1	ENSG00000256073
ACY1	ENSG00000243989
LINC00314	ENSG00000178457
TG	ENSG00000042832
SIRT1	ENSG00000096717
GEMIN8	ENSG00000046647
C8orf31	ENSG00000177335
PCDHGC3	ENSG00000240184
LOC101928495	ENSG00000237208
MS4A8	ENSG00000166959
TMEM159	ENSG00000011638
CASC11	ENSG00000249375
MASP1	ENSG00000127241
CASC18	ENSG00000257859
LOC105375095	ENSG00000249379
LINC01060	ENSG00000249378
RNU5D-1	ENSG00000200169
SNORD115-18	ENSG00000200163
DDX31	ENSG00000125485
MIR3911	ENSG00000279571
CIB2	ENSG00000136425
NISCH	ENSG00000010322
WASF2	ENSG00000158195
PIGV	ENSG00000060642
HOXD3	ENSG00000128652
CHN1	ENSG00000128656
MTX2	ENSG00000128654
PDE11A	ENSG00000128655
SNORD8	ENSG00000200785
KCNE1B	ENSG00000276289
MOB1B	ENSG00000173542
RASL11A	ENSG00000122035
PAXIP1	ENSG00000157212
CSPG4	ENSG00000173546
SSBP3	ENSG00000157216
ZNF622	ENSG00000173545
HTR5A	ENSG00000157219
SNX33	ENSG00000173548
TDRG1	ENSG00000204091
KLHL15	ENSG00000174010
FBXO45	ENSG00000174013
SPERT	ENSG00000174015
KCNB1	ENSG00000158445
FAM46D	ENSG00000174016
LOC200726	ENSG00000235118
CUL7	ENSG00000044090
OR5L1	ENSG00000279395
LINC00051	ENSG00000254008
SMIM5	ENSG00000204323
ZNF260	ENSG00000254004
FANCD2OS	ENSG00000163705
NCAN	ENSG00000130287
GDF1	ENSG00000130283
CD164	ENSG00000135535
TSEN2	ENSG00000154743
ADAMTS2	ENSG00000087116
TPPP3	ENSG00000159713
MIR5003	ENSG00000265160
LOC105379252	ENSG00000274628
MIR2681	ENSG00000265164
MIR4307	ENSG00000265165
MIR6867	ENSG00000274621
MIR378J	ENSG00000274620
TBX4	ENSG00000121075
SLC35B1	ENSG00000121073
LOC100506489	ENSG00000240973
RAB4B	ENSG00000171570
CYSTM1	ENSG00000120306
TTTY3	ENSG00000231141
ZNF584	ENSG00000171574
ATR	ENSG00000175054
RERGL	ENSG00000111404
SLC26A10	ENSG00000135502
ACVR1B	ENSG00000135503
TMPRSS11E	ENSG00000087128
OS9	ENSG00000135506
LINC00692	ENSG00000230891
MIR8080	ENSG00000276917
LSG1	ENSG00000041802
CFHR2	ENSG00000276911
LINC01396	ENSG00000273396
MIR5006	ENSG00000102763
RGCC	ENSG00000102760
ZXDB	ENSG00000198455
ZNF568	ENSG00000198453
KLHL5	ENSG00000109790
ST18	ENSG00000147488
FAM149A	ENSG00000109794
PXDNL	ENSG00000147485
SNTG1	ENSG00000147481
EIF5A2	ENSG00000163577
IFT80	ENSG00000068885
SLC2A8	ENSG00000136856
STXBP1	ENSG00000136854
PCBD2	ENSG00000132570
ANGPTL2	ENSG00000136859
ADAT1	ENSG00000065457
MOB3A	ENSG00000172081
KRCC1	ENSG00000172086
BTBD9	ENSG00000183826
RAB5C	ENSG00000108774
KAT2A	ENSG00000108773
DHX58	ENSG00000108771
FER1L4	ENSG00000088340
RAB18	ENSG00000099246
RARS2	ENSG00000146282
SCML4	ENSG00000146285
HAGH	ENSG00000063854
LOC283731	ENSG00000248540
ZNRD1	ENSG00000066379
EEFSEC	ENSG00000132394
USP53	ENSG00000145390
SETD7	ENSG00000145391
ACTR3B	ENSG00000133627
ZNF767P	ENSG00000133624
ARHGAP24	ENSG00000138639
MIR4735	ENSG00000265986
MIR544B	ENSG00000265981
ACTR5	ENSG00000101442
WFDC2	ENSG00000101443
ASIP	ENSG00000101440
CST4	ENSG00000101441
SPINT3	ENSG00000101446
FAM83D	ENSG00000101447
AHCY	ENSG00000101444
PPP1R16B	ENSG00000101445
GZMA	ENSG00000145649
EPPIN	ENSG00000101448
TSPAN4	ENSG00000214063
KNL1	ENSG00000137812
ALG14	ENSG00000172339
HAUS2	ENSG00000137814
RTF1	ENSG00000137815
PARP6	ENSG00000137817
LOC105369779	ENSG00000258056
BCDIN3D-AS1	ENSG00000258057
BPGM	ENSG00000172331
POP7	ENSG00000172336
BNC2	ENSG00000173068
LOC101929023	ENSG00000233154
SNORD38A	ENSG00000202031
MRGPRG-AS1	ENSG00000236301
LINC01241	ENSG00000236306
MIR6861	ENSG00000173064
UBE2E2-AS1	ENSG00000233153
MSRB3	ENSG00000174099
LOC102724770	ENSG00000278817
CENPO	ENSG00000138092
LRPPRC	ENSG00000138095
NDUFA7	ENSG00000267855
PHPT1	ENSG00000054148
MZF1-AS1	ENSG00000267858
CPB2	ENSG00000080618
ATRX	ENSG00000085224
CASC20	ENSG00000229876
OGFR-AS1	ENSG00000229873
ZC3H18	ENSG00000158545
NUCB1-AS1	ENSG00000235191
LOC400548	ENSG00000278214
C1QL2	ENSG00000144119
RALB	ENSG00000144118
THNSL2	ENSG00000144115
PDGFB	ENSG00000100311
TMEM218	ENSG00000150433
DCTN6	ENSG00000104671
CABP7	ENSG00000100314
RPL3	ENSG00000100316
ZMAT5	ENSG00000100319
R3HCC1	ENSG00000104679
C9orf69	ENSG00000238227
ATP2B2-IT2	ENSG00000224771
LOR	ENSG00000203782
PRR9	ENSG00000203783
FANK1	ENSG00000203780
LOC102724362	ENSG00000261183
KPRP	ENSG00000203786
SASS6	ENSG00000156876
LELP1	ENSG00000203784
SPRR2E	ENSG00000203785
OR5M8	ENSG00000181371
OTOP3	ENSG00000182938
CCL13	ENSG00000181374
CFAP65	ENSG00000181378
WFDC10B	ENSG00000182931
PRSS16	ENSG00000112812
SRPRA	ENSG00000182934
DLX3	ENSG00000064195
LOC102724344	ENSG00000261175
HUWE1	ENSG00000086758
ZC3H14	ENSG00000100722
LOC100505948	ENSG00000260854
FBXL19-AS1	ENSG00000260852
HEXDC	ENSG00000169660
GS1-204I12.4	ENSG00000261729
TIAM1	ENSG00000156299
TSPAN7	ENSG00000156298
BDKRB2	ENSG00000168398
DTYMK	ENSG00000168393
ATG4B	ENSG00000168397
ING5	ENSG00000168395
TAP1	ENSG00000168394
OCLN	ENSG00000197822
C4orf22	ENSG00000197826
IFNA14	ENSG00000228083
C11orf71	ENSG00000180425
DEFB123	ENSG00000180424
HARBI1	ENSG00000180423
LINC00304	ENSG00000180422
MPG	ENSG00000103152
C4orf33	ENSG00000151470
GMFG	ENSG00000130755
FRMD4A	ENSG00000151474
SLC25A31	ENSG00000151475
BATF	ENSG00000156127
HNRNPU	ENSG00000153187
ANGEL1	ENSG00000013523
KLK3	ENSG00000142515
GPR32	ENSG00000142511
ACPT	ENSG00000142513
SIGLEC10	ENSG00000142512
IP6K2	ENSG00000068745
MIR1185-2	ENSG00000221614
CHRM1	ENSG00000168539
MGAT5B	ENSG00000167889
TLE2	ENSG00000065717
PRRT3	ENSG00000163704
TOP1MT	ENSG00000184428
IL17RE	ENSG00000163701
EVPL	ENSG00000167880
SRP68	ENSG00000167881
MRPL43	ENSG00000055950
ITIH1	ENSG00000055957
ITIH4	ENSG00000055955
ST6GALNAC4	ENSG00000136840
SNORD43	ENSG00000263764
MIR4286	ENSG00000263762
MIR3686	ENSG00000263763
GDF2	ENSG00000263761
PCDHA7	ENSG00000204963
DNAJC27	ENSG00000115137
SNORA16B	ENSG00000201544
DAB2IP	ENSG00000136848
POMC	ENSG00000115138
RAD51	ENSG00000051180
LOC105369758	ENSG00000257913
EXOC3L4	ENSG00000205436
KRTAP12-3	ENSG00000205439
CCNB2	ENSG00000157456
PLEKHF1	ENSG00000166289
RNF111	ENSG00000157450
MAP2K6	ENSG00000108984
HSFY1P1	ENSG00000229027
CLMN	ENSG00000165959
PLCH2	ENSG00000149527
SERPINA12	ENSG00000165953
MIR1302-9	ENSG00000227518
LINC01483	ENSG00000227517
LINC01442	ENSG00000227510
SGCE	ENSG00000127990
RBM48	ENSG00000127993
ZG16B	ENSG00000162078
MIR1182	ENSG00000182118
NOP10	ENSG00000182117
ZNF716	ENSG00000182111
SLFN5	ENSG00000166750
PAQR4	ENSG00000162073
AGAP1	ENSG00000157985
PCDHGA3	ENSG00000254245
SYPL2	ENSG00000143028
SKA3	ENSG00000165480
MICU2	ENSG00000165487
SLITRK1	ENSG00000178235
GALNT11	ENSG00000178234
TMEM151B	ENSG00000178233
IFITM5	ENSG00000206013
MPO	ENSG00000005381
LOC101927059	ENSG00000251542
ANGPT1	ENSG00000154188
TMED4	ENSG00000158604
SETD4	ENSG00000185917
MIR3179-1	ENSG00000257264
ZNF271P	ENSG00000257267
MSI2	ENSG00000153944
KLRF2	ENSG00000256797
MASP2	ENSG00000009724
RORA-AS1	ENSG00000245534
NEAT1	ENSG00000245532
PRPF6	ENSG00000101161
CTSZ	ENSG00000101160
TUBB1	ENSG00000101162
YWHAG	ENSG00000170027
RASGRP4	ENSG00000171777
NXNL1	ENSG00000171773
SYCE1	ENSG00000171772
ZNF408	ENSG00000175213
CTDSP2	ENSG00000175215
ANXA13	ENSG00000104537
SGO1-AS1	ENSG00000231304
HTR1D	ENSG00000179546
SLITRK4	ENSG00000179542
PDXDC2P	ENSG00000196696
OR10A2	ENSG00000170790
CHCHD7	ENSG00000170791
ZNF33B	ENSG00000196693
IQSEC2	ENSG00000124313
ZNF682	ENSG00000197124
OR8B8	ENSG00000197125
SRC	ENSG00000197122
ZNF679	ENSG00000197123
PGAP1	ENSG00000197121
GRASP	ENSG00000161835
ZNF772	ENSG00000197128
OR10V2P	ENSG00000255538
SNORA27	ENSG00000207051
NKX2-1-AS1	ENSG00000253563
AP2B1	ENSG00000006125
CPXM2	ENSG00000121898
LIAS	ENSG00000121897
TMEM156	ENSG00000121895
TAC1	ENSG00000006128
PDS5A	ENSG00000121892
ZYG11A	ENSG00000203995
ARRDC1-AS1	ENSG00000203993
ND6	ENSG00000198695
ABCA4	ENSG00000198691
FAN1	ENSG00000198690
LINC01270	ENSG00000203999
EIF1AY	ENSG00000198692
LOC101928160	ENSG00000181135
MAGEB6	ENSG00000176746
OR51V1	ENSG00000176742
CDK5R1	ENSG00000176749
NAXE	ENSG00000163382
ZNF135	ENSG00000176293
OR4N2	ENSG00000176294
OR4M1	ENSG00000176299
LOC107161159	ENSG00000248703
RIIAD1	ENSG00000178796
GDPD4	ENSG00000178795
STX18-AS1	ENSG00000247708
IFITM10	ENSG00000244242
SNORD114-31	ENSG00000200089
LOC100287808	ENSG00000277182
SNORA9	ENSG00000277184
SNORA70F	ENSG00000206869
PHGDH	ENSG00000092621
CSAG3	ENSG00000268916
ALPK3	ENSG00000136383
IREB2	ENSG00000136381
ZSWIM3	ENSG00000132801
LOC105375166	ENSG00000237070
ZNF750	ENSG00000141579
RNF157	ENSG00000141576
ULK1	ENSG00000177169
SECTM1	ENSG00000141574
CBX8	ENSG00000141570
FAM170B	ENSG00000172538
BANP	ENSG00000172530
PPP1CA	ENSG00000172531
HCFC1	ENSG00000172534
TAS1R1	ENSG00000173662
UQCRH	ENSG00000173660
LINC01136	ENSG00000233791
SLC39A4	ENSG00000147804
MIR218-2	ENSG00000207739
MIR520C	ENSG00000207738
MIR181B2	ENSG00000207737
MIR657	ENSG00000207736
MIR520D	ENSG00000207735
MIR517A	ENSG00000207734
C1orf145	ENSG00000162913
MIR218-1	ENSG00000207732
MIR506	ENSG00000207731
MIR200B	ENSG00000207730
IL12B	ENSG00000113302
BTNL8	ENSG00000113303
CNOT6	ENSG00000113300
TP63	ENSG00000073282
PHF14	ENSG00000106443
LINC00347	ENSG00000236678
DDX24	ENSG00000089737
SLC13A3	ENSG00000158296
EPHA8	ENSG00000070886
OSBPL3	ENSG00000070882
MIR2909	ENSG00000276326
HNRNPA1P10	ENSG00000224578
LINC01117	ENSG00000224577
COL18A1-AS2	ENSG00000224574
MIR4795	ENSG00000264119
MIR4300	ENSG00000264110
MIR3180-4	ENSG00000264115
RNF121	ENSG00000137522
SPDEF	ENSG00000124664
FARS2	ENSG00000145982
APOF	ENSG00000175336
CD81	ENSG00000110651
SCARNA1	ENSG00000252947
ST6GAL2	ENSG00000144057
DERA	ENSG00000023697
SCGN	ENSG00000079689
KLHL12	ENSG00000117153
RGS4	ENSG00000117152
CTBS	ENSG00000117151
SSX2IP	ENSG00000117155
IGSF21	ENSG00000117154
GEMIN7	ENSG00000142252
C20orf196	ENSG00000171984
C11orf40	ENSG00000171987
MIR3929	ENSG00000265641
JMJD1C	ENSG00000171988
LDHAL6B	ENSG00000171989
EEF2K	ENSG00000103319
ZP2	ENSG00000103310
MEFV	ENSG00000103313
CRYM	ENSG00000103316
ZNF324	ENSG00000083812
ZNF671	ENSG00000083814
ZNF416	ENSG00000083817
ASB9	ENSG00000102048
FAM234A	ENSG00000269881
YPEL2	ENSG00000175155
LOC100506098	ENSG00000233834
SYCP3	ENSG00000139351
NEDD1	ENSG00000139350
ASCL1	ENSG00000139352
MIR3944	ENSG00000265395
GAS2L3	ENSG00000139354
MIR3128	ENSG00000265396
CHMP1A	ENSG00000131165
SUGP2	ENSG00000064607
LOC101928307	ENSG00000230910
CTSA	ENSG00000064601
CAMKMT	ENSG00000143919
UGGT2	ENSG00000102595
PRMT8	ENSG00000111218
SMG1P3	ENSG00000180747
CLRN3	ENSG00000180745
PRR4	ENSG00000111215
ZFP14	ENSG00000142065
C22orf34	ENSG00000188511
COL25A1	ENSG00000188517
SOCS6	ENSG00000170677
MIR4704	ENSG00000263561
MIR3916	ENSG00000263568
SOD3	ENSG00000109610
SEPSECS	ENSG00000109618
UGT1A5	ENSG00000240224
ZNF542P	ENSG00000240225
TTR	ENSG00000118271
SNORD88C	ENSG00000220988
B4GALT6	ENSG00000118276
GLB1L2	ENSG00000149328
RMDN3	ENSG00000137824
MIR1302-3	ENSG00000221055
MIR1266	ENSG00000221052
LRRC49	ENSG00000137821
MIR3138	ENSG00000264931
PLIN5	ENSG00000214456
MIR4265	ENSG00000264934
PPP6R1	ENSG00000105063
DGCR2	ENSG00000070413
CNTNAP4	ENSG00000152910
POLD4	ENSG00000175482
GPR6	ENSG00000146360
SIN3B	ENSG00000127511
C3orf67-AS1	ENSG00000242428
FAM83F	ENSG00000133477
GGT2	ENSG00000133475
ANKRD55	ENSG00000164512
LOC105376430	ENSG00000197889
HINFP	ENSG00000172273
LINC01179	ENSG00000249500
BSG	ENSG00000172270
PPL	ENSG00000118898
EEF2KMT	ENSG00000118894
CYP4X1	ENSG00000186377
ZNF75D	ENSG00000186376
ETFRF1	ENSG00000205707
UNC50	ENSG00000115446
LOC101928850	ENSG00000259530
TIMMDC1	ENSG00000113845
CRYBA1	ENSG00000108255
NUFIP2	ENSG00000108256
LOC105371397	ENSG00000104731
MCM4	ENSG00000104738
PIK3R4	ENSG00000196455
ZNF775	ENSG00000196456
PIWIL1	ENSG00000125207
ZNF777	ENSG00000196453
LINC01135	ENSG00000234807
TRAPPC2	ENSG00000196459
ZNF605	ENSG00000196458
LRP10	ENSG00000197324
ARHGEF18	ENSG00000104880
PEX11G	ENSG00000104883
P2RY12	ENSG00000169313
DOT1L	ENSG00000104885
SVIL	ENSG00000197321
SEMG2	ENSG00000124157
TRIM33	ENSG00000197323
RNASEH2A	ENSG00000104889
SLC17A7	ENSG00000104888
PELI1	ENSG00000197329
TACR3	ENSG00000169836
LOC101927973	ENSG00000236532
GPR65	ENSG00000140030
MIR7856	ENSG00000278281
ANKRD13A	ENSG00000076513
EFCAB10	ENSG00000185055
C5orf47	ENSG00000185056
APBA1	ENSG00000107282
SGCZ	ENSG00000185053
NPDC1	ENSG00000107281
PAPOLB	ENSG00000218823
TCF7L1	ENSG00000152284
TMEM245	ENSG00000106771
PRUNE2	ENSG00000106772
SMPD3	ENSG00000103056
VTI1A	ENSG00000151532
COG4	ENSG00000103051
GPC4	ENSG00000076716
TAS2R3	ENSG00000127362
GPATCH11	ENSG00000152133
HSPB8	ENSG00000152137
NFAT5	ENSG00000102908
SFRP4	ENSG00000106483
NUP93	ENSG00000102900
CENPT	ENSG00000102901
LINC01352	ENSG00000238078
MEST	ENSG00000106484
CNTN1	ENSG00000018236
LINC01101	ENSG00000280409
EIF1AX-AS1	ENSG00000225037
LOC102723566	ENSG00000225032
LINC01058	ENSG00000225039
MPI	ENSG00000178802
ADORA2A-AS1	ENSG00000178803
LOC105378405	ENSG00000227896
CTTNBP2NL	ENSG00000143079
H1FOO	ENSG00000178804
LOC100506258	ENSG00000251364
KLF14	ENSG00000266265
ZNF550	ENSG00000251369
TRIM73	ENSG00000178809
MIR4428	ENSG00000266262
ZBED5-AS1	ENSG00000247271
PPP2R3C	ENSG00000092020
NKAIN3	ENSG00000185942
KRTAP5-5	ENSG00000185940
ZNF267	ENSG00000185947
RNPC3	ENSG00000185946
SNORD35B	ENSG00000200530
SNORA33	ENSG00000200534
RACK1	ENSG00000204628
HLA-J	ENSG00000204622
ZNRD1ASP	ENSG00000204623
DISP3	ENSG00000204624
HCG9	ENSG00000204625
GNB4	ENSG00000114450
HHLA2	ENSG00000114455
TXNDC8	ENSG00000204193
AWAT1	ENSG00000204195
SPATA25	ENSG00000149634
CCDC183-AS1	ENSG00000228544
ADAMTS10	ENSG00000142303
TRIM49D2	ENSG00000233802
TSPY4	ENSG00000233803
SLC6A7	ENSG00000011083
LINC01237	ENSG00000233806
ATXN7L3B	ENSG00000253719
TREX2	ENSG00000183479
TRAT1	ENSG00000163519
ASB7	ENSG00000183475
RETNLB	ENSG00000163515
ANKZF1	ENSG00000163516
HDAC11	ENSG00000163517
CWC22	ENSG00000163510
FLJ40288	ENSG00000183470
AZI2	ENSG00000163512
TGFBR2	ENSG00000163513
SERF1B	ENSG00000205572
SMN2	ENSG00000205571
PRAMEF10	ENSG00000187545
UQCR11	ENSG00000127540
MGST3	ENSG00000143198
MIR4257	ENSG00000264553
ABHD11	ENSG00000106077
NAV2-AS2	ENSG00000254453
ZNF436	ENSG00000125945
HNRNPR	ENSG00000125944
MAEA	ENSG00000090316
HIST1H3C	ENSG00000278272
MIR6816	ENSG00000278278
COBL	ENSG00000106078
LOC105371789	ENSG00000267638
MGST1	ENSG00000008394
NDUFA10	ENSG00000130414
STK33	ENSG00000130413
PTGER3	ENSG00000050628
FMC1	ENSG00000164898
FASTK	ENSG00000164896
TMUB1	ENSG00000164897
SLC7A13	ENSG00000164893
PHKA2	ENSG00000044446
XAGE2	ENSG00000155622
C9orf85	ENSG00000155621
TSKU	ENSG00000182704
IGIP	ENSG00000182700
PIK3AP1	ENSG00000155629
KIF24	ENSG00000186638
DPF1	ENSG00000011332
ARAP1	ENSG00000186635
SLC26A5	ENSG00000170615
FAM71B	ENSG00000170613
FAT4	ENSG00000196159
S100A4	ENSG00000196154
PLEKHG4	ENSG00000196155
KRTAP4-3	ENSG00000196156
ZNF250	ENSG00000196150
WDSUB1	ENSG00000196151
COMMD5	ENSG00000170619
RAC2	ENSG00000128340
LIF	ENSG00000128342
C22orf23	ENSG00000128346
PLXDC2	ENSG00000120594
OR10P1	ENSG00000175398
ZNF25	ENSG00000175395
EIF3F	ENSG00000175390
GTSE1-AS1	ENSG00000277232
LOC102724323	ENSG00000231964
NUP62CL	ENSG00000198088
SFI1	ENSG00000198089
CRISP3	ENSG00000096006
UBAC2	ENSG00000134882
CD2AP	ENSG00000198087
ZBTB14	ENSG00000198081
ARGLU1	ENSG00000134884
KRTAP9-9	ENSG00000198083
LOC101928008	ENSG00000255476
LOC101929549	ENSG00000255474
SPRN	ENSG00000203772
MYL4	ENSG00000198336
HYLS1	ENSG00000198331
PCDHGB5	ENSG00000276547
NBEAL2	ENSG00000160796
CCR5	ENSG00000160791
LINC00535	ENSG00000246662
CCDC12	ENSG00000160799
HDHD2	ENSG00000167220
LOC101928002	ENSG00000247131
ZNF26	ENSG00000198393
SLC6A10P	ENSG00000214617
MIR6789	ENSG00000104886
MTRNR2L5	ENSG00000249860
CCDC57	ENSG00000176155
GPX2	ENSG00000176153
LGSN	ENSG00000146166
OTC	ENSG00000036473
TRIM21	ENSG00000132109
CSNK1G2	ENSG00000133275
REXO4	ENSG00000148300
SERPINA5	ENSG00000188488
KCNMB2	ENSG00000275163
GTF3C5	ENSG00000148308
HOOK2	ENSG00000095066
MIR6814	ENSG00000275166
STX6	ENSG00000135823
GLUL	ENSG00000135821
RGS8	ENSG00000135824
DHX9	ENSG00000135829
RNASEL	ENSG00000135828
LMX1A	ENSG00000162761
WDR86-AS1	ENSG00000243836
DIS3	ENSG00000083520
LOC100507210	ENSG00000243832
LINC01019	ENSG00000248118
LOC105379051	ENSG00000248112
LOC101060498	ENSG00000249241
TMEM150C	ENSG00000249242
PCBD1	ENSG00000166228
MIR4516	ENSG00000265867
PTPRG-AS1	ENSG00000241472
MIR4495	ENSG00000265861
A1BG-AS1	ENSG00000268895
PLCE1-AS1	ENSG00000268894
LOC105374205	ENSG00000241479
DMRT2	ENSG00000173253
GPR151	ENSG00000173250
ZNF483	ENSG00000173258
CACYBP	ENSG00000116161
LINC01467	ENSG00000258977
LOC105370646	ENSG00000258979
TMEM56-RWDD3	ENSG00000271092
AQR	ENSG00000021776
PCDHB16	ENSG00000272674
CTAGE6	ENSG00000271321
POLN	ENSG00000130997
C9orf172	ENSG00000232434
MKS1	ENSG00000011143
SH3PXD2B	ENSG00000174705
LOC100289656	ENSG00000232431
LOC102724053	ENSG00000234777
C11orf94	ENSG00000234776
NENF	ENSG00000117691
ST8SIA4	ENSG00000113532
NSL1	ENSG00000117697
ADAMTS16	ENSG00000145536
MIR4803	ENSG00000264099
KRT8P41	ENSG00000213538
LOC101928504	ENSG00000273783
MIR4666B	ENSG00000264090
ITPKC	ENSG00000086544
RBMS2	ENSG00000076067
ENGASE	ENSG00000167280
CEACAM6	ENSG00000086548
ATP5L	ENSG00000167283
LINC01527	ENSG00000224308
LOC101929331	ENSG00000224307
LOC105378328	ENSG00000224301
SNORD62A	ENSG00000235284
SMIM2-IT1	ENSG00000235285
SOX30	ENSG00000039600
SERPINA3	ENSG00000273259
FGF18	ENSG00000156427
RAB11B-AS1	ENSG00000269386
ALOX5	ENSG00000012779
F13B	ENSG00000143278
SORCS3	ENSG00000156395
SFXN2	ENSG00000156398
TBC1D3F	ENSG00000275954
GPKOW	ENSG00000068394
VSIG10	ENSG00000176834
ANKRD62	ENSG00000181626
SLX1B	ENSG00000181625
UPK2	ENSG00000110375
GNL2	ENSG00000134697
MEI4	ENSG00000269964
CDCA8	ENSG00000134690
NPNT	ENSG00000168743
LINC01430	ENSG00000168746
AGO4	ENSG00000134698
MIR548S	ENSG00000265056
MIR4765	ENSG00000265057
LOC101927727	ENSG00000262003
DUSP3	ENSG00000108861
GRXCR1	ENSG00000215203
LOC105374344	ENSG00000251652
GALM	ENSG00000143891
VASH1	ENSG00000071246
RPS6KA2	ENSG00000071242
ING3	ENSG00000071243
PRB1	ENSG00000251655
MPP6	ENSG00000105926
ATP6V0A4	ENSG00000105929
DFNA5	ENSG00000105928
RIN2	ENSG00000132669
POLR3F	ENSG00000132664
ARHGAP26-AS1	ENSG00000226272
NXT1	ENSG00000132661
MIR3908	ENSG00000266655
YLPM1	ENSG00000119596
MIR5579	ENSG00000266570
DCAF4	ENSG00000119599
LPAR6	ENSG00000139679
ITPRIP	ENSG00000148841
PPRC1	ENSG00000148840
PDCD11	ENSG00000148843
CNNM2	ENSG00000148842
OR2T27	ENSG00000187701
ADAM12	ENSG00000148848
HNRNPA1L2	ENSG00000139675
BICDL1	ENSG00000135127
P2RX4	ENSG00000135124
LRRC53	ENSG00000162621
LRRIQ3	ENSG00000162620
TYW3	ENSG00000162623
ZDHHC9	ENSG00000188706
ZBED6CL	ENSG00000188707
LOC100129931	ENSG00000245748
SHC4	ENSG00000185634
PRSS37	ENSG00000165076
TMEM71	ENSG00000165071
PBX1	ENSG00000185630
NDUFA4L2	ENSG00000185633
MAMDC2	ENSG00000165072
CPA6	ENSG00000165078
MROH8	ENSG00000101353
TM4SF4	ENSG00000169903
TPST1	ENSG00000169902
TOR1AIP2	ENSG00000169905
S100G	ENSG00000169906
TM4SF1	ENSG00000169908
LRRC37A11P	ENSG00000214553
RCOR1	ENSG00000089902
PLD5	ENSG00000180287
PRPH2	ENSG00000112619
LOC101928877	ENSG00000250754
LOC100294362	ENSG00000263069
PTPRK	ENSG00000152894
LAD1	ENSG00000159166
LOC101929552	ENSG00000263063
RNA5-8S5	ENSG00000277739
GSTCD	ENSG00000138780
INTS12	ENSG00000138785
ZC3H3	ENSG00000014164
LOC101928886	ENSG00000267522
SENCR	ENSG00000254703
FLCN	ENSG00000154803
STRN3	ENSG00000196792
ZNF239	ENSG00000196793
CAGE1	ENSG00000164304
CASP3	ENSG00000164305
PRIMPOL	ENSG00000164306
ERAP1	ENSG00000164307
SERINC5	ENSG00000164300
ENPP6	ENSG00000164303
ERAP2	ENSG00000164308
CMYA5	ENSG00000164309
RANGAP1	ENSG00000100401
ZC3H7B	ENSG00000100403
GDAP1	ENSG00000104381
KRTAP3-3	ENSG00000212899
RAB2A	ENSG00000104388
LOC107986277	ENSG00000282904
HS3ST3B1	ENSG00000125430
SLC25A35	ENSG00000125434
LIME1	ENSG00000203896
SPATA42	ENSG00000203897
SKA2	ENSG00000182628
PLCB1	ENSG00000182621
SNORD105	ENSG00000209645
BBS1	ENSG00000256349
ABCC6P1	ENSG00000256340
LOC101927464	ENSG00000256342
NPIPA2	ENSG00000254852
LOC102724301	ENSG00000254854
CACNA2D2	ENSG00000007402
MPV17L2	ENSG00000254858
NOVA2	ENSG00000104967
AES	ENSG00000104964
PTOV1	ENSG00000104960
SGTA	ENSG00000104969
TXNDC5	ENSG00000239264
CLRN1-AS1	ENSG00000239265
TXNDC12-AS1	ENSG00000228369
ANKMY2	ENSG00000106524
MED7	ENSG00000155868
ACTR3C	ENSG00000106526
RPS20	ENSG00000008988
OR56B4	ENSG00000180919
CMTR2	ENSG00000180917
OXTR	ENSG00000180914
TTTY11	ENSG00000180910
MIR4523	ENSG00000160551
NDP	ENSG00000124479
NCOR1P1	ENSG00000240108
TMEM56	ENSG00000152078
CCDC74B	ENSG00000152076
PCSK9	ENSG00000169174
LOC101929504	ENSG00000261039
LTC4S	ENSG00000213316
BRPF1	ENSG00000156983
NSUN2	ENSG00000037474
PSMD5	ENSG00000095261
MIR217	ENSG00000207548
MIR521-2	ENSG00000207549
TSFM	ENSG00000123297
MIR548C	ENSG00000207546
MIR25	ENSG00000207547
TMEM101	ENSG00000091947
PAQR5	ENSG00000137819
XK	ENSG00000047597
CHAC1	ENSG00000128965
MIR6090	ENSG00000276176
MIR2682	ENSG00000225206
