gene_symbol	B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells
LAIR2	0.279876	0.452249	0.412553	0.123442	0.159954	0.126588	0.05527	0.65416	0.614201	2.347908	0.547439	0.344342	0.363306	0.85191	0.255305	0.920517	1.190514	1.641573	1.889083	2.155847	0.163566
LAMB1	0.04731	0.024862	0.122155	0.00055	2.013807	1.145038	2.016788	0.174783	0.016721	0.024862	0.04849	0.058401	0.119569	0.105696	1.820311	0.048096	0.009237	0.087063	0.0	0.025052	2.553468
LAMB2	0.08047	0.472257	0.387715	0.0	1.931776	0.955895	2.520405	0.462746	0.254531	0.057412	0.087923	0.155009	0.337674	0.401705	1.913451	0.138215	0.093849	0.094161	0.173612	0.174926	1.711183
LAMP3	0.292549	0.147632	2.058727	0.568702	0.022892	1.00228	0.989365	0.717283	0.592055	0.321255	0.46167	1.638292	0.380049	0.394442	0.032387	0.561083	0.780849	0.255139	0.0	0.771066	1.863116
LANCL3	0.032098	0.223081	0.018176	0.0	0.034055	0.230297	0.137104	0.073258	0.064503	0.331777	0.0256	0.007933	2.238847	0.007296	0.032424	0.036997	0.023982	0.112076	0.061488	0.025277	0.051163
LAX1	1.27184	0.420622	0.115277	0.067756	0.014428	0.066543	0.145828	0.130281	0.246679	1.55129	0.248899	2.316348	0.377418	0.305156	0.181171	1.518856	1.575262	1.561929	1.765854	1.68737	0.04926
LDB2	0.021115	0.131365	0.034482	0.151193	1.190003	0.004176	2.430567	0.058684	0.038849	0.550176	0.089544	0.099325	0.378604	0.311272	2.266237	0.033446	0.012599	0.111696	0.077681	0.028491	2.557776
LEAP2	1.623794	1.300334	0.727072	0.553852	0.301373	0.98874	0.810071	0.696007	0.975046	1.372457	0.55302	0.980519	0.947768	0.800385	0.768823	1.534498	2.140974	1.585078	1.79046	2.120066	0.317024
LEF1	0.640533	0.409916	0.149201	0.416541	0.073865	0.137362	0.154229	0.11119	0.282303	0.537543	0.462342	0.280367	0.945749	0.313482	0.090666	2.261387	1.932868	1.746065	0.221138	1.754714	0.0
LEP	0.098761	0.080348	0.096413	0.133376	0.127332	0.059755	0.021971	0.111766	0.153914	0.100408	0.350788	0.123	0.265427	0.321799	2.611016	0.12156	0.141158	0.152189	0.07827	0.281354	0.002558
LEPROTL1	1.073958	1.596369	1.666995	1.69544	1.561723	1.639253	1.624384	1.804876	1.68576	2.064035	1.738158	0.99758	1.111618	0.0	1.332095	2.402553	2.53771	2.475351	1.965982	2.399487	1.75339
LGALS12	0.064115	0.309422	0.126988	2.519905	0.043414	0.019169	0.035281	0.094758	0.501538	0.042008	0.961871	0.169455	1.621379	0.566882	1.537026	0.240549	0.091838	0.099443	0.03836	0.134784	0.040603
LGALS2	0.2969	0.367191	1.218841	0.0	0.145213	0.131746	0.351712	0.819966	2.122418	0.086944	0.3287	0.24535	1.167374	0.579752	0.345551	0.487218	0.235492	0.39927	0.078261	0.250115	0.104449
LGR6	0.29452	0.459834	0.344021	0.236174	0.10688	0.715059	0.248124	0.27384	0.295384	1.599014	0.629173	0.707535	0.955555	1.24137	0.12677	0.835932	0.42328	1.908544	0.123448	0.595948	0.0
LILRA1	0.224115	0.338215	0.750855	0.958431	0.11065	0.136838	0.119043	0.495725	2.258421	0.196287	1.89356	0.184803	0.583664	0.484737	0.141312	0.376399	0.174751	0.265613	0.107567	0.16929	0.131036
LILRA3	0.363245	0.415738	1.72292	0.283554	0.167816	0.1922	0.24892	1.276482	2.378298	0.248092	2.080615	0.481289	0.739266	0.539669	0.164244	0.602723	0.307244	0.409056	0.103406	0.3355	0.143348
LILRB1	1.298069	0.374756	2.148914	0.444561	0.072445	0.038396	0.088029	2.051621	2.46708	0.691538	1.313819	0.885339	0.705858	0.35444	0.4133	0.559226	0.258211	0.861181	0.464731	0.154347	0.047487
LILRB2	0.274099	0.379672	1.360445	1.517724	0.0	0.003708	0.030538	1.313214	2.521904	0.173499	2.411878	0.157001	0.389576	0.148672	0.401942	0.36711	0.093413	0.334905	0.029182	0.008493	0.008493
LIME1	1.020733	0.598057	0.742712	0.129676	0.635416	0.523434	0.839861	0.529672	0.811681	1.026751	0.700484	2.12453	0.6458	1.202323	0.463055	2.279255	1.977788	2.180538	1.626079	1.985756	0.500892
LINS	1.143539	0.68291	0.742385	0.659805	0.447876	0.905998	0.538241	1.069799	0.768333	1.393361	0.6606	0.698911	0.573199	0.176039	0.775656	2.156441	2.252753	1.90316	1.798648	1.569864	0.484407
LOC100127972	0.988355	0.636074	0.466458	0.537431	0.333189	0.134266	0.630508	0.509421	0.918373	1.326595	0.604669	0.288637	0.278847	0.506457	0.40639	2.186963	1.580554	1.554701	0.827327	1.3058	0.770071
LOC100130458	2.115594	0.306531	0.222681	0.073851	0.10966	0.146723	0.124197	0.141311	0.16804	0.075741	0.161569	0.440503	0.529542	0.253198	0.080952	0.206835	0.143277	0.141802	0.095724	0.135914	0.118853
LOC100130938	0.011857	0.213561	0.085331	0.002361	0.402975	0.485842	0.140202	0.068835	0.223143	0.0	0.17402	0.119832	2.511183	0.332117	0.24909	0.084487	0.048174	0.082239	0.044356	0.039736	0.152864
LOC100131096	1.791604	0.845292	0.697987	1.025829	0.0	0.24636	0.477916	0.81038	0.693454	1.322447	1.251689	0.156645	0.842957	0.557938	0.494531	1.72009	1.642181	1.972191	0.722998	1.950766	0.180724
LOC100131541	1.046213	0.473627	0.386525	0.026764	0.180484	0.146471	1.428314	0.898578	0.807213	0.642111	1.168471	0.087498	0.556481	0.189436	1.818846	1.307232	1.652285	1.650813	0.105707	2.290093	0.012878
LOC100131662	0.330277	0.379402	0.524638	0.446098	0.283101	0.22433	0.508845	0.376319	0.515158	0.337924	0.523057	0.758404	0.527802	1.126646	0.189973	1.473124	1.820542	1.007911	1.131855	0.683277	0.240841
LOC100132741	0.302388	0.582843	0.117495	0.106573	0.053454	0.095339	0.0	0.265841	0.165552	0.371248	0.242139	0.681022	0.382047	0.536088	0.991245	1.231517	1.193646	0.616989	0.151508	2.28737	0.00871
LOC100132891	0.097015	0.133598	2.161888	0.077286	1.9523	0.045377	0.058663	1.251648	0.368707	0.193736	0.083835	0.002898	1.902737	0.159509	0.845852	0.134049	0.19888	0.388707	1.185369	0.167773	0.0
LOC100132999	2.462376	1.486036	1.146612	1.465655	0.42011	0.763678	0.863834	1.066949	1.524627	2.150854	1.641401	0.889073	1.830735	0.0	1.047305	2.274217	2.300909	2.62565	1.727209	2.390928	0.492914
LOC100233209	0.722508	0.219121	0.231669	0.457108	0.096747	0.09768	0.138051	0.411463	0.357313	1.757888	0.830418	0.419543	0.332473	0.195103	0.0	1.853446	1.486255	2.005806	0.419543	0.44184	0.114527
LOC100287387	0.072387	0.032464	0.04101	0.031247	2.151659	0.069884	0.040194	0.045918	0.034087	0.0	0.050843	0.032869	0.079501	0.056198	0.376329	0.0529	0.031247	0.045918	0.019142	0.072387	0.05496
LOC100287482	0.557301	0.896846	0.215741	1.218755	0.310317	0.68998	0.429305	0.223138	0.227132	2.084709	0.176904	0.507553	0.702273	0.139328	0.0	0.764468	0.87082	1.349389	0.857163	0.342525	0.2885
LOC100287814	0.376842	0.369528	0.373705	0.500355	0.313758	0.33119	0.357553	0.398376	0.369528	0.311715	0.413178	2.31419	0.605368	1.18717	0.216009	0.391004	0.389953	0.349255	0.307124	0.461826	0.289345
LOC100288617	1.061023	0.512095	2.170006	0.739569	0.214925	0.165018	1.00031	1.842144	2.377535	0.259353	2.000195	0.372519	0.328001	0.427724	0.176266	0.456245	0.25003	0.328001	0.107414	0.381806	0.645676
LOC100288656	0.387581	0.431878	0.264063	0.262631	0.194023	0.245503	0.315348	0.236267	0.274106	0.20102	0.212251	0.271233	0.520741	0.470657	0.096549	1.697445	2.063687	1.503487	0.297189	1.85558	0.274106
LOC100288985	0.03925	0.047073	0.030661	0.074367	2.172253	0.049319	1.395846	0.0	0.009928	0.010738	0.09385	0.035084	0.091505	0.082176	0.578444	0.016154	0.114287	0.068907	0.96596	0.129939	2.340664
LOC100289026	0.143939	0.089076	0.092111	2.510781	0.183819	0.03712	0.650462	0.082281	0.112299	0.21767	0.208147	0.395415	0.157802	0.608627	0.820875	0.119284	0.080275	0.273609	0.756524	0.061661	0.138913
LOC100289058	0.988473	0.2239	0.180953	0.054371	0.009225	0.254452	1.232346	0.070682	0.144174	0.146354	0.150175	0.250471	0.307906	0.253314	0.830527	0.53357	0.684785	0.623738	0.011794	2.217682	0.141996
LOC100289090	0.965887	0.311269	0.395091	0.227859	0.230779	0.334083	0.223969	0.474165	0.474165	0.651696	0.71428	0.599193	0.911641	1.919434	0.0	1.33643	1.34584	2.131493	1.037448	2.097723	0.274787
LOC100292909	0.501123	0.099588	0.106734	0.006682	0.304292	0.323884	2.143143	0.084069	0.105839	0.060861	0.086719	0.160888	0.234569	0.165056	1.144677	0.336035	0.443305	0.849449	0.0	0.226872	0.0626
LOC100505501	0.654059	1.705734	0.259116	0.206801	0.708986	0.120816	0.224282	0.161554	0.182393	2.284013	0.276074	0.404382	1.593759	0.919261	0.119458	0.95876	1.001935	1.173108	1.400195	1.561772	0.246424
LOC100505592	0.197404	0.136827	0.527508	0.159681	0.640912	0.152442	0.56674	2.159621	0.261893	0.138624	0.239398	0.267546	0.693627	0.475908	0.27132	0.26566	0.179083	0.246252	0.193729	0.297883	0.527508
LOC100505728	1.853487	1.92432	0.533435	1.031403	0.925942	1.108378	0.835237	0.480527	0.765231	1.636438	1.14832	0.412507	0.261417	0.28674	0.172542	1.187526	2.052714	1.579697	1.147292	1.966467	0.514525
LOC100505895	0.063209	0.285346	0.114024	0.0	1.154001	0.211169	0.467941	0.089484	0.121523	0.029291	0.070075	0.076986	2.33977	0.087148	1.462323	0.092998	0.065778	0.160695	0.071223	0.077853	0.449713
LOC100506051	0.418785	0.378123	0.364547	1.137356	0.384074	0.387233	0.294302	0.424876	0.368017	0.50443	0.491744	0.378822	0.375329	2.409295	0.324468	0.485431	0.442909	0.462218	0.380571	0.309984	0.480988
LOC100506216	0.165215	0.086907	0.224285	0.224285	0.134948	0.13004	0.0	0.219206	0.209077	0.190817	0.331829	0.592828	0.363028	2.125955	0.026848	0.211606	0.194584	0.2281	0.136791	0.12392	0.131266
LOC100506266	0.644393	0.35477	0.550389	0.0	0.447145	0.306532	0.118523	0.293015	0.239661	0.614864	0.298697	0.185415	0.188131	0.04087	0.070944	1.032387	1.970853	1.211135	1.310026	0.726381	0.739555
LOC100506621	0.029517	0.030856	0.053015	0.157789	2.123903	0.217342	0.739295	0.055795	0.043889	0.036071	0.087867	0.069158	0.075579	0.142224	2.645655	0.027514	0.026183	0.071648	0.079712	0.032365	0.265939
LOC100506718	0.051314	0.033546	0.053994	0.234281	0.569128	1.243703	2.391873	0.229903	0.11478	0.032759	0.035388	0.047841	0.154404	0.147657	1.127157	0.065056	0.022834	0.072681	0.0	0.104875	1.945139
LOC100506844	0.746956	2.509976	0.233514	0.159032	0.967493	0.222382	1.130444	0.270473	0.309248	0.831857	0.560365	0.678677	0.16869	0.0	0.644144	0.854524	0.843172	0.70506	1.30014	0.737865	0.732136
LOC100506979	0.145232	0.424825	0.196353	0.039105	0.154273	0.583237	0.175129	0.142235	0.287435	0.114392	1.461974	0.550279	2.556602	0.146233	0.152006	0.0	0.073117	0.092239	0.085352	0.047496	0.12761
LOC100507025	0.409547	0.242345	0.30911	0.094134	0.232864	0.648516	0.050915	0.227476	0.292131	0.258199	0.700797	0.705355	2.577898	0.307688	0.081195	0.127904	0.194021	0.229898	0.19612	0.126663	0.028729
LOC100507039	0.053798	0.190986	0.045661	0.022542	0.019328	0.031366	0.075216	0.045061	0.169906	0.506588	0.069049	0.0	2.239325	0.027532	0.023128	0.592289	1.153396	0.169569	0.994369	0.24385	0.006875
LOC100507192	1.780104	0.975835	0.147897	0.452668	0.487547	0.267131	0.187495	0.296778	0.231168	0.637025	0.285405	0.799259	1.012745	0.666876	0.0	2.267873	2.307016	1.553393	1.331152	2.183398	0.151846
LOC100507273	0.806077	0.898614	0.191106	0.976643	0.245574	0.323122	0.4401	0.360756	0.333621	0.376061	0.556402	0.309947	1.012293	0.210997	1.249425	1.387737	1.349983	1.143508	0.390522	2.395005	0.134592
LOC100507307	0.195075	0.063102	0.493667	0.079527	0.05778	0.120541	0.0	0.202345	0.262655	0.097558	0.451712	0.774002	0.612305	0.663829	0.037009	1.088911	1.573258	0.670335	0.355434	2.442955	0.033166
LOC100507397	0.222711	0.235088	0.053145	0.183714	0.01133	0.536489	0.038943	0.056607	0.143674	0.178141	0.254277	0.008384	0.91722	0.09162	0.170734	1.331276	2.146423	1.448779	0.248021	2.210154	0.0
LOC100507486	1.085929	1.131613	0.572306	0.619151	0.834328	0.713166	0.637567	0.763867	0.520344	1.604114	0.144554	0.272074	0.519221	0.0	1.40578	1.237109	1.737978	1.131613	0.260487	0.590528	0.675791
LOC100507492	0.48076	0.487252	0.544725	1.461867	0.448463	0.404422	0.410075	0.57563	0.63517	0.498099	0.870261	0.677373	1.295468	1.672719	0.280246	2.207107	2.182205	1.338775	0.487252	1.1752	0.400188
LOC100507525	0.026433	0.082022	0.081298	0.031579	0.018396	0.068045	0.040148	0.0963	0.207009	0.046275	0.126144	0.045933	2.580216	0.067868	0.0	0.049018	0.073743	0.072135	0.007918	0.038458	0.0197
LOC144571	0.165187	0.782228	0.207943	0.418972	0.086404	0.0	0.565217	0.314853	0.333464	1.225772	0.408043	0.154214	0.682928	0.48563	1.736725	1.498371	0.771977	2.235979	0.241572	1.05344	0.472863
LOC145474	1.955536	0.689728	0.459765	0.366562	0.139679	0.276196	0.190624	0.279066	0.889872	0.825058	1.481395	0.044226	0.273331	0.091909	0.44371	0.438554	0.640774	0.757495	0.206697	2.202097	0.023812
LOC145820	0.16477	0.221884	0.225574	0.67011	0.153544	0.1807	0.738461	0.273068	0.243591	0.298583	0.361712	0.307885	0.385981	2.123502	0.663172	0.169895	0.260155	0.238276	0.11228	0.224519	0.640578
LOC256021	0.476348	0.039934	0.215352	0.286834	0.021673	0.188067	0.065275	0.077539	0.29867	0.471897	0.249359	0.03052	0.150556	0.269777	0.049397	0.522549	1.259174	0.857469	0.099055	2.090809	0.056261
LOC282980	0.170611	0.176029	0.202471	2.130593	0.133635	0.12223	0.077888	0.194677	0.201552	0.19422	0.223278	0.33856	0.4611	0.328676	0.110044	0.191935	0.162519	0.309547	0.176029	0.159382	0.109611
LOC283027	0.181678	0.156978	0.051026	2.485964	0.068125	0.067704	0.063499	0.058693	0.109934	0.291629	0.243659	0.111714	0.057444	0.032313	0.004985	0.171627	0.080673	0.247239	0.130863	0.120447	0.082605
LOC283050	0.030903	0.070908	1.581783	0.19595	0.275938	0.099958	0.111007	2.254054	0.675664	0.10824	0.187392	0.039498	0.073089	0.154548	0.102716	0.088408	0.125997	0.06492	0.029295	0.109347	0.104924
LOC283663	2.525595	0.493124	0.391522	0.209631	0.139411	0.14519	0.368597	0.356465	0.526592	0.204	0.30859	0.249501	1.200857	0.361765	0.236241	0.471984	0.28066	0.375069	0.12252	0.607373	0.160921
LOC285965	0.492345	0.891298	0.584906	0.206868	0.12205	0.318147	0.444727	0.567842	1.073939	0.420439	0.948336	0.513068	1.021424	0.721955	0.0	1.636231	0.986181	1.12544	0.359576	0.819704	0.082589
LOC285972	0.456778	0.209338	0.202614	0.121472	0.04573	0.014101	0.07532	0.582349	0.213382	1.985374	0.084216	0.694759	0.159372	0.098272	0.0	0.173254	0.12212	0.141649	0.803655	0.053245	0.028303
LOC338620	0.482487	0.181414	0.305434	0.086095	1.11152	0.773308	0.586662	0.287247	0.335636	0.75	0.086631	0.086095	0.349971	0.0	0.586012	0.495076	1.020125	0.851897	0.067416	2.153559	0.821788
LOC339978	0.309785	0.336314	0.442219	0.44329	0.378237	0.358997	0.292097	0.479975	0.417173	0.392898	0.607858	0.59141	0.535409	2.233465	0.177812	0.369378	0.42195	0.385033	0.439543	0.380849	0.358479
LOC375295	0.000294	0.021961	0.095879	0.211404	1.712271	0.174585	2.430863	0.077013	0.060871	0.032484	0.097146	0.07296	0.1961	0.329881	1.037823	0.058097	0.0	0.056251	0.030071	0.02226	2.19257
LOC387723	1.973267	1.459598	0.859893	0.0	1.24129	0.961457	1.083343	0.966996	0.985246	1.610075	0.332137	1.751758	0.871486	0.334131	1.153801	1.874241	2.001161	2.145436	1.027595	1.879911	0.712179
LOC387895	0.540277	0.268392	0.354191	0.180805	0.183058	0.16731	0.2972	0.291424	0.378829	0.893318	0.472663	0.907605	0.581774	0.684485	0.072921	0.862269	1.023167	1.642009	1.261042	0.614966	0.183058
LOC399959	0.003518	0.023403	0.02159	0.083028	2.501505	0.335331	0.157455	0.012196	0.013985	0.006661	0.013388	0.021188	0.043244	0.064907	1.77218	0.004499	0.0	0.051375	0.001952	0.002148	0.335608
LOC401097	0.042414	2.13265	0.030671	0.045672	0.30124	0.009877	0.037948	0.038353	0.089595	0.064148	0.050165	0.083294	0.074937	0.085391	0.538304	0.024237	0.03957	0.092123	0.001575	0.032285	0.007895
LOC439949	0.160251	1.468674	0.192392	0.332261	0.045802	0.340639	0.495404	0.137192	0.230027	1.77941	0.308337	0.296982	1.409016	0.591304	0.033561	2.211492	2.103902	1.950552	1.60914	1.994181	0.271892
LOC441179	0.043984	0.023608	0.061966	1.415157	0.021622	0.002274	2.281114	0.068132	0.064018	0.093096	0.078822	0.114977	0.183867	0.412883	0.120681	0.047694	0.050062	0.149556	0.00325	0.048708	2.067567
LOC441454	0.134067	0.062529	0.084484	2.250504	0.029256	0.03558	0.069692	0.039516	0.063461	0.105927	0.095633	0.046517	0.066883	0.107544	0.018808	0.162221	0.05943	0.202187	0.049883	0.073136	0.030458
LOC641298	0.209192	0.096384	0.057873	2.413034	0.048556	0.070032	0.041512	0.035967	0.110619	0.253661	0.16002	0.058859	0.038374	0.043692	0.002763	0.137299	0.079575	0.336041	0.093305	0.092537	0.02002
LOC641518	0.230488	0.577782	0.172139	0.749145	0.093573	0.153426	0.176647	0.148206	0.212186	0.128898	0.340121	0.23508	1.366885	0.547548	0.0	2.070954	1.67985	1.572274	0.083349	1.237642	0.024177
LOC643714	0.302035	0.38451	0.45475	0.316338	0.364522	0.363999	0.2572	0.44823	0.431466	0.366094	0.53603	0.567678	0.381343	2.177906	0.26569	0.373443	0.378179	0.318389	0.302035	0.325068	0.339005
LOC727820	1.609684	0.982695	0.503618	1.855358	0.147081	0.323907	0.274132	0.715055	0.909755	1.900054	1.386759	0.604587	0.795827	0.307781	1.251587	1.856668	1.507019	2.071534	1.11547	1.215277	0.0
LOC728855	1.795243	1.269395	0.735413	1.915446	0.128051	0.710129	0.544466	0.8773	1.174936	2.551836	1.609395	0.9526	1.359641	0.0	0.761456	2.105202	2.189962	2.599697	1.689514	1.77951	0.210052
LOC729799	0.825904	1.077768	0.273052	0.149132	0.206837	0.361265	0.295898	0.343398	0.3477	1.073984	0.227349	0.529736	0.789092	0.34217	0.798261	0.731083	1.1334	0.971592	0.0	2.174043	0.157703
LOC730101	0.256363	0.800826	0.632361	0.209759	1.371115	0.076045	0.550501	0.178791	0.082369	0.268856	0.174398	2.218288	0.300349	0.580091	0.465177	0.0	0.109977	0.028144	0.147663	0.047284	0.788048
LOX	0.018547	0.159489	0.047662	0.158138	2.599697	0.143175	1.098604	0.026255	0.033846	0.020083	0.053657	0.034629	0.210256	0.149624	1.019981	0.032088	0.01339	0.062734	0.0	0.042502	1.328364
LOXL1	0.059758	0.227318	0.081754	0.0	2.611301	0.48749	0.335959	0.059193	0.075762	0.053377	0.363919	0.080785	0.106584	0.20996	1.324212	0.133623	0.220747	0.181302	0.484723	0.289236	0.303239
LPAR4	0.114188	0.348119	0.102633	0.114937	0.129621	0.07982	0.112691	0.133412	0.10933	0.073996	0.132273	0.109703	2.224208	0.104118	0.157527	0.121695	0.091913	0.103004	0.149827	0.176956	0.053464
LPL	0.098681	0.109558	1.287781	0.088121	0.004447	0.054023	0.047338	1.679378	0.44696	0.028478	0.083896	0.147103	0.17337	0.26327	2.746929	0.056501	0.03569	0.049267	0.0	0.02626	0.003291
LRCH2	0.06579	0.429014	0.069306	0.113434	1.170802	0.067351	2.173669	0.049889	0.063061	0.07048	0.07794	0.055684	0.136231	0.0	1.115249	0.073616	0.034561	0.09179	0.045271	0.054136	2.139531
LRFN5	0.076862	0.044717	0.071843	2.202954	0.184545	0.0	0.014039	0.076405	0.089241	0.075036	0.196184	0.217697	0.054614	0.473061	0.544811	0.015802	0.057324	0.139604	0.049658	0.025977	0.027309
LRP12	0.0	0.768946	2.184116	0.35126	1.991502	1.183731	0.326233	1.679097	0.700968	0.619339	0.094721	0.155603	1.073502	0.171622	0.540654	0.135669	0.209245	0.151962	0.888622	0.055195	0.612037
LRRK2	0.992632	0.127134	0.513618	1.080759	0.30181	0.137671	0.098394	0.608047	1.380033	0.095082	2.573253	0.343492	0.36162	0.203948	0.95741	0.196384	0.063245	0.146459	0.0	0.015896	0.013491
LRRN1	0.371881	0.389942	0.070481	1.231062	0.148375	0.320897	0.06905	0.032785	0.076222	0.284254	0.483853	2.199524	0.055186	0.033826	0.0	0.065836	0.060854	0.218162	0.013542	0.026908	0.083798
LRRN3	0.130914	0.116687	0.163946	0.196836	0.616391	0.05633	0.0	0.197227	0.207019	0.314064	0.37088	0.127158	1.234249	0.459216	1.842667	2.354454	2.337931	1.781336	1.970259	0.65688	0.032125
LTB	1.692718	0.769106	0.564041	1.756823	0.029166	0.038786	0.571149	0.422861	0.797796	1.256809	1.952295	0.542796	1.251998	0.810329	0.212564	2.155202	2.222285	1.749335	1.861819	2.042438	0.481486
LUM	0.010285	0.093279	0.034863	0.152628	2.667824	0.076955	0.119548	0.064681	0.036701	0.040541	0.010151	0.031348	0.031348	0.073594	2.629963	0.002481	0.0	0.046866	0.001043	0.005902	0.013905
LY86	2.35132	0.937772	1.712708	0.568999	0.140979	0.198109	0.0003	2.184599	2.385096	0.453694	0.709681	1.185419	1.187353	0.843484	0.569797	0.589403	0.460936	0.545592	0.201148	0.253906	0.136734
LYVE1	0.022575	0.076471	0.081167	0.039829	0.02481	0.016638	2.267388	0.133802	0.08169	0.037311	0.218876	0.175957	0.107603	0.507674	2.11498	0.016885	0.030043	0.025804	0.0	0.024561	2.533748
LYZ	0.356709	1.489738	2.174949	1.827759	0.0	0.007606	0.075902	2.363614	2.719041	0.620813	2.181566	0.467628	0.829853	0.12956	1.132933	0.910501	0.58288	0.915695	0.011961	0.184637	0.009924
MAD2L1	0.471909	1.1547	0.124739	0.156884	1.113587	0.791399	0.441525	0.343886	0.056535	0.972392	0.0	0.600083	0.105132	0.02609	0.107437	0.56225	0.885266	0.569079	2.558949	0.524755	1.052689
MAF	0.045189	0.181517	0.684296	0.0	0.186566	0.719161	0.692139	0.56813	0.316561	0.527762	0.11093	0.189097	0.310042	0.087542	0.755793	0.811955	0.863133	0.631316	0.59335	0.856078	0.834582
MAFB	0.179381	0.835951	1.709449	0.252309	0.928841	1.866003	1.332815	2.306651	2.618609	0.417104	1.225879	0.504447	0.738626	0.702138	1.752908	0.637629	0.252602	0.428271	0.0	0.054473	1.086324
MAGEC1	0.245828	0.263031	0.268991	0.421341	0.231093	0.228157	0.305654	0.245237	0.263031	0.29237	0.30142	2.12995	0.320223	0.714532	0.116414	0.280953	0.260056	0.255304	0.185692	0.236976	0.196672
MAL	0.14798	0.284406	0.275788	0.104767	0.027718	0.156015	0.042933	0.180661	0.196441	0.155396	0.283409	0.493086	1.249269	0.511442	0.129583	2.061306	2.464582	1.409038	0.967586	2.593962	0.0
MAL2	0.017016	0.014	0.037067	0.101726	0.016483	2.582916	0.257055	0.038168	0.017194	0.043147	0.044815	0.109576	0.063047	0.074754	0.86354	0.005038	0.017194	0.014708	0.0	0.018797	0.002948
MAMDC2	0.03444	0.641822	0.034199	0.025328	0.479644	0.587548	0.433724	0.095696	0.032753	0.039035	0.040735	0.044877	0.075723	0.0552	2.377207	0.041951	0.018208	0.102191	0.0	0.041221	0.490531
MAN1C1	0.0	0.374241	1.236829	0.324912	1.126215	0.118041	1.519146	0.95263	0.777797	0.673088	0.226914	0.698349	0.665349	0.289006	1.836601	1.916827	2.28945	1.45038	0.676963	1.766347	0.491162
MARCO	0.294576	0.349982	0.995972	0.259717	0.212436	0.329533	0.492017	2.163197	1.410895	0.156307	0.36027	0.260541	0.702282	0.583367	0.780814	0.377079	0.200772	0.255602	0.162996	0.359411	0.123953
MEFV	0.218382	0.135444	0.238624	2.590608	0.214314	0.165379	0.109708	0.18856	0.501444	0.277991	0.73497	0.173498	0.201645	0.229288	0.110457	0.179291	0.123012	0.247744	0.244974	0.147487	0.180611
MFAP5	0.014496	0.007204	0.020866	0.006874	2.086062	0.940655	0.026112	0.130838	0.037255	0.002773	0.021035	0.042986	0.06497	0.189683	2.635213	0.010839	0.003754	0.045958	0.0	0.004574	0.009349
MGAM	0.066794	0.174059	0.130667	1.605347	0.040819	0.145187	0.04906	0.164481	0.67252	0.545937	2.593292	0.085747	0.154355	0.155213	0.056254	0.076505	0.060835	0.20585	0.0965	0.033963	0.026445
MGAT4A	0.591123	0.762577	1.346352	0.953319	0.0	0.218485	0.575444	1.149308	1.065845	1.870327	1.266063	0.427724	0.739274	0.232475	0.574971	1.89215	2.076497	2.295213	0.819095	1.805426	0.572131
MGC16075	0.637664	0.12063	0.114737	0.88247	0.124722	0.13065	0.077604	0.180708	0.16107	0.204847	0.264388	2.154698	0.135225	0.317703	0.0	0.091373	0.123811	0.16526	0.134767	0.113832	0.06045
MGC29506	1.182936	0.684382	0.20281	0.087345	0.101984	0.08047	0.160619	0.12597	0.273652	0.192284	0.169827	2.605318	0.328988	0.452855	0.124655	0.347739	0.246241	0.235125	0.919884	0.249391	0.062574
MGC40069	0.146042	0.220636	0.146861	0.167404	0.093304	0.128086	0.103776	0.140317	0.203067	0.158347	0.209748	0.198899	0.924375	0.356006	0.010906	1.557553	1.75396	1.046226	0.086879	1.965348	0.104583
MGP	0.082556	0.01909	0.016761	0.022868	0.227103	0.030674	1.039908	0.030126	0.019269	0.010711	0.068756	0.03931	0.085109	0.126069	2.136413	0.047119	0.073393	0.098203	0.0	0.188334	1.20594
MLC1	0.241231	2.210397	0.306948	0.131443	0.269382	0.215132	0.273599	0.222818	0.717829	1.705953	0.41942	0.256769	1.058647	0.892969	0.129156	0.471748	0.157312	0.711621	0.260367	0.202763	0.140611
MMP1	0.033614	0.05905	0.317908	0.020551	1.96943	1.077698	0.830487	0.319341	0.183301	0.028346	0.03641	0.026557	1.406085	0.043753	0.002729	0.09206	0.020822	0.029312	0.0	0.022045	1.603287
MMP12	0.012574	0.063388	2.291977	0.162699	0.352812	0.106215	0.0	1.096371	0.04978	0.086394	0.076071	0.069933	0.080644	0.44339	0.078126	0.092877	0.067671	0.031395	0.193276	0.012363	0.00689
MMP3	0.007377	0.015377	0.034068	0.016273	1.958562	0.373354	0.042212	0.051018	0.017887	0.022573	0.020947	0.016273	0.048196	0.046133	0.012521	0.001748	0.010033	0.003853	0.0	0.032597	0.005084
MMP7	0.197927	0.295431	0.847472	0.275327	0.032228	0.150269	0.275854	2.311916	0.504058	0.07756	0.105983	0.263755	0.263755	0.503488	0.184145	0.091238	0.146757	0.056228	0.0	0.075612	0.046597
