Symbol	MSC	Bronchial_Epithelial_cells	Fibroblasts	Endothelial_cells	Adipocytes	Keratinocytes	Schwann_cells	Smooth_muscle_cells	CD34+	Platelets	Monocytes_CD14+CD16-	Monocytes_CD16+CD14-	Macrophage	M1(IFNg)	M2(IL-4)	M(IFNa)	Dendritic_cells_(BDCA1+)	Dendritic_cells_(BDCA3+)	Dendritic_cells_(plasmacytoid+)	T_cells_(CD4+)	T_cells_(CD8+)	T_cells_(gamma-delta)	NK_cells	Neutrophils	Neutrophils_LPS	B_cells
BLNK	0.000718	0.059003	0.000819	0.000277	0.000808	0.13371	0.0	0.000556	0.125365	0.077713	0.006944	0.001885	0.123088	0.164737	0.025647	0.066855	0.103334	0.101943	1.0	0.004622	0.006454	0.00341	0.002131	0.002387	0.006439	0.722619
BMP2	0.026321	0.283035	0.045311	1.0	0.014834	0.331799	0.03734	0.065098	0.016084	0.006581	0.008152	0.006706	0.009037	0.004049	0.003581	0.015459	0.000924	0.002018	0.000142	0.0	0.007115	0.001705	0.061409	0.009957	0.006394	0.003112
BMP4	0.014007	0.024513	0.092489	1.0	0.0344	0.012771	0.0	0.044288	0.024513	0.018209	0.023315	0.02132	0.017153	0.014625	0.013884	0.014831	0.01308	0.010248	0.013904	0.013867	0.020734	0.014934	0.013853	0.011165	0.004429	0.017097
BMP6	0.049165	0.015764	0.174953	1.0	0.023913	0.011658	0.021133	0.17249	0.015006	0.925684	0.01593	0.01349	0.007512	0.009463	0.022852	0.025176	0.006257	0.00452	0.007931	0.007425	0.012907	0.006667	0.005025	0.038164	0.024008	0.018417
BMX	0.002956	0.008043	0.0	1.0	0.001444	0.006026	0.00071	0.003533	0.014275	0.002873	0.005809	0.003735	0.004043	0.017529	0.001993	0.002543	0.001169	0.00071	0.003185	0.004368	0.00745	0.002268	0.002589	0.09614	0.003231	0.00598
BOLA2	0.004454	0.003282	0.012744	0.011777	0.00451	0.004957	0.002724	0.002411	0.001608	0.002947	0.011237	0.010762	0.006236	0.005208	0.006163	0.00585	0.005627	0.005403	0.00518	0.000786	0.001943	0.020028	0.060777	0.0	0.861009	0.00345
BST1	0.414651	0.009957	0.487731	0.086836	0.016833	0.012091	0.110242	0.381935	0.160266	0.059317	1.0	0.352537	0.153433	0.239687	0.136131	0.18753	0.149004	0.0211	0.110479	0.00375	0.008097	0.007112	0.009839	0.951778	0.153983	0.0
BTBD11	0.022813	0.716705	0.016241	0.025323	0.143403	0.338528	0.003194	0.068703	0.199292	0.787978	0.170106	0.117893	0.074184	0.045305	0.0	0.009036	0.300263	0.011178	0.002415	0.372766	1.0	0.275629	0.168816	0.14021	0.001636	0.00777
BTBD18	0.0	0.027498	0.046908	0.025145	0.010244	0.040438	0.049065	0.03785	0.404919	0.583924	0.152856	0.143959	0.055731	0.069553	0.18278	0.014558	0.278752	0.233462	0.212973	0.253362	1.0	0.014558	0.74999	0.074082	0.224835	0.143959
BTLA	0.005275	0.003107	0.003224	0.002297	0.018424	0.00467	0.001231	0.002075	0.010922	0.05403	0.005832	0.005217	0.005835	0.009026	0.002544	0.006545	0.029248	0.354317	0.205752	0.049805	0.033531	0.033116	0.001856	0.009765	0.017525	1.0
BTN2A2	0.04131	0.026796	0.076479	0.050749	0.001489	0.0	0.08783	0.028582	0.043171	0.052698	0.090994	0.033495	0.109619	0.223297	0.233122	0.160774	0.803498	1.0	0.262002	0.023142	0.030746	0.127279	0.037588	0.083067	0.713435	0.069222
BTNL8	0.011499	0.031785	0.005235	0.01574	0.011343	0.017077	0.010096	0.014733	0.02306	0.013088	0.040292	0.020567	0.018459	0.021221	0.010994	0.022561	0.01608	0.014272	0.011717	0.022301	0.038056	0.01234	0.00698	1.0	0.300464	0.032346
BUB1B	0.051947	0.197357	0.248053	0.700139	0.030876	0.040056	0.477051	0.002837	1.0	0.007177	0.003651	0.00306	0.139664	0.034214	0.0	0.092629	0.025522	0.029555	0.093463	0.005159	0.005906	0.942142	0.009736	0.002337	0.000417	0.008345
C10ORF116	0.028266	0.298578	0.035287	0.022926	1.0	0.035088	0.005769	0.289421	0.000317	0.001284	0.000454	0.000485	0.001407	0.001494	0.000712	0.003386	0.000815	0.000724	0.000864	0.0	0.000369	0.000275	0.000135	0.000729	0.005594	0.000612
C10ORF128	0.0	0.007826	0.000465	0.019795	0.001735	0.000832	0.005006	0.000922	0.038568	0.143744	0.033908	0.013129	0.155387	0.093325	1.0	0.115112	0.934365	0.617612	0.006303	0.092867	0.050652	0.572854	0.04717	0.285483	0.402533	0.127127
C10ORF55	0.004188	0.011214	0.003602	0.002697	0.000284	0.001325	0.003927	0.001845	0.001585	0.000908	0.002138	0.001325	0.002555	0.003992	0.00653	0.002886	0.010303	0.004057	0.008091	0.0	0.003587	0.000284	0.002626	0.005281	1.0	0.002236
C10ORF99	0.003335	0.005311	4.2e-05	0.000395	0.000585	1.0	0.000251	0.000719	0.000878	0.001271	0.00081	0.001129	0.000236	0.000261	0.000318	0.000836	0.000857	0.000732	0.000627	0.000738	0.00065	0.000418	0.0	0.001221	0.00506	0.001422
C11ORF45	0.011332	0.014652	0.010531	0.006494	0.003663	0.017399	0.002137	0.013736	0.008394	0.007875	0.00807	0.006716	0.655844	0.171818	0.472894	1.0	0.012897	0.00496	0.007021	0.004704	0.003205	0.005037	0.001603	0.003846	0.008013	0.007784
C12ORF39	0.000859	0.000804	0.005574	0.000346	0.003801	0.0	0.000877	0.000936	0.003436	1.0	0.00053	0.000292	0.000106	0.000201	0.000146	0.000292	0.000366	3.7e-05	0.000439	0.000385	0.000433	0.000146	0.000804	0.002953	0.000475	0.000146
C13ORF15	0.003518	0.007037	0.00955	0.005483	0.00067	0.010052	0.003351	0.005227	0.035518	0.010454	0.034932	0.033843	0.029426	0.024377	0.044632	0.008042	0.030492	0.225674	0.024125	0.057024	0.114673	0.009047	0.10136	0.008846	0.0	0.022115
C13ORF18	0.001767	0.0	0.006541	0.001296	0.002604	0.001447	0.005167	0.002158	0.025835	0.059747	0.023313	0.01794	0.033696	0.023438	0.012078	0.035012	0.018353	0.305039	1.0	0.003653	0.004998	0.006944	0.00341	0.603199	0.088542	0.397755
C17ORF44	0.033235	0.12621	0.030711	0.033962	0.069555	0.0	0.058337	0.083467	0.137428	0.990829	1.0	0.563175	0.286381	0.3496	0.327808	0.074043	0.394615	0.195204	0.13855	0.918805	0.513381	0.821203	0.093676	0.957846	0.586454	0.779133
C17ORF58	0.071353	0.18463	0.120981	0.393717	0.126511	0.057101	0.056361	0.248376	0.10032	0.052918	0.030644	0.071076	0.181753	0.180257	1.0	0.391193	0.111611	0.113601	0.009717	0.002398	0.003737	0.17408	0.145899	5.6e-05	0.006663	0.0
C19ORF59	0.002574	0.00217	0.00084	0.000973	0.000602	0.002028	0.000792	0.00178	0.027498	0.109024	0.10833	0.008459	0.03244	0.024707	0.139532	0.006241	0.011896	0.004499	0.003849	0.00519	0.009905	0.000982	0.002313	0.114479	1.0	0.008276
C19ORF77	0.064885	0.025236	0.015907	0.019202	0.017223	0.042579	0.016266	0.025739	1.0	0.031192	0.032323	0.030738	0.025725	0.034924	0.020572	0.028705	0.02703	0.029123	0.021289	0.035544	0.036028	0.025595	0.027927	0.049563	0.062552	0.038512
C1ORF116	0.00485	1.0	0.000861	0.000872	0.001049	0.457044	0.0	0.001468	0.001798	0.30913	0.001957	0.002097	0.001321	0.001704	0.000659	0.002247	0.001386	0.001461	0.000599	0.001096	0.002356	0.000524	0.002434	0.002007	0.002884	0.003895
C1ORF162	0.001981	0.000927	0.001757	0.002061	0.0	0.000299	0.001256	0.000443	0.086701	0.169658	1.0	0.748189	0.339741	0.329645	0.407133	0.200259	0.705003	0.787681	0.182823	0.289823	0.159127	0.016898	0.153947	0.160757	0.208857	0.618391
C1ORF54	0.110951	0.004422	0.051964	0.191492	0.084464	0.00748	0.008681	0.150725	0.061096	0.007502	0.063389	0.017608	0.340397	0.301998	0.24874	0.508094	0.107737	1.0	0.0098	0.017988	0.030573	0.001147	0.010565	0.002064	0.0	0.009254
C1QA	0.005245	0.00179	0.002067	0.001503	0.002211	0.001527	0.0	0.001064	0.021376	0.004191	0.019106	0.150265	0.221028	0.30109	0.057421	0.306585	0.01057	0.00695	0.00158	0.001352	0.001116	0.000684	0.000513	0.004065	0.005897	0.003883
C1QB	0.001325	0.00019	0.001016	0.000962	0.001448	0.00023	0.00019	0.000261	0.018547	0.000568	0.002763	0.026605	0.065841	0.220441	0.020332	0.092406	0.006902	0.004249	0.000466	0.00026	0.0	0.000544	0.000603	0.000332	0.002048	0.000515
C1QC	0.00294	0.00056	0.001372	0.001211	0.0	0.000299	0.000709	0.000918	0.002576	0.000761	0.002562	0.012486	0.114365	0.199456	0.027436	0.093469	0.002753	0.002268	0.000896	0.000372	0.001413	0.000336	0.000355	0.00168	0.00252	0.001288
C1R	0.202038	0.013816	0.438267	0.007674	0.478605	0.001943	0.034476	1.0	0.004605	0.000862	0.00225	0.000718	0.00136	0.007827	0.000304	0.007436	0.006823	0.004584	0.004859	0.001267	0.00312	0.011914	0.014217	0.009734	0.001267	0.0
C1S	0.54213	0.007684	0.650304	0.008394	0.59091	0.001554	0.100312	1.0	0.008062	0.005467	0.00433	0.002393	0.005646	0.030956	0.005971	0.005165	0.008398	0.008839	0.012051	0.001752	0.007151	0.000126	0.0	0.003149	0.000252	0.007936
C20ORF103	0.0	0.006329	0.001895	0.001596	0.000989	0.003087	3.6e-05	0.004441	0.007473	0.124923	0.010244	0.006424	0.001518	0.004112	0.000265	0.002419	0.032645	0.070141	1.0	0.004886	0.005493	0.000608	0.001704	0.004899	0.009404	0.011764
C21ORF34	0.000938	0.001407	0.02064	0.118253	0.007036	0.005785	0.014542	1.0	0.049567	0.009288	0.005395	0.004535	0.001919	0.0	0.006286	0.000782	0.008287	0.002971	0.010789	0.008401	0.00516	0.001407	0.003909	0.006286	0.018294	0.008913
C21ORF7	0.033328	0.006132	0.026149	0.004556	8.8e-05	0.003264	0.0	0.025957	0.000971	1.0	0.042443	0.015264	0.004724	0.017513	0.002135	0.008029	0.001257	0.001743	0.001985	0.0031	0.00264	0.001765	0.011073	0.009388	0.013609	0.006595
C2ORF89	0.026377	0.026101	0.014362	0.009805	0.081248	0.009253	0.128938	0.023946	0.023339	0.187235	0.024513	0.024904	0.039082	0.07554	0.063608	0.029875	0.092388	0.0499	0.041752	1.0	0.170743	0.032729	0.025272	0.021516	0.02182	0.029001
C4ORF38	0.032046	0.0	0.077261	0.032884	0.015218	0.017559	0.042142	0.123617	0.036289	0.054083	0.114355	0.206029	0.183255	0.169886	0.22827	0.03863	0.468247	1.0	0.033363	0.07774	0.05727	0.003512	0.015803	0.764179	0.179104	0.03863
C4ORF43	0.104323	0.041525	0.183969	0.162943	0.057862	0.031995	0.02791	0.056229	1.0	0.040708	0.051481	0.111641	0.044124	0.027229	0.04806	0.063308	0.070796	0.06501	0.122532	0.05155	0.016076	0.202859	0.0	0.001498	0.005786	0.033356
C4ORF49	0.393878	0.007716	0.523583	1.0	0.014828	0.007565	0.006052	0.921796	0.013315	0.026327	0.011007	0.009986	0.006685	0.006014	0.008352	0.00817	0.006128	0.005825	0.009229	0.010935	0.011068	0.00817	0.019896	0.009986	0.011802	0.014752
C5ORF20	0.010468	0.023614	0.0	0.009981	0.003489	0.004139	0.009981	0.008423	0.063215	0.012708	0.032257	0.01907	0.128961	0.198653	0.113982	0.120993	0.572507	0.618924	1.0	0.008565	0.012453	0.002191	0.007222	0.013097	0.009008	0.009008
C6	0.010163	0.01878	0.004198	0.007271	1.0	0.011931	0.0	0.010959	0.013036	0.015731	0.015466	0.020327	0.007392	0.005689	0.007777	0.012373	0.001105	0.004198	0.004198	0.011369	0.012866	0.008175	0.013257	0.008308	0.009169	0.016792
C7ORF64	0.070558	0.044952	0.208745	0.137826	0.03053	0.166509	0.034062	0.125303	0.213307	0.034533	0.146274	0.089395	0.208625	0.212277	0.189585	0.146495	0.051574	0.068351	0.10058	0.371013	1.0	0.368124	0.717638	0.25987	0.116473	0.534125
C8ORF4	0.00868	0.03472	0.732676	1.0	0.004209	0.0	0.28197	0.258192	0.005787	0.002525	0.001381	0.003156	0.001435	0.001578	0.001894	0.005261	0.005261	0.003682	0.003682	0.001291	0.00085	0.003156	0.003419	0.003156	0.018149	0.000789
C8ORF47	0.021936	0.058496	0.039694	0.017473	0.0	0.027855	0.011142	0.003343	0.002786	0.015042	0.00679	0.006964	0.006837	0.01149	0.005014	0.013928	0.016017	1.0	0.01532	0.006837	0.010928	0.004178	0.017409	0.01337	0.068942	0.014624
CACNA2D2	0.02223	0.008652	0.017537	0.011012	0.006656	0.013844	0.002396	0.013364	0.023161	0.089877	0.033062	0.028885	0.011157	0.013444	0.007135	0.013577	0.024426	0.024559	0.025957	0.035335	0.131125	0.012246	1.0	0.043714	0.041997	0.06975
CACNA2D3	0.000949	0.002693	0.004988	0.00089	0.0	0.004896	0.000245	0.001812	0.019461	0.014884	0.329085	0.017258	0.049093	0.00866	0.001665	0.003182	1.0	0.212913	0.131824	0.006932	0.003003	0.001224	0.011077	0.006218	0.001224	0.007099
CADM1	0.027814	0.069508	0.093989	0.03233	0.028634	0.058652	0.974645	0.019454	0.011366	0.047519	0.023716	0.017705	0.349508	0.02541	0.017617	1.0	0.025209	0.674645	0.013188	0.020884	0.049382	0.165683	0.040838	0.011847	0.0	0.036503
CALCRL	0.013939	0.08326	0.018399	1.0	0.083012	0.028497	0.002726	0.0281	0.037665	0.008475	0.050922	0.028992	0.020747	0.012824	0.031074	0.01016	0.035559	0.023293	0.012638	0.017571	0.037227	0.009664	0.010408	0.008475	0.0	0.049807
CALD1	1.0	0.027262	0.549344	0.199895	0.398207	0.021041	0.285728	0.362612	0.000367	0.011978	0.000964	0.00071	0.000421	0.000661	0.000367	0.000857	0.000367	0.000233	0.0	0.000401	0.000887	0.000147	0.000674	0.001367	0.004997	0.00158
CALML4	0.022342	0.065999	0.0046	0.064404	0.001677	0.030382	0.011245	0.021345	0.04314	0.080671	0.372194	1.0	0.209383	0.142747	0.151797	0.124474	0.168462	0.146269	0.019485	0.021128	0.003251	0.046064	0.015365	0.113842	0.201554	0.013371
CALML5	0.001844	0.022573	0.000458	0.000942	0.001298	0.840928	0.000663	0.001611	0.000215	0.001746	0.000745	0.001223	0.001227	0.00197	0.001276	0.001671	0.001466	0.001485	0.000999	0.0	6.2e-05	0.000962	0.000421	0.000872	0.006673	0.000822
CALN1	0.019444	0.005556	0.006944	0.012121	0.011111	0.003704	0.011111	0.008889	1.0	0.024444	0.013194	0.009259	0.012121	0.009722	0.006667	0.0	0.014815	0.009259	0.014815	0.008586	0.010684	0.005556	0.003704	0.02	0.011111	0.030556
CAMK4	0.005134	0.002702	0.007566	0.047069	0.001081	0.001081	0.004324	0.003027	0.001081	0.088636	0.005134	0.0	0.006977	0.021348	0.000432	0.003243	0.002973	0.000811	0.002162	1.0	0.495104	0.665848	0.01135	0.015349	0.014052	0.027023
CAMP	0.022834	0.014892	0.007458	0.009169	0.011701	0.00938	0.004739	0.010889	0.005947	0.016633	0.028909	0.022532	0.020484	0.01482	1.0	0.03317	0.022508	0.029712	0.012958	0.064831	0.105207	0.010106	0.009646	0.221743	0.026207	0.016633
CARD16	0.000411	0.00288	0.00072	0.000898	0.0	0.001646	0.000549	0.000165	0.001097	0.00214	0.004423	0.002332	0.001646	0.001646	0.000988	0.000274	0.001372	6.9e-05	0.000274	0.001908	0.004463	0.001646	0.001029	0.005761	0.782195	0.004115
CARD18	0.000615	0.003603	0.001011	0.00175	0.001142	1.0	0.000205	0.001142	0.001845	0.001424	0.001692	0.002314	0.000471	0.000615	0.000439	0.00126	8.8e-05	0.000615	0.000674	0.001638	0.001561	0.000791	0.0	0.001283	0.006415	0.003076
CASS4	0.039767	0.015253	0.00316	0.014065	0.012638	0.01874	0.009152	0.01473	0.009152	0.010024	0.030615	0.029635	0.054476	0.051207	0.026758	0.037915	0.030942	0.050771	0.022662	0.033914	0.018471	0.093698	0.02702	1.0	0.016561	0.025059
CATSPER1	0.101006	0.13374	0.081786	0.109934	0.068872	0.113719	0.080084	0.111157	0.117724	0.088573	1.0	0.186996	0.369406	0.294709	0.450873	0.254667	0.136343	0.094099	0.08569	0.132648	0.149449	0.146954	0.673507	0.134701	0.050253	0.140948
CBFA2T3	0.007065	0.008046	0.0	0.00405	0.002028	0.000981	0.005429	0.00208	0.128279	0.061425	0.1019	0.163341	0.034593	0.045136	0.025316	0.024007	0.437038	0.719239	1.0	0.006797	0.006536	0.001374	0.003205	0.169909	0.012952	0.065742
CCDC80	0.374119	0.157324	0.283512	0.033841	0.22681	0.010431	0.227497	1.0	0.008055	0.00627	0.009177	0.010114	0.010253	0.012226	0.007696	0.012965	0.010827	0.010391	0.009348	0.007315	0.008254	0.008662	0.005335	0.010388	0.015196	0.009414
CCDC88A	0.091099	0.024169	0.12805	0.13048	0.157719	0.0	0.083353	0.09426	0.259819	0.048896	0.249361	0.172128	0.716456	0.363235	0.602556	0.622511	0.878457	1.0	0.964134	0.020831	0.00758	0.001859	0.027965	0.004648	0.016035	0.008134
CCL18	0.001949	0.001378	0.0025	0.002217	0.000842	0.001914	0.000108	0.001225	0.011398	0.003325	0.003537	0.004426	0.022154	0.025384	1.0	0.029632	0.002126	0.001703	0.000616	0.000916	0.003645	0.005273	0.001434	0.002919	0.030761	0.003071
CCL19	0.001864	0.00081	0.0	0.00109	0.000432	0.000918	0.000108	0.001491	0.000405	0.000551	0.002725	0.002026	0.001473	0.001803	0.001621	0.142618	0.05467	0.022433	0.006186	0.001031	0.002755	0.00081	0.001256	0.001718	0.020299	0.003728
CCL2	0.194257	8.4e-05	0.108343	0.259837	0.025239	0.000706	0.109494	0.196054	0.006251	0.004026	0.001798	0.000454	0.290973	0.264393	0.024635	1.0	0.000479	5.9e-05	0.0	0.000299	0.000611	0.000891	0.000336	0.004833	0.438061	0.000588
CCL20	0.007016	0.200693	0.000354	0.003624	0.000241	0.024932	0.0	0.007829	0.056278	0.001578	0.001969	0.000843	0.009159	0.005503	0.001361	1.0	0.001882	0.004291	0.001054	0.002926	0.024881	0.002319	0.001927	0.004974	0.918037	0.000918
CCL22	0.000649	0.004239	0.0	0.000651	0.001472	0.001472	0.00042	0.001336	0.000607	0.001133	0.004035	0.002083	0.487683	0.415596	1.0	0.381798	0.035279	0.014099	0.002881	0.00042	0.0038	0.0049	0.00025	0.002192	0.025699	0.004493
CCL4	0.000732	0.000954	0.000181	0.00046	0.000197	0.001469	0.000263	0.0	0.053483	0.009776	0.014312	0.009111	0.098199	0.061591	0.066759	1.0	0.015037	0.009544	0.00841	0.004318	0.179424	0.654266	0.11525	0.222235	0.779357	0.009917
CCL5	0.041573	0.000688	0.000197	0.000198	0.000268	0.000268	0.0	0.000356	0.001459	0.802543	0.003858	0.010534	0.018762	0.036315	0.028434	0.316582	0.003648	0.000772	0.000537	0.070514	0.494714	1.0	0.856511	0.026442	0.030754	0.00577
CCL7	0.014283	0.004486	0.004663	0.005473	0.003227	0.002754	0.004014	0.004297	0.002676	0.004202	0.004515	0.004564	0.153609	0.1099	0.013646	1.0	0.002204	0.002518	0.002046	0.003198	0.003051	0.002125	0.0	0.008735	0.025144	0.005194
CCL8	0.001093	0.000678	0.001394	0.000719	0.000327	0.000628	0.000327	0.000588	0.052922	0.000829	0.003881	0.000628	0.020119	0.3343	0.027353	1.0	0.000578	0.000653	0.000628	0.000486	0.000956	0.000226	0.0	0.00101	0.038882	0.001507
CCNA1	0.002783	0.109524	0.006414	0.528765	0.008108	0.016338	0.042963	0.008883	0.020937	0.019049	0.010408	0.009077	0.291915	0.378555	0.295268	1.0	0.008108	0.007382	0.008593	0.009187	0.01267	0.008593	0.00944	0.012368	0.043084	0.009682
CCR2	0.001683	0.002443	0.001441	0.000872	0.000461	0.001936	0.0	0.001143	0.029781	0.142596	0.740947	0.028674	0.044675	0.235064	0.002914	0.002674	0.137793	0.052208	0.649179	0.149695	0.062008	1.0	0.003711	0.010326	0.020007	0.035359
CCR3	0.005974	0.003282	0.001205	0.003338	0.001846	0.003282	0.001641	0.004759	0.006256	0.008081	0.016858	0.009025	0.009099	0.00982	0.00562	0.004512	0.009743	0.01123	0.116196	0.014805	0.012322	0.102966	0.004	1.0	0.043125	0.011743
CCR6	0.009516	0.000827	0.004241	0.005115	0.004137	0.001655	0.009102	0.006785	0.0	0.071825	0.016343	0.010757	0.006921	0.009206	0.002813	0.00662	0.160116	0.14336	0.033513	0.38752	0.116164	0.528341	0.010343	0.045511	0.057923	1.0
CCR7	0.004365	0.001911	0.000717	0.001943	0.001506	0.003243	0.001795	0.002119	0.010308	0.187934	0.005809	0.002664	0.014609	0.032226	0.031896	0.359724	0.098501	0.059746	0.029765	1.0	0.668635	0.026059	0.007904	0.044647	0.080912	0.677913
CCRL1	0.005065	0.000633	0.293782	0.034708	0.003588	0.004854	0.001055	1.0	0.001055	0.027985	0.005619	0.002744	0.003396	0.002849	0.002659	0.003588	0.00095	0.002005	0.001899	0.003166	0.008085	0.0	0.001477	0.004939	0.005382	0.031341
CCRL2	0.001687	0.002336	0.000538	0.01689	0.000729	0.002707	0.001026	0.000986	0.023147	0.006681	0.015108	0.009355	0.169978	0.236894	0.304412	0.312509	0.00676	0.004684	0.004338	0.001756	0.004726	0.017833	0.000939	0.033791	1.0	0.002002
CD101	0.008304	0.021429	0.0	0.001461	0.001786	0.033929	0.000357	0.016071	0.014286	0.020786	0.651429	1.0	0.198799	0.074196	0.054643	0.066786	0.487857	0.090893	0.011429	0.047338	0.063626	0.556071	0.001786	0.2355	0.028393	0.089464
CD14	0.005312	0.034479	0.005425	0.004975	0.011827	0.002873	0.003642	0.035421	0.034563	0.019986	1.0	0.170926	0.493818	0.277513	0.244342	0.329892	0.021082	0.004084	0.001203	0.015071	0.005648	0.0	0.004343	0.470923	0.205498	0.018016
CD160	0.002696	0.003274	0.0	0.001558	0.000321	0.005457	0.000321	0.001502	0.004558	0.40502	0.008041	0.048212	0.003869	0.004815	0.001348	0.003916	0.005328	0.004494	0.002247	0.009157	0.142325	0.010207	1.0	0.005816	0.011941	0.019067
CD180	0.026493	0.02781	0.007392	0.017511	0.011124	0.041569	0.002342	0.004098	0.098068	0.177283	0.267674	0.355094	0.55083	0.268223	0.119321	0.138173	0.296838	0.218384	0.637881	0.03787	0.055711	0.013759	0.046253	0.047658	0.063378	1.0
CD19	0.012929	0.037769	0.012057	0.03349	0.025567	0.046485	0.0	0.028356	0.162115	0.14968	0.092897	0.115049	0.047435	0.059558	0.030447	0.077862	0.219059	0.072051	0.020337	0.030955	0.071559	0.090064	0.018013	0.09878	0.122313	1.0
CD1A	0.009922	0.040098	0.006854	0.014209	0.008456	0.024277	0.009002	0.011129	0.033006	0.059411	0.083112	0.039689	0.055721	0.038462	0.056792	0.028096	0.269776	0.133524	0.016912	0.024141	0.053632	0.013093	0.011866	0.025041	0.0	0.112316
CD1B	0.00802	0.036776	0.005086	0.007113	0.008868	0.026082	0.0	0.01252	0.030256	0.02723	0.042743	0.025561	0.260635	0.222613	1.0	0.019301	0.286385	0.070031	0.003391	0.016716	0.038522	0.004695	0.008607	0.018466	0.002739	0.027387
CD1C	0.00516	0.006241	0.001586	0.00349	0.002568	0.005032	0.001592	0.003675	0.01319	0.05095	0.05654	0.019977	0.018158	0.019193	0.05399	0.012749	1.0	0.126951	0.007844	0.010114	0.007533	0.002963	0.018199	0.006101	0.0	0.134853
CD1D	0.00435	0.00696	0.007671	0.000633	0.003796	0.005272	0.000844	0.002278	0.006221	0.089082	1.0	0.278909	0.013516	0.026652	0.043023	0.004218	0.860664	0.104446	0.003796	0.006557	0.004039	0.0	0.021511	0.025561	0.009174	0.076239
CD2	0.002083	0.003814	0.000534	0.001701	0.000486	0.004761	0.0	0.001205	0.006	0.155272	0.009909	0.005296	0.020503	0.050111	0.008872	0.020746	0.091852	0.025034	0.017807	0.650637	0.397457	1.0	0.128474	0.01788	0.001664	0.013981
CD200	0.084041	0.004874	0.0258	0.042601	0.003025	0.003025	0.162367	0.192756	0.01311	0.008606	0.006828	0.005715	0.005104	0.007522	0.002757	0.009076	0.009665	0.012522	0.004202	0.007992	0.013136	0.00437	0.0	0.009211	0.04597	1.0
CD207	0.001288	0.013359	0.003098	0.002561	0.001288	0.005151	0.0	0.001095	0.006116	0.002543	0.006448	0.007082	0.002824	0.002374	0.001964	0.001931	0.309961	0.194193	0.002575	0.004338	0.006618	0.002012	0.000644	0.004475	0.008169	0.009134
CD209	0.001849	0.009982	0.004298	0.004907	0.002342	0.003204	0.0	0.005546	0.017253	0.00562	0.022067	0.011276	0.046819	0.065578	1.0	0.039929	0.027236	0.003481	0.001972	0.00442	0.008205	0.002773	0.008103	0.007172	0.009335	0.012755
CD22	0.002621	0.00193	0.000713	0.003365	0.002193	0.002369	0.004649	0.003983	0.006053	0.036247	0.004989	0.00522	0.02863	0.017621	0.0323	0.020439	0.025615	0.030484	0.016755	0.000315	0.005695	0.003114	0.0	0.010562	1.0	0.274573
CD247	0.000526	0.000939	0.001109	0.001125	0.000259	0.001101	0.0	0.000842	0.003692	0.009002	0.003441	0.018296	0.005081	0.01131	0.001192	0.004274	0.002461	0.002672	0.014183	0.237095	0.068464	1.0	0.69567	0.010673	0.006816	0.003805
CD27	0.00675	0.006005	9.7e-05	0.001827	0.000485	0.001601	0.000733	0.000981	0.007122	0.016984	0.007889	0.005075	0.011875	0.020054	0.001204	0.004703	0.006688	0.003927	0.002532	1.0	0.20786	0.173478	0.007463	0.015495	0.002098	0.099883
CD274	0.001013	0.004558	0.002954	0.008655	0.0015	0.001575	0.005064	0.002161	0.001932	0.003804	0.003383	0.002232	0.01243	0.122127	0.038779	0.06617	0.005364	0.004136	0.002419	0.003437	0.003731	0.005289	0.00286	0.011141	1.0	0.005205
CD300LB	0.153474	0.247033	0.103238	0.144214	0.099243	0.236894	0.085724	0.125176	0.201867	0.185275	1.0	0.451972	0.4489	0.21938	0.241318	0.592081	0.432154	0.21216	0.262396	0.188459	0.234199	0.150248	0.133195	0.747183	0.079272	0.262703
