Gene	Chondrocyte.articular	B.cell.naive	B.cell.memory	Monocyte.CD14	NK.cell.CD56	Endothelial.large.blood.vessel	Endothelial.microvascular.mammary.or.endometrial	Endothelial.microvascular.non.reproductive	Epithelial.cell.mammary	Epithelial.renal.cortical	Epithelial.respiratory	Fibroblast.cardiac.ventricle	Fibroblast.of.arm	Fibroblast.of.lung	Fibroblast.of.the.aortic.adventitia	Fibroblast.or.papilla.dermal.cell	Hair.follicular.keratinocyte	Macrophage	Mature.neutrophil	Melanocyte.of.skin	Myometrial.cell	Osteoblast	MSC.like.pluripotent.cell	Myocyte.regular.cardiac	Smooth.muscle.cell.aortic	Smooth.muscle.cell.bronchial	Smooth.muscle.cell.of.bladder	Smooth.muscle.cell.coronary.artery	Smooth.muscle.cell.pulmonary.artery	Smooth.muscle.cell.of.trachea	Smooth.muscle.cell.uterine	T.Cell.CD4	T.cell.CD4.memory	T.cell.CD8.memory
APOBEC3B	0.021051	0.001533	0.002937	0.024219	0.010939	0.015144	0.126907	0.010901	0.005581	0.0136	0.00149	0.014419	0.07996	0.008441	0.018837	0.007387	0.023315	0.060347	0.238102	0.019393	0.246106	0.003588	0.028824	0.048292	0.038017	0.004223	0.003684	0.00894	0.006546	0.025545	0.031562	0.0	0.001791	0.007366
APOC2	1e-05	3.3e-05	5.1e-05	0.0	0.001816	2e-06	7.8e-05	3e-06	5.4e-05	1.1e-05	1e-06	7.8e-05	1.1e-05	8e-06	3.3e-05	8e-06	8.6e-05	0.339704	1e-06	0.146888	0.000227	1.4e-05	1.5e-05	1.4e-05	8e-06	9e-06	7e-06	1.1e-05	6e-06	1.7e-05	1.5e-05	0.0	9e-06	1.4e-05
APOD	0.000309	1e-06	3.7e-05	0.0	0.0	0.001436	0.001897	0.010745	0.008036	5e-06	0.000985	0.028026	0.000922	0.000555	0.004248	0.004162	6.9e-05	0.000566	0.0	0.067224	0.001932	0.000264	0.020184	0.00016	2.8e-05	0.000353	9.1e-05	0.001873	6.9e-05	0.000398	5.4e-05	0.0	0.0	0.0
APOE	5e-06	1.5e-05	2e-05	1e-05	4e-06	1.9e-05	5e-05	6.5e-05	0.006239	0.000483	0.002992	1.0	2e-05	0.006203	0.004065	3.9e-05	0.003743	0.149264	0.0	0.006768	0.000424	0.001094	0.002179	0.000336	3.1e-05	0.000226	0.000359	0.003398	0.002207	0.000691	0.000107	2.3e-05	7e-06	8e-06
APOLD1	0.044585	0.047837	0.016648	0.0	0.022124	0.083758	0.260994	0.424598	0.015107	0.012141	0.022124	0.017688	0.033988	0.012477	0.032339	0.024351	0.002618	0.000562	0.145664	0.17517	0.056389	0.017984	0.032949	0.545539	0.111756	0.020257	0.030188	0.028128	0.0888	0.046759	0.068649	0.014311	0.023449	0.01074
AQP1	0.001896	4e-06	0.000225	0.0	0.000743	0.019307	0.006595	0.016529	0.000561	0.05501	0.0032	0.013046	0.002393	0.093527	0.008677	0.169842	1.6e-05	1.3e-05	6.4e-05	0.000355	0.005867	0.001859	0.01495	0.46894	0.49722	0.006318	0.004491	0.178465	0.711729	0.002182	0.001762	0.003056	0.000642	0.000641
AQP3	0.000572	0.000111	0.000739	0.000172	0.000853	8e-05	0.000549	0.000169	0.004388	0.000541	0.064484	0.004035	1.5e-05	0.00528	0.000351	0.000216	0.014215	9.1e-05	0.0	7.9e-05	0.000876	0.000146	0.000271	0.000308	0.000149	0.004963	0.004829	0.000645	0.000234	0.004159	0.000316	0.035103	0.12849	0.029657
ARAP2	0.028896	0.662662	0.343448	0.392273	0.994095	0.002094	0.010371	0.001932	0.112342	0.104336	0.295795	0.010545	0.0	0.008953	0.002945	0.012706	0.036599	0.221732	0.210071	0.094826	0.009497	0.007558	0.000538	0.009776	0.00082	0.002393	0.006521	0.003321	0.001199	0.00419	0.033999	0.305279	0.513994	1.0
AREG	0.0	0.007781	0.008688	0.003549	0.030221	0.000161	0.000766	0.000111	0.501335	0.026763	0.262316	0.008502	0.000442	0.000805	0.000159	0.0001	1.0	8.4e-05	0.005195	0.000376	0.001545	0.000113	0.002666	0.002587	1.6e-05	0.000145	0.002165	0.000129	0.000881	8.1e-05	9.7e-05	0.006794	0.009299	0.003405
ARG1	2e-06	0.000636	0.000401	0.000108	9.6e-05	0.0	1.8e-05	0.00037	1.3e-05	2e-06	7.6e-05	1.8e-05	0.000351	1e-06	7e-06	1e-06	2e-05	3e-05	0.182655	8e-06	5.5e-05	3e-06	3e-06	3e-06	1e-06	2e-06	1e-06	2e-06	1e-06	4e-06	3e-06	0.000731	8.3e-05	3e-06
ARG2	0.013931	0.003275	0.00664	0.001726	0.003315	0.212888	0.118692	0.324479	0.033653	0.073531	0.741311	0.034353	0.055918	0.034554	0.017757	0.021926	0.683724	0.015535	0.010928	0.060465	0.060778	0.084198	0.015637	0.046039	0.035288	0.002691	0.02482	0.032936	0.024127	0.023017	0.028494	0.0	0.001234	0.001978
ARHGAP22	0.281372	0.063258	0.002881	0.070675	0.0	0.375986	0.29976	0.052053	0.198011	0.142838	0.074054	0.062705	0.265681	0.296875	0.232164	0.260089	0.075808	0.26598	0.000744	0.009205	0.191323	0.278433	0.753461	0.678049	1.0	0.300398	0.116589	0.331032	0.601316	0.365138	0.623667	6.4e-05	0.000191	0.001408
ARHGAP31	0.566475	0.01645	0.170057	0.409859	0.061461	0.925705	0.706666	0.624465	0.20808	0.270044	0.008631	0.16074	0.228257	0.047931	0.310201	0.279347	0.047419	0.76252	0.0	0.494412	0.126071	1.0	0.091359	0.157283	0.148501	0.062828	0.09117	0.067687	0.239896	0.071694	0.080263	0.031325	0.138127	0.081305
ARHGEF10	0.448098	0.038225	0.027828	0.0	0.112629	0.75084	0.320724	0.638754	0.447604	0.327226	0.40122	0.342649	0.220847	0.39967	0.459858	0.57892	0.246531	0.002726	0.001196	0.175354	0.193193	0.63152	0.300959	0.399934	0.631296	0.514288	0.440631	1.0	0.806365	0.497755	0.511784	0.106408	0.131002	0.000598
ARHGEF17	0.291584	1.6e-05	2.8e-05	0.016593	0.000103	0.211036	0.165004	0.474733	0.179334	0.322442	0.064825	0.262228	0.184326	0.363451	0.476807	0.554062	0.084421	0.023659	0.056675	0.210438	0.282415	0.585656	0.124809	0.320964	0.469496	0.286246	0.225539	0.299413	1.0	0.348755	0.333289	0.00046	0.0	0.00041
ARHGEF4	0.08161	0.002737	0.001251	0.0	0.001144	0.001098	0.001744	0.007591	0.523981	0.003028	1.0	0.053955	0.089262	0.007496	0.042778	0.021267	0.444763	0.000365	0.033734	0.026809	0.022502	0.031512	0.012898	0.016401	0.013269	0.031284	0.04576	0.057332	0.053218	0.013098	0.040719	0.017735	0.016875	0.021746
ARID5B	1.0	0.259225	0.105459	0.00825	0.051303	0.00526	0.00362	0.026869	0.069862	0.050689	0.00838	0.196223	0.181042	0.334711	0.157459	0.395239	0.010416	0.021044	0.0	0.06467	0.154429	0.228408	0.077705	0.062925	0.183739	0.149146	0.225049	0.100177	0.128267	0.22988	0.10427	0.123017	0.189092	0.064279
ARL10	0.204204	0.321184	0.293104	0.006371	0.090387	0.257409	0.156553	0.322982	0.287783	0.247131	0.221774	0.310188	0.222596	0.302664	0.396622	0.423775	0.135153	0.048202	0.0	0.214224	0.095841	0.287484	0.27446	0.26884	0.230657	0.358192	0.247131	0.365174	1.0	0.352865	0.331737	0.177129	0.136289	0.163879
ARL4A	0.013736	0.07251	0.132974	0.092185	0.01178	0.105381	0.039963	1.0	0.132952	0.044848	0.133325	0.023383	0.043027	0.071224	0.028396	0.027704	0.061257	0.052023	0.010132	0.029579	0.069655	0.037581	0.053557	0.015882	0.003063	0.02102	0.078076	0.007424	0.0	0.033497	0.045863	0.040376	0.110092	0.044812
ARMCX1	0.373024	0.001702	0.0	0.025352	0.00057	0.126025	0.087168	0.283107	0.101484	0.108834	0.048267	0.248482	0.145844	0.408239	0.374734	0.38901	0.12355	0.108403	0.00034	0.39366	0.182357	0.338903	0.269622	0.263704	0.359778	0.658949	0.308335	0.295362	0.215343	0.455567	0.310143	0.003691	0.002913	0.000703
ARPC1A	0.314385	0.019353	0.051129	0.043918	0.003706	0.525665	0.510963	0.463283	0.487417	0.230907	0.644502	0.221373	0.573701	0.511691	0.404951	0.282315	0.501054	0.067604	0.069327	0.443298	0.78071	0.349108	0.804141	0.62637	0.577997	0.768844	0.518496	0.464828	0.541551	0.896179	0.786447	0.000379	0.0	0.028874
ARRDC3	0.791291	0.462066	0.600494	0.114872	0.253896	0.242253	0.017708	0.375277	0.122323	0.337938	0.258658	0.160778	0.132269	0.338932	0.237716	0.579234	0.040293	0.032986	0.839849	0.0	0.071538	0.327401	0.318272	1.0	0.844259	0.346909	0.404196	0.472494	0.553561	0.300577	0.281871	0.315129	0.30132	0.465202
ARSK	0.164499	0.074109	0.101066	0.0	0.15231	0.159216	0.156979	0.043042	0.213826	0.150013	0.202459	0.267734	0.292335	0.312359	0.24565	0.161328	0.12219	0.144092	0.000209	0.118703	0.481711	0.213073	0.218869	0.713771	0.206047	0.203167	0.272492	0.257437	0.464067	0.204805	0.200782	0.142601	0.169501	0.152586
ASAP2	0.302415	0.00015	0.000282	0.013481	0.000648	0.315377	0.118187	0.206148	0.211448	0.259386	0.140789	0.126571	0.131221	0.083635	0.245084	0.180787	0.257209	0.011932	0.001101	0.177021	0.148391	0.26662	0.242521	0.19241	0.450688	0.122857	0.093668	0.225142	0.389928	0.117406	0.162584	0.000425	0.000584	0.0
ASGR2	3e-06	2.1e-05	3.5e-05	1.0	0.0	0.000112	5.6e-05	0.000302	3.7e-05	4e-06	8.7e-05	5.6e-05	4e-06	2e-06	2.1e-05	1e-06	6.1e-05	0.000356	0.00191	2.2e-05	0.000171	0.000761	7e-06	6e-06	2e-06	2e-06	1e-06	4e-06	0.0	9e-06	7e-06	2.9e-05	2e-06	6e-06
ASPH	0.709918	0.047284	0.024166	0.032612	0.0	0.211761	0.209743	0.199862	0.296058	0.307906	0.167004	0.392284	0.360232	0.698427	0.694051	0.706232	0.123783	0.155298	0.113647	0.30509	0.43188	0.451773	0.615382	0.624146	0.716841	0.547869	0.652133	0.378287	0.603641	1.0	0.73144	0.02126	0.010751	0.008273
ASPM	0.491753	0.000487	0.0	0.007599	0.045493	0.688735	0.608518	0.270341	0.038441	0.090511	0.011348	0.045428	0.172745	0.075755	0.401721	0.07044	0.314552	0.077211	0.012937	0.271857	0.632524	0.061524	0.634507	0.310389	0.466178	0.061127	0.122098	0.054264	0.134286	0.454346	1.0	0.00165	0.010971	0.015928
ASRGL1	0.014535	0.011598	0.016701	0.352521	0.015193	0.690201	0.550824	0.40084	0.006491	0.478189	0.007132	0.007051	0.015347	0.000577	0.006872	0.00441	0.004083	0.409747	0.183797	0.038207	0.0	0.007268	0.002204	0.018689	0.020967	0.004862	0.006076	0.021836	0.004898	0.008809	0.009462	0.023189	0.008211	0.032627
ASTN2	0.155147	0.178234	0.101091	0.0	0.13246	0.10707	0.150879	0.125078	0.030751	0.837335	0.045543	0.269282	0.285204	0.629544	0.133822	0.201183	0.015424	0.06034	0.000261	0.302718	0.221762	0.161118	0.328806	0.36146	0.230486	1.0	0.431065	0.851103	0.450153	0.606258	0.286827	0.229077	0.159528	0.191071
ASXL1	0.173628	0.101146	0.075573	0.01993	0.052082	0.037116	1.0	0.024878	0.030343	0.013186	0.002642	0.065089	0.14021	0.014971	0.084045	0.135076	0.0	0.003914	0.025444	0.013666	0.063813	0.029877	0.029891	0.006621	0.01487	0.014739	0.011116	0.011252	0.022579	0.015977	0.014252	0.104906	0.069372	0.074778
ATN1	0.064128	0.043154	0.053079	0.013212	0.011856	0.085527	0.123853	0.082513	0.086715	0.078552	0.079592	1.0	0.109448	0.115515	0.091616	0.107455	0.126488	0.005839	0.0	0.047179	0.113161	0.079753	0.076574	0.038789	0.124834	0.092984	0.047425	0.035989	0.2412	0.180158	0.134343	0.016428	0.025921	0.031785
ATOH8	1.0	0.000476	0.000718	0.07372	0.0	0.095283	0.128613	0.300122	3.3e-05	0.05612	0.002968	0.447742	0.259177	0.196336	0.175927	0.080794	5.5e-05	5e-05	0.106116	0.076766	0.047475	0.251176	0.273451	0.282815	0.815396	0.34945	0.601098	0.372908	0.253509	0.364591	0.040255	7e-06	0.000271	0.000628
ATP13A3	0.134075	0.005231	0.001559	0.034308	0.010227	0.111348	0.110935	0.057427	0.163062	0.394204	0.145077	0.126662	0.047899	0.118561	0.282343	0.179043	0.119401	0.203838	0.0	0.047362	0.013148	0.189486	0.193675	1.0	0.386193	0.116889	0.180177	0.407241	0.68975	0.210258	0.11075	0.020992	0.012942	0.013638
ATP2B1	0.109651	0.778308	0.447618	0.522938	0.063315	0.020383	0.00292	0.003373	0.116315	0.157041	0.167526	0.037569	0.111395	0.28577	0.215405	0.166575	0.013763	0.051013	0.494542	0.0	0.201698	0.192543	0.385547	0.214915	0.003946	0.056945	0.252987	0.035199	0.107533	0.126044	1.0	0.147398	0.229318	0.173457
ATP2B4	0.609785	0.0	0.021843	0.077171	0.383959	0.344132	0.163184	0.188513	0.19552	0.204439	0.229094	0.387354	0.158316	0.66178	0.797706	0.884315	0.129835	0.122846	0.145815	0.189472	0.210908	0.320041	0.7732	0.388504	0.712934	0.513406	0.314999	0.307255	0.696067	1.0	0.459286	0.048533	0.199561	0.324609
ATP2C2	1.1e-05	0.001234	0.014888	0.000591	6e-06	5.4e-05	8.5e-05	0.000325	0.009568	0.050381	1.0	8.4e-05	0.010762	9e-06	3.6e-05	0.000401	0.025476	0.000474	0.163189	0.002727	0.000247	1.6e-05	0.000417	1.5e-05	0.000303	0.008011	0.000301	1.2e-05	7e-06	1.9e-05	0.000922	0.0	9e-06	0.003153
ATP5J2	0.08592	0.011191	0.027222	0.028742	0.031001	0.048931	0.619014	0.038786	0.04648	0.100886	0.036155	0.190229	0.163339	0.031347	0.045428	0.032582	0.40761	0.052222	0.0	0.10571	1.0	0.037238	0.050276	0.093195	0.040087	0.045011	0.05496	0.028638	0.008172	0.041255	0.021685	0.014581	0.027483	0.027942
ATP6AP1L	0.111543	0.336784	0.144004	0.004552	0.305823	0.018124	0.126933	0.028945	0.132231	0.124812	0.431519	0.066397	0.154388	0.541706	0.115894	0.119807	0.174183	0.124982	0.093144	0.0	0.040758	0.123363	0.141218	0.072207	0.312	0.39952	0.204893	0.344977	0.331213	0.199983	0.135797	0.072066	0.053253	0.03133
ATP6V0D2	0.000251	1.2e-05	1.9e-05	1.2e-05	2e-06	2.5e-05	0.001252	5.8e-05	0.001073	0.000746	0.019169	2.8e-05	4e-06	0.000735	0.000315	3e-06	3.1e-05	1.0	0.0	0.001645	8.2e-05	0.002539	0.000617	0.003194	0.000101	0.000429	0.000967	4e-06	0.001897	0.000627	0.001179	0.0	3e-06	5e-06
ATP6V1G2	0.185985	0.118579	0.102395	0.0	0.046623	0.044236	0.017731	0.027965	0.108378	0.017585	0.026557	0.104221	0.255526	0.576011	0.340116	0.249704	0.024709	0.022861	0.619907	0.065915	0.052768	0.162991	0.124185	0.233398	0.278371	1.0	0.474547	0.441563	0.188353	0.341096	0.170031	0.323463	0.06496	0.170393
ATP8B2	0.899873	0.050624	0.091746	0.006621	0.169455	0.225249	0.14754	0.177491	0.027357	0.122725	0.062618	0.405552	0.246582	0.67135	0.473473	0.996838	0.061012	0.0	0.015045	0.333988	0.223731	0.506758	0.489409	0.610778	0.799324	0.798054	0.785806	0.499331	0.655863	1.0	0.550302	0.390931	0.884768	0.56189
ATP8B4	0.031399	0.000909	0.0	0.23737	0.333359	0.00042	0.000675	0.008309	0.009396	0.003607	0.003337	0.009153	0.014717	0.066167	0.004229	0.058319	0.00062	0.380433	0.213635	0.003504	0.020836	0.004597	0.008041	0.025402	0.005146	0.118139	1.0	0.06725	0.01125	0.020953	0.024863	0.005805	0.001323	0.009515
ATP9A	0.177278	0.002996	0.045127	0.0	0.087448	0.198479	0.219501	0.537723	0.320096	0.315181	0.304006	0.229344	0.083662	0.665701	0.366321	0.366444	0.047636	0.152215	0.050629	0.084277	0.025104	0.380114	0.172698	0.253866	0.389324	0.583684	0.283986	0.609433	0.419544	0.669741	0.154982	0.000288	0.00197	0.019777
AUH	0.149965	0.30364	0.167505	0.078829	0.201852	0.06054	0.0	0.115094	0.098405	0.230933	0.22877	0.180115	0.079794	0.703292	0.465419	0.204477	0.081472	0.104217	0.190138	0.135123	0.106155	0.203673	0.149965	0.206227	0.244742	0.526363	0.439276	0.191851	0.194875	0.497193	0.285285	0.207281	0.109394	0.184159
B3GAT1	3.6e-05	0.000119	0.008008	0.000206	0.882785	0.002407	0.000283	1.1e-05	0.003587	0.004817	0.000605	0.000283	3.9e-05	0.001183	0.000119	2.9e-05	0.031425	0.0	0.000123	0.032786	0.000825	5.2e-05	5.5e-05	0.001598	0.001675	0.001086	0.001632	3.9e-05	0.001196	6.3e-05	0.002664	0.002605	0.008491	0.334035
B3GNT7	0.005949	0.035662	0.104436	0.0	1.0	0.004261	0.011863	0.145354	0.079444	0.035545	0.007082	0.001802	0.001851	0.001558	0.005898	0.003047	0.008857	0.025753	0.001321	0.003672	0.011937	0.005632	0.000529	0.002362	0.003707	0.001173	0.001413	0.00544	0.008135	0.001982	0.001551	0.00087	0.000368	0.02252
B4GALNT3	0.083268	0.001684	0.00936	0.000186	0.095588	0.000832	0.017773	0.00211	0.170605	0.052823	0.384422	0.000172	0.004437	2e-06	0.005443	0.014163	0.516707	0.006995	0.094578	0.046153	0.000538	0.013573	0.009947	0.004375	0.003945	0.001089	0.0	0.008137	0.007639	0.001597	1.8e-05	0.017158	0.01508	0.198084
B9D1	0.407851	0.039006	0.042249	0.01215	0.05166	0.309622	0.495188	0.241171	0.343949	0.4715	0.301125	0.586639	0.427698	0.513637	0.176784	0.49946	0.667169	0.148561	0.040702	0.333639	0.879273	0.295028	0.448732	0.492114	0.656205	0.716478	1.0	0.774374	0.41677	0.461823	0.545832	0.0	0.007916	0.018099
BAALC	0.039811	0.087743	0.00909	0.000195	0.219691	0.026122	0.008939	0.0758	0.015591	0.002179	0.011305	0.057103	0.577247	0.208987	0.196393	1.0	0.005954	0.05292	0.000367	0.027714	0.000387	0.621293	0.058128	0.001859	0.037937	0.255644	0.304515	0.052273	0.014477	0.119884	0.193973	0.004129	0.0	0.000503
BACH2	0.001636	1.0	0.155998	0.00094	0.015202	0.001563	0.003838	0.006392	0.007824	0.000806	0.00362	0.000668	0.000366	0.003326	0.000661	0.001112	0.005656	0.000125	0.002721	0.004455	0.0	0.006318	0.001521	1.3e-05	0.000238	0.000956	0.000355	0.000953	0.000168	0.001427	0.000681	0.162524	0.036603	0.023335
BAG2	1.0	0.033661	0.036032	0.0005	0.028804	0.059079	0.145804	0.009093	0.022958	0.124997	0.036692	0.079839	0.638888	0.273514	0.224516	0.334445	0.036547	0.013311	0.004337	0.019959	0.336552	0.1681	0.257027	0.163119	0.122585	0.125785	0.407767	0.064948	0.176446	0.240305	0.316612	0.066964	0.031244	0.043043
BANK1	0.003353	1.0	0.874226	0.006912	0.001631	0.000173	0.000805	0.00011	0.000346	0.001407	0.000631	0.000328	0.0	0.000712	0.000568	0.001729	0.000611	4.5e-05	0.000112	2e-06	0.000879	0.002807	0.000337	0.000374	8.6e-05	0.000545	0.001058	0.000183	0.000278	0.00069	0.000987	0.000184	0.000365	0.00038
BBS4	0.583064	0.366816	0.203027	0.018794	0.24697	0.0	0.179573	0.015933	0.229513	0.207356	0.02449	0.136247	0.275626	0.352502	0.278241	0.486259	0.229646	0.228261	0.200685	0.479481	0.360945	0.590774	0.366894	0.131685	0.339101	0.403347	0.423688	0.258379	0.217318	1.0	0.255052	0.317683	0.104923	0.165424
BCL11B	3e-06	0.00031	0.000285	0.004125	0.154361	0.000645	0.000552	0.000134	0.029614	0.000558	0.031136	0.000418	3e-06	0.000271	0.000275	0.003848	0.037144	0.0	0.001125	0.000244	0.000983	0.002016	0.000682	8.9e-05	5.4e-05	0.000123	2e-06	0.000395	8.4e-05	0.000206	0.000101	1.0	0.693793	0.535842
BCL2L14	0.007771	0.000237	0.028592	0.109548	3.6e-05	0.000582	0.000574	0.000822	0.007375	0.021229	0.005958	0.000573	0.004528	5.3e-05	0.000237	5e-05	0.00063	0.000497	0.0	0.000246	0.001689	9.8e-05	0.000104	9.8e-05	0.002078	0.004392	4.7e-05	7.2e-05	3.9e-05	0.000122	0.000103	0.121859	0.373126	0.016108
BCLAF1	0.167216	0.403152	0.259481	0.267071	0.181491	0.141964	0.030464	0.07779	0.102068	0.065837	0.026454	0.072428	0.040352	0.051061	1.0	0.130208	0.001088	0.038123	0.278876	0.137919	0.011599	0.125046	0.112322	0.058694	0.141387	0.057047	0.07305	0.050318	0.038468	0.065837	0.106456	0.634826	0.283926	0.236565
BCO2	0.061676	0.094737	0.15415	0.098536	0.110251	0.067081	0.010209	0.042227	0.194263	0.0	0.057659	0.057441	0.021789	0.069471	0.12483	0.045452	0.12847	0.010723	0.335518	0.077613	0.347095	0.072088	0.048923	0.056831	0.048331	0.049723	0.676989	0.031687	0.060199	0.114203	0.492657	0.119887	0.004792	0.08724
BCORP1	3.7e-05	0.000122	0.000189	1.8e-05	0.183842	0.000318	0.000288	0.000588	0.000199	0.003756	0.001795	0.000288	4e-05	0.001205	0.000121	2.9e-05	0.000316	0.0	0.000204	0.000126	0.00084	5.3e-05	5.6e-05	5.3e-05	0.001032	0.011504	2.8e-05	4e-05	0.001498	0.001645	5.6e-05	1.0	3.1e-05	0.579247
BEND4	0.001912	1.0	0.769087	0.000355	0.019409	0.032135	0.024934	0.014245	0.000268	5.5e-05	0.000338	0.000387	5.3e-05	4.1e-05	0.000163	3.9e-05	0.000426	0.0	6e-06	0.000169	0.0318	7.1e-05	7.5e-05	7.1e-05	4.1e-05	4.5e-05	0.004039	5.3e-05	3.2e-05	8.7e-05	0.004526	0.001808	0.007046	0.012264
BEX5	0.015176	0.026498	0.05469	0.000417	0.18402	0.049522	0.046168	0.018898	0.002307	0.037017	0.031217	0.000129	0.0019	0.000547	0.002135	0.003157	0.091294	7.2e-05	0.0	0.003159	0.010506	0.001154	2.3e-05	0.003243	0.01171	0.000758	1.1e-05	0.004752	9e-06	2.7e-05	0.007649	0.27218	0.359361	0.115148
BHLHB9	0.564028	0.053133	0.077949	0.003559	0.211573	0.608909	0.303925	0.478503	0.246528	0.128954	0.227819	0.253705	0.236041	0.611227	0.565488	0.474644	0.154814	0.029334	0.030457	0.162713	0.248795	0.228497	0.264386	0.41302	0.408852	1.0	0.417987	0.603188	0.45902	0.528158	0.719245	0.26366	0.148101	0.129088
BIK	4e-06	0.002381	0.01626	0.019269	0.009429	0.011751	0.013284	0.035936	0.027206	0.345098	1.0	7.9e-05	0.000547	2e-06	2.9e-05	0.000279	0.178439	0.004373	0.153769	0.007921	0.000245	9e-06	0.003683	0.001017	0.000302	0.000324	1e-06	5e-06	0.0	1.2e-05	1e-05	0.012157	0.075089	0.049243
BIRC7	7e-06	2.3e-05	3.6e-05	0.0	0.000579	0.000427	5.5e-05	0.000335	3.8e-05	0.000473	0.000655	5.5e-05	8e-06	0.000312	0.001841	0.00026	6e-05	0.006898	1e-06	0.321051	0.00016	0.001863	1.1e-05	0.001714	0.002278	0.001576	0.003741	0.001503	0.000592	0.000628	0.000261	0.000343	6e-06	0.003756
BLK	1e-06	0.90156	1.0	0.000492	0.001243	0.000153	1.2e-05	0.001881	8e-06	2e-06	0.0	0.000232	0.00055	1e-06	9.7e-05	1e-06	1.3e-05	0.0	0.0	5e-06	3.4e-05	2e-06	6.5e-05	0.00014	0.00027	1e-06	0.000509	2e-06	0.000404	0.000307	2e-06	0.006134	0.002471	0.008168
BLNK	0.001084	0.828796	1.0	0.007729	0.001424	1.9e-05	2.4e-05	0.0	0.039122	0.003998	0.028518	2.3e-05	0.000183	0.002073	9e-06	9.1e-05	0.004436	0.027631	0.000176	1e-05	7e-05	0.001005	0.000534	0.000249	0.000368	0.000726	0.00092	0.000137	0.000126	0.000503	0.000212	0.000624	2e-06	3e-06
BMP4	0.579722	2.2e-05	3.4e-05	0.000384	3e-06	1.0	0.68139	0.465835	0.01033	0.015006	0.007151	0.171159	0.00062	0.562785	0.167065	0.071281	0.007673	4.4e-05	0.0	0.010925	0.08483	0.058608	0.007453	0.063696	0.055718	0.054634	0.25645	0.132326	0.1393	0.164317	0.009119	0.003704	0.000333	0.000715
BMP6	0.029283	0.003279	0.001574	0.002589	0.0	1.0	0.338683	0.843362	0.00132	0.00203	0.009369	0.035101	0.016233	0.000134	0.017361	0.006994	0.000551	0.000168	0.07988	0.000211	0.004416	0.002054	0.022654	0.156593	0.029028	0.011298	0.263055	0.447748	0.214364	0.003878	0.007948	0.001556	0.000406	0.000134
BMX	0.000265	1e-05	1.7e-05	0.000379	0.000103	1.0	0.10373	0.840115	0.001715	0.001247	0.000726	0.001406	1e-06	0.0	0.002371	0.0	3.1e-05	0.000249	0.163422	0.001151	8.7e-05	3e-06	3e-06	0.002128	0.019962	0.000177	0.000406	0.002098	0.002784	0.002183	0.001214	0.002054	0.0	2e-06
BNIP3	0.422373	0.006228	0.006569	0.0	0.010472	0.247498	0.202708	0.138914	0.141504	0.505742	0.340514	0.867905	0.985571	0.238671	0.251836	0.190878	0.234721	0.010142	0.000765	0.147999	0.24683	0.268169	0.716998	1.0	0.171677	0.148088	0.512814	0.228825	0.701832	0.419214	0.517529	0.044393	0.028866	0.019633
BNIP3L	0.15677	0.019638	0.011594	0.078287	0.002692	0.049149	0.019254	0.043511	0.072082	0.063021	0.042873	0.217329	0.139722	0.106447	1.0	0.137437	0.013109	0.039838	0.064228	0.04341	0.032718	0.211043	0.069198	0.130412	0.126167	0.098336	0.107031	0.120692	0.105928	0.113278	0.076338	0.023045	0.007305	0.0
BNIPL	0.001315	0.002842	0.003447	0.000321	0.002749	0.000742	3.6e-05	0.001132	0.001751	0.000563	0.143254	3.6e-05	0.001064	0.001212	0.000507	0.00077	0.046396	7.7e-05	0.089519	0.000404	0.000125	0.004593	0.001974	0.002435	0.002224	0.002469	0.001198	0.003515	0.001656	0.0	0.003961	0.007321	0.001354	0.003415
BRD8	0.251373	0.142971	0.078017	0.039874	0.095474	0.108354	0.064294	0.082203	0.060757	0.062435	0.0	0.093307	0.236155	0.168532	1.0	0.150707	0.014614	0.018586	0.328436	0.210892	0.126983	0.185849	0.135328	0.083409	0.160911	0.260987	0.099641	0.179898	0.096605	0.160311	0.159513	0.16977	0.096542	0.098792
BRSK1	0.007326	0.009093	0.002741	0.000759	0.051639	0.011098	0.010125	0.014598	0.020254	0.020783	0.006073	0.048333	0.039586	0.058671	0.088972	0.057771	0.042246	0.0	0.00021	0.028715	0.108395	0.037064	0.030145	0.073005	0.108395	0.0991	0.09771	0.168191	0.146936	0.050685	0.099642	0.02284	0.027484	0.053308
BSPRY	0.001194	0.005608	0.013773	0.0	0.078198	7.7e-05	8.1e-05	0.000115	0.001813	0.160476	0.125166	8e-05	0.000307	0.000257	3.3e-05	7e-06	0.00155	0.004012	0.002146	0.004119	0.000237	1.4e-05	0.000512	1.4e-05	0.000291	8e-06	7e-06	1e-05	0.00032	1.7e-05	1.5e-05	0.001421	0.002558	0.006343
BST2	0.0002	0.203733	0.315212	0.426216	0.559891	0.248528	0.941578	0.048429	0.007992	0.397018	0.038	0.048073	0.000541	0.009883	0.079815	0.037593	0.0	0.405366	0.122422	0.196084	0.009105	0.028854	0.00044	0.129484	0.172035	0.004048	0.009455	0.028302	0.104202	0.003395	0.002138	0.123197	0.313884	0.344063
