Gene	Chondrocyte.articular	B.cell.naive	B.cell.memory	Monocyte.CD14	NK.cell.CD56	Endothelial.large.blood.vessel	Endothelial.microvascular.mammary.or.endometrial	Endothelial.microvascular.non.reproductive	Epithelial.cell.mammary	Epithelial.renal.cortical	Epithelial.respiratory	Fibroblast.cardiac.ventricle	Fibroblast.of.arm	Fibroblast.of.lung	Fibroblast.of.the.aortic.adventitia	Fibroblast.or.papilla.dermal.cell	Hair.follicular.keratinocyte	Macrophage	Mature.neutrophil	Melanocyte.of.skin	Myometrial.cell	Osteoblast	MSC.like.pluripotent.cell	Myocyte.regular.cardiac	Smooth.muscle.cell.aortic	Smooth.muscle.cell.bronchial	Smooth.muscle.cell.of.bladder	Smooth.muscle.cell.coronary.artery	Smooth.muscle.cell.pulmonary.artery	Smooth.muscle.cell.of.trachea	Smooth.muscle.cell.uterine	T.Cell.CD4	T.cell.CD4.memory	T.cell.CD8.memory
APOBEC3A	0.000507	0.042871	0.001565	85.433321	0.040496	0.00031	0.038916	0.000333	0.001631	0.268585	0.460979	0.002248	0.009327	0.000465	0.001095	0.000455	0.002444	1.961691	475.779883	0.001126	0.006073	0.00062	0.000642	0.00062	0.000464	0.022742	0.000446	0.000529	0.000418	0.000701	0.000639	0.000254	0.000472	0.000604
APOBEC3B	1.022893	0.081341	0.149062	1.175761	0.535097	0.737948	6.129571	0.533267	0.27663	0.663465	0.079241	0.702957	3.864776	0.414569	0.916127	0.363758	1.132122	2.918635	11.493792	0.94292	11.879961	0.180451	1.397914	2.337079	1.841367	0.2111	0.185086	0.438659	0.32317	1.239696	1.530002	0.007379	0.093765	0.362727
APOC2	0.000507	0.001096	0.001565	0.000254	0.046711	0.00031	0.002251	0.000333	0.001631	0.000537	0.000284	0.002248	0.000529	0.000465	0.001095	0.000455	0.002444	8.691166	0.000284	3.758214	0.006073	0.00062	0.000642	0.00062	0.000464	0.000485	0.000446	0.000529	0.000418	0.000701	0.000639	0.000254	0.000472	0.000604
APOD	0.476132	0.001096	0.056757	0.000254	0.000407	2.208607	2.916969	16.521279	12.356814	0.007386	1.51413	43.093513	1.417641	0.853931	6.532645	6.39896	0.1066	0.870993	0.000284	103.363562	2.970555	0.406386	31.035413	0.246624	0.043681	0.543392	0.139419	2.880184	0.105995	0.612662	0.083172	0.000338	0.000472	0.000604
APOE	0.079113	0.24223	0.308864	0.163249	0.056637	0.29026	0.785869	1.025331	97.668599	7.561138	46.848928	15655.432608	0.321148	97.116699	63.638935	0.610645	58.605986	2336.799048	0.000284	105.960638	6.645605	17.133396	34.108618	5.263142	0.492139	3.532335	5.62729	53.204051	34.552919	10.816761	1.676485	0.363314	0.10259	0.130488
APOLD1	2.265111	2.422306	0.91463	0.109858	1.179312	4.158726	12.726263	20.634868	0.840109	0.696768	1.179312	0.964878	1.752816	0.712983	1.673127	1.286986	0.236421	0.137008	7.151255	8.577568	2.835695	0.97918	1.702598	26.481168	5.51214	1.089076	1.569127	1.469574	4.402441	2.370185	3.428357	0.801632	1.24337	0.629032
AQP1	0.223604	0.001096	0.02704	0.000604	0.087968	2.27156	0.776295	1.944738	0.066543	6.470966	0.377025	1.535066	0.282123	11.001394	1.021228	19.977648	0.002444	0.002183	0.008118	0.042411	0.69064	0.21928	1.758987	55.157847	58.484139	0.743737	0.528816	20.991847	83.714887	0.25721	0.207841	0.360061	0.076117	0.075987
AQP3	0.530761	0.137697	0.673167	0.190113	0.769847	0.111739	0.510865	0.187589	3.780251	0.504396	54.962544	3.480305	0.056456	4.539836	0.342505	0.227085	12.150267	0.121158	0.0434	0.110408	0.789237	0.167363	0.273801	0.305772	0.170135	4.27001	4.155795	0.592552	0.242734	3.58559	0.312408	29.939429	109.475102	25.301974
ARAP2	2.467681	56.398075	29.23457	33.389288	84.601434	0.187006	0.891282	0.173188	9.568504	8.887285	25.179535	0.906117	0.008775	0.770598	0.259407	1.089994	3.123179	18.877135	17.884824	8.078031	0.816935	0.651923	0.054597	0.840643	0.078518	0.212425	0.563671	0.291392	0.110844	0.365353	2.901893	25.986516	43.74714	85.103929
AREG	0.000507	5.071249	5.662842	2.313729	19.6959	0.105212	0.49994	0.072742	326.727569	17.442331	170.955473	5.541654	0.288386	0.524865	0.104021	0.065449	651.715088	0.055564	3.386164	0.245795	1.007344	0.074446	1.738106	1.686805	0.010879	0.094784	1.411605	0.084892	0.574615	0.053144	0.063544	4.428479	6.060759	2.219491
ARG1	0.000507	0.067339	0.042655	0.011696	0.010391	0.00031	0.002251	0.039287	0.001631	0.000537	0.008289	0.002248	0.037306	0.000465	0.001095	0.000455	0.002444	0.003443	19.264656	0.001126	0.006073	0.00062	0.000642	0.00062	0.000464	0.000485	0.000446	0.000529	0.000418	0.000701	0.000639	0.077401	0.009063	0.000604
ARG2	0.744089	0.254153	0.408862	0.182927	0.255962	9.892023	5.560959	15.022959	1.650915	3.484491	34.188692	1.683103	2.674652	1.69234	0.920032	1.111703	31.540844	0.817827	0.605996	2.883708	2.898094	3.974923	0.822513	2.220427	1.726059	0.227307	1.244763	1.617924	1.212918	1.161866	1.413707	0.103555	0.16031	0.194482
ARHGAP22	18.266725	4.138123	0.227085	4.618536	0.040496	24.39547	19.457843	3.412327	12.866947	9.292984	4.837459	4.102269	17.250325	19.270933	15.079216	16.888123	4.951068	17.269719	0.088671	0.636769	12.433676	18.076345	48.846927	43.962011	64.816793	19.499155	7.592696	21.483534	38.99154	23.692804	40.439341	0.044646	0.052888	0.131719
ARHGAP31	10.639901	0.496267	3.329111	7.751572	1.326369	17.264878	13.225326	11.70936	4.030338	5.173084	0.352064	3.157282	4.402441	1.07684	5.91366	5.344652	1.067396	14.255402	0.192896	9.310918	2.517909	18.635039	1.877754	3.093532	2.931569	1.351583	1.874271	1.441187	4.617087	1.515078	1.673127	0.770598	2.740258	1.69234
ARHGEF10	13.310046	1.270266	0.964878	0.147443	3.455838	22.202907	9.568504	18.910453	13.295546	9.759501	11.933022	10.212538	6.634684	11.887492	13.655472	17.152852	7.389127	0.227529	0.182574	5.29836	5.822373	18.697957	8.987926	11.895254	18.691361	15.254331	13.090717	29.52182	23.833911	14.768688	15.180767	3.273107	3.995552	0.16501
ARHGEF17	11.23985	0.001096	0.001565	0.640067	0.004451	8.135077	6.360697	18.29954	6.913067	12.429317	2.499212	10.108314	7.105519	14.010048	18.379488	21.357341	3.254579	0.912446	2.18507	8.112006	10.886431	22.57517	4.811373	12.372334	18.097652	11.034096	8.694115	11.54163	38.546466	13.443588	12.847411	0.018194	0.000472	0.016271
ARHGEF4	4.440698	0.15114	0.070325	0.002304	0.06452	0.062041	0.097135	0.415146	28.499203	0.166989	54.387681	2.936643	4.856865	0.409957	2.328788	1.158922	24.19091	0.022171	1.836927	1.460298	1.226081	1.716114	0.703778	0.894275	0.723931	1.70371	2.491003	3.120353	2.896585	0.714662	2.216839	0.966803	0.920032	1.184968
ARID5B	147.088912	39.385241	17.028708	2.895167	9.154808	2.460494	2.221965	5.602282	11.853105	9.065494	2.914134	30.225261	28.018012	50.360475	24.58914	59.160815	3.210115	4.755411	1.695701	11.098322	24.14867	34.904741	12.99346	10.844562	28.410155	23.380557	34.416232	16.26079	20.344815	35.118669	16.855889	19.581509	29.188449	11.041416
ARL10	2.500738	3.933135	3.589298	0.078298	1.107065	3.152221	1.917254	3.955151	3.52415	3.02637	2.715877	3.798493	2.725945	3.706361	4.856865	5.18935	1.655209	0.590508	0.000284	2.623426	1.173848	3.520484	3.361002	3.292193	2.824647	4.386297	3.02637	4.471792	12.245142	4.321064	4.062351	2.1692	1.669127	2.006961
ARL4A	3.928709	13.807092	23.969397	17.113813	3.600057	19.331688	8.336791	169.692222	23.965721	9.157889	24.02831	5.55018	8.851697	13.590974	6.392715	6.276394	11.915791	10.363738	3.32298	6.591536	13.327242	7.93644	10.621623	4.289378	2.134888	5.152939	14.742515	2.867957	1.620125	7.250082	9.328363	8.406127	20.123577	9.151807
ARMCX1	29.802958	0.16288	0.02704	2.050734	0.072538	10.086732	6.985068	22.625465	8.127779	8.714513	3.879888	19.861598	11.668732	32.613943	29.939429	31.078973	9.889162	8.680082	0.054145	31.450181	14.583293	27.079344	21.549099	21.07671	28.745621	52.626369	24.639299	23.603737	17.216336	36.39181	24.783565	0.321639	0.259571	0.083172
ARPC1A	59.26721	16.070755	20.72317	19.667332	13.779704	90.201334	88.048815	81.067875	84.601434	47.044932	107.600651	45.649094	97.234427	88.155472	72.527246	54.571845	86.597994	23.13534	23.387509	78.141835	127.543371	64.351173	130.97386	104.945929	97.863436	125.806007	89.151727	81.294122	92.527369	144.449441	128.383236	13.292713	13.237169	17.464671
ARRDC3	87.834587	54.252039	68.372328	18.836523	33.017639	31.829964	8.925244	45.399102	19.596487	41.590316	33.503419	23.519123	20.611088	41.69169	31.367162	66.203735	11.22907	10.483693	92.78771	7.118973	14.416221	40.515461	39.584271	109.123957	93.23759	42.505392	48.348968	55.315727	63.584993	37.779321	35.871206	39.263732	37.855071	54.571845
ARSK	3.021689	1.6169	2.035852	0.465136	2.832262	2.939587	2.904821	1.134071	3.788305	2.796564	3.611648	4.626118	5.008456	5.319658	4.282898	2.972408	2.364154	2.704541	0.468384	2.30996	7.951624	3.776602	3.866684	11.55819	3.667407	3.622643	4.700061	4.466087	7.67742	3.648109	3.58559	2.681363	3.099437	2.836548
ASAP2	20.72317	0.018049	0.02704	0.931192	0.052151	21.611052	8.103571	14.128895	14.491952	17.775705	9.651806	8.677846	8.996395	5.736742	16.795968	12.391617	17.626525	0.825073	0.083172	12.13371	10.172553	18.271208	16.62045	13.18785	30.879847	8.423471	6.424019	15.429974	26.717757	8.050038	11.14473	0.036856	0.047753	0.007754
ASGR2	0.000507	0.001096	0.001565	33.140884	0.000407	0.004114	0.002251	0.010409	0.001631	0.000537	0.003284	0.002248	0.000529	0.000465	0.001095	0.000455	0.002444	0.0122	0.063706	0.001126	0.006073	0.025624	0.000642	0.00062	0.000464	0.000485	0.000446	0.000529	0.000418	0.000701	0.000639	0.001375	0.000472	0.000604
ASPH	254.798426	19.814715	11.616478	14.611872	3.04682	78.141835	77.425941	73.921917	108.035233	112.236745	62.270083	142.158884	130.792778	250.723523	249.171809	253.4915	46.942908	58.118592	43.348401	111.238021	156.200387	163.254848	221.274312	224.381879	257.253472	197.33276	234.306863	137.195439	217.110568	357.667716	262.430769	10.586182	6.859366	5.980514
ASPM	12.957438	0.055441	0.042655	0.24223	1.23742	18.130747	16.024007	7.142549	1.052211	2.419719	0.340696	1.235712	4.579405	2.03218	10.592949	1.892605	8.303657	2.070421	0.382412	7.182363	16.654484	1.658458	16.706557	8.194319	12.285787	1.648031	3.249285	1.467777	3.569378	11.975046	26.305418	0.085992	0.330796	0.460979
ASRGL1	0.342505	0.274535	0.392645	8.165782	0.357733	15.982001	12.755857	9.284231	0.156313	11.074598	0.171159	0.169284	0.361296	0.019421	0.165147	0.108147	0.100579	9.490384	4.260383	0.890431	0.006073	0.174299	0.057094	0.438659	0.491381	0.118624	0.146707	0.5115	0.119435	0.209979	0.225078	0.54283	0.196142	0.761279
ASTN2	1.366977	1.570139	0.891282	0.001684	1.167327	0.943899	1.329415	1.102369	0.272294	7.370211	0.402464	2.371361	2.511472	5.541654	1.179312	1.77209	0.137418	0.532678	0.003977	2.665592	1.953183	1.41952	2.895167	3.182522	2.029951	8.801658	3.795042	7.491371	3.96302	5.336735	2.525757	2.017559	1.405521	1.683103
ASXL1	82.966985	50.661598	39.263732	14.46368	28.794115	22.123804	451.280091	16.669344	19.104771	11.458002	6.758636	34.591021	68.072766	12.253667	43.039987	65.784283	5.581117	7.325585	16.921435	11.67212	34.022432	18.897259	18.903488	8.53206	12.208596	12.150267	10.535286	10.596105	15.644667	12.702212	11.933022	52.337681	36.50023	38.909661
ATN1	3.316696	2.497728	2.885259	1.328645	1.275667	4.152231	5.648714	4.034555	4.198647	3.879888	3.920501	39.858771	5.086278	5.323159	4.38998	5.008456	5.751591	1.040723	0.812752	2.654911	5.23124	3.926786	3.802655	2.327316	5.687007	4.443409	2.664491	2.217969	10.230668	7.847217	6.058329	1.454181	1.824872	2.053828
ATOH8	37.0681	0.018049	0.02704	2.733046	0.000407	3.532335	4.767788	11.125219	0.001631	2.080642	0.110408	16.597154	9.607482	7.278116	6.521609	2.995255	0.002444	0.002251	3.933883	2.845931	1.760212	9.310918	10.136593	10.483693	30.225261	12.953726	22.281727	13.823255	9.397392	13.514949	1.492582	0.000661	0.010455	0.023687
ATP13A3	112.644134	17.446888	14.734196	38.931139	21.138724	95.852175	95.546783	56.012791	134.061167	304.841442	120.773136	107.167309	48.972448	101.181609	222.193075	145.868958	101.802345	164.188686	13.582295	48.576284	23.296873	153.584718	156.679627	752.437048	298.922998	99.946326	146.706625	314.474338	523.207027	168.93235	95.410593	29.092383	23.144409	23.658679
ATP2B1	25.3282	126.976613	76.705446	88.155472	18.284205	11.757728	9.102963	9.171925	26.341261	32.532313	34.126171	14.370259	25.593301	52.101476	41.404776	33.981587	10.75129	16.414032	83.838844	8.659118	39.321034	37.929287	67.269576	41.330263	9.259018	17.315809	47.117864	14.010048	25.006121	27.820139	160.677942	31.066325	43.519695	35.027837
ATP2B4	93.841861	0.482174	3.826359	12.297213	59.26721	53.169699	25.466034	29.343918	30.416736	31.782338	35.557019	59.78701	24.72073	101.802345	122.613045	135.873091	20.360193	19.290182	22.806799	29.490825	32.772756	49.481261	118.86112	59.963089	109.634205	79.085978	48.709338	47.523657	107.051795	153.584718	70.800037	7.912709	31.035413	50.180664
ATP2C2	0.000507	0.029391	0.351668	0.014215	0.000407	0.00152	0.002251	0.007915	0.226093	1.189418	23.603737	0.002248	0.254286	0.000465	0.001095	0.009727	0.601566	0.011441	3.852071	0.06463	0.006073	0.00062	0.010086	0.00062	0.007406	0.189343	0.007358	0.000529	0.000418	0.000701	0.022018	0.000254	0.000472	0.07467
ATP5J2	318.405245	70.902568	123.99609	129.032175	136.514337	195.897097	2084.000817	162.297839	187.778856	367.970126	153.584718	663.87487	574.813011	137.658191	184.295594	141.7504	1383.833855	206.795903	33.838884	383.947807	3345.818174	157.170465	200.351852	342.498842	166.606486	182.913604	215.864874	128.688108	60.905012	170.474934	105.660521	82.130817	124.861543	126.381468
ATP6AP1L	0.622365	1.5389	0.754451	0.187006	1.412916	0.24223	0.684988	0.286261	0.706548	0.676358	1.924386	0.438659	0.796704	2.372754	0.640067	0.655992	0.877255	0.677049	0.547497	0.168482	0.334332	0.670463	0.743116	0.462302	1.438049	1.794181	1.002219	1.572239	1.516228	0.982237	0.721056	0.461727	0.385175	0.295969
ATP6V0D2	0.018012	0.001096	0.001565	0.001124	0.000407	0.001993	0.088671	0.00433	0.076052	0.052924	1.354255	0.002248	0.000529	0.052151	0.022508	0.000455	0.002444	70.63587	0.000284	0.116417	0.006073	0.179631	0.043807	0.225849	0.007406	0.030574	0.068555	0.000529	0.134237	0.044547	0.083498	0.000254	0.000472	0.000604
ATP6V1G2	0.854966	0.55362	0.481267	0.023503	0.231937	0.221265	0.102771	0.148522	0.508017	0.102116	0.142228	0.489433	1.165853	2.598609	1.544021	1.139825	0.133966	0.125706	2.79485	0.318183	0.259407	0.752168	0.578685	1.066929	1.267986	4.494091	2.145005	1.997548	0.865552	1.548401	0.783639	1.469574	0.313914	0.785261
ATP8B2	117.89631	6.975751	12.346708	1.228512	22.496296	29.783573	19.634036	23.545928	3.936913	16.392874	8.542252	53.332957	32.569874	88.048815	62.204167	130.560866	8.332536	0.363758	2.328788	43.985902	29.5853	66.55142	64.285526	80.137471	104.76359	104.597607	102.997982	65.581417	86.02611	130.97386	72.238746	51.423314	115.923363	73.752312
ATP8B4	2.274515	0.067339	0.001565	17.184446	24.132929	0.031999	0.050439	0.603055	0.681764	0.262658	0.243106	0.664117	1.066929	4.791301	0.307697	4.223167	0.046442	27.540547	15.4663	0.255199	1.509857	0.334332	0.583615	1.840351	0.374074	8.553446	72.390159	4.86967	0.815909	1.51831	1.801379	0.421774	0.097332	0.690333
ATP9A	8.352956	0.16288	2.14277	0.022101	4.131533	9.349263	10.337142	25.291361	15.064395	14.833444	14.308277	10.799674	3.953655	31.305442	17.236669	17.242432	2.260677	7.175161	2.401327	3.982547	1.201803	17.884824	8.137731	11.95204	18.317661	27.451207	13.36747	28.661264	19.7378	31.495293	7.305168	0.03562	0.11467	0.951489
AUH	8.005528	13.950694	8.684102	5.253501	10.01288	4.545984	2.203884	6.656469	6.010843	11.137891	11.054241	9.171925	5.290833	29.411905	20.209408	10.114408	5.355771	6.235705	9.559688	7.431335	6.310662	10.083295	8.005528	10.182121	11.67212	22.56709	19.197995	9.625943	9.742937	21.438617	13.240604	10.222909	6.435974	9.328363
B3GAT1	0.000507	0.001096	0.056757	0.001704	6.229195	0.01724	0.002251	0.000333	0.025567	0.034242	0.004523	0.002248	0.000529	0.008603	0.001095	0.000455	0.221988	0.000254	0.001124	0.231595	0.006073	0.00062	0.000642	0.011529	0.012076	0.007915	0.011772	0.000529	0.008691	0.000701	0.019048	0.018637	0.060165	2.357205
B3GNT7	0.180451	1.073809	3.141537	0.001594	30.067346	0.129713	0.358253	4.371757	2.390128	1.07028	0.214506	0.055758	0.057237	0.048451	0.178908	0.09319	0.267888	0.775889	0.041301	0.111996	0.360502	0.170917	0.017513	0.072608	0.113053	0.036856	0.04408	0.165147	0.246187	0.061181	0.048228	0.027752	0.012653	0.678666
B4GALNT3	0.870993	0.018049	0.098299	0.002395	0.999803	0.009144	0.186263	0.022508	1.784094	0.552705	4.019515	0.002248	0.046837	0.000465	0.057347	0.148522	5.402529	0.07358	0.989243	0.482969	0.006073	0.14235	0.104441	0.04619	0.041687	0.011826	0.000446	0.085513	0.08031	0.017144	0.000639	0.179826	0.158107	2.071376
B9D1	8.736449	1.058944	1.126449	0.49994	1.322338	6.691811	10.554375	5.267015	7.406326	10.061311	6.514947	12.457932	9.149565	10.938397	3.926786	10.643295	14.134161	3.339322	1.094244	7.19174	18.549111	6.388052	9.587402	10.490387	13.905941	15.160534	21.062049	16.365644	8.922108	9.859889	11.60854	0.247029	0.411796	0.623761
BAALC	0.576601	1.270266	0.132024	0.003298	3.179766	0.378504	0.129835	1.097432	0.226093	0.031999	0.164074	0.826851	8.354216	3.024871	2.842614	14.472167	0.086632	0.76631	0.00579	0.401548	0.006073	8.991638	0.841688	0.027374	0.549481	3.700078	4.407324	0.756947	0.209979	1.735396	2.807588	0.06022	0.000472	0.007754
BACH2	0.323734	194.164634	30.294457	0.188661	2.957578	0.309497	0.751291	1.247065	1.525243	0.162537	0.70893	0.135797	0.077144	0.651923	0.134375	0.221988	1.104312	0.030343	0.534466	0.870993	0.006073	1.232808	0.301385	0.008583	0.052285	0.191728	0.075022	0.191089	0.038741	0.283149	0.138249	31.56157	7.112841	4.536793
BAG2	43.116941	1.502486	1.604601	0.074446	1.293319	2.597113	6.331837	0.44451	1.041604	5.435796	1.633044	3.491129	27.566022	11.831527	9.721465	14.455482	1.626785	0.626156	0.23968	0.912446	14.546195	7.291995	11.12156	7.077464	5.331926	5.469714	17.61301	2.849852	7.651384	10.401437	13.687525	2.936643	1.398405	1.906535
BANK1	0.811877	241.999498	211.56221	1.673127	0.395331	0.042298	0.195319	0.027159	0.084232	0.341116	0.153133	0.079795	0.000529	0.172911	0.13797	0.419037	0.148377	0.011511	0.027752	0.001126	0.213311	0.679909	0.082043	0.091079	0.021366	0.132477	0.256475	0.044704	0.067709	0.167488	0.239388	0.045091	0.088952	0.092394
BBS4	13.137249	9.280176	6.358763	3.072722	7.142549	2.737504	5.940442	3.021689	6.831182	6.435974	3.174319	5.167649	7.653666	9.024857	7.700313	11.410607	6.833564	6.808856	6.316999	11.289708	9.175451	13.274759	9.281558	5.086278	8.785842	9.931753	10.294565	7.346039	6.613666	20.573874	7.286712	8.403822	4.608956	5.688071
BCL11B	0.000507	0.029391	0.02704	0.387931	14.50759	0.060835	0.052151	0.012848	2.783469	0.052665	2.926505	0.039506	0.000529	0.025706	0.02613	0.361859	3.491129	0.000254	0.105995	0.023166	0.092634	0.189733	0.064382	0.008583	0.005299	0.011826	0.000446	0.037343	0.008118	0.019645	0.009778	93.983539	65.205217	50.360475
BCL2L14	0.026923	0.001096	0.098299	0.375822	0.000407	0.002278	0.002251	0.003102	0.025567	0.073057	0.020709	0.002248	0.015807	0.000465	0.001095	0.000455	0.002444	0.001986	0.000284	0.001126	0.006073	0.00062	0.000642	0.00062	0.007406	0.01534	0.000446	0.000529	0.000418	0.000701	0.000639	0.418027	1.279388	0.055502
BCLAF1	66.55142	134.061167	92.951692	95.123492	70.63587	59.325886	27.421512	40.96322	47.910066	37.543109	26.274228	39.428956	30.250891	33.315221	304.841442	55.962025	19.015964	29.613059	98.501395	58.168312	22.023629	54.48491	50.844064	35.499263	59.160815	35.027837	39.607059	33.102479	29.711909	37.543109	49.16572	200.351852	99.946326	86.39452
BCO2	0.450649	0.651555	1.012591	0.674639	0.745828	0.483495	0.137901	0.332462	1.256345	0.075863	0.42624	0.424916	0.208269	0.498018	0.834419	0.352064	0.85654	0.141026	2.114716	0.547497	2.18507	0.513923	0.373152	0.42121	0.369559	0.378016	4.189747	0.268418	0.441675	0.769847	3.069609	0.804381	0.104981	0.605996
BCORP1	0.000507	0.001096	0.001565	0.000376	1.273968	0.002454	0.002251	0.00433	0.001631	0.026277	0.012691	0.002248	0.000529	0.008603	0.001095	0.000455	0.002444	0.000254	0.00167	0.001126	0.006073	0.00062	0.000642	0.00062	0.007406	0.07996	0.000446	0.000529	0.010632	0.011651	0.000639	6.928546	0.000472	4.013445
BEND4	0.010095	5.147628	3.959033	0.002079	0.100159	0.165664	0.128596	0.07358	0.001631	0.000537	0.001992	0.002248	0.000529	0.000465	0.001095	0.000455	0.002444	0.000254	0.000284	0.001126	0.163939	0.00062	0.000642	0.00062	0.000464	0.000485	0.021043	0.000529	0.000418	0.000701	0.02355	0.00956	0.036525	0.063382
BEX5	0.231266	0.403577	0.832665	0.006637	2.801042	0.754001	0.702957	0.287915	0.035396	0.563671	0.475402	0.002248	0.0292	0.008603	0.032783	0.048339	1.389766	0.001383	0.000284	0.048365	0.160188	0.017853	0.000642	0.049649	0.178515	0.011826	0.000446	0.072608	0.000418	0.000701	0.116699	4.142823	5.469714	1.752816
BHLHB9	2.495264	0.24223	0.351668	0.023609	0.940948	2.693187	1.348216	2.118102	1.095098	0.576601	1.012591	1.126749	1.048848	2.703411	2.501703	2.101083	0.69064	0.137275	0.142228	0.725473	1.105096	1.01558	1.173848	1.829324	1.810941	4.417887	1.851226	2.667957	2.03218	2.337079	3.179766	1.170648	0.661037	0.577188
BIK	0.000507	0.055441	0.376117	0.445647	0.21827	0.271934	0.30736	0.830753	0.629032	7.974143	23.106071	0.002248	0.013063	0.000465	0.001095	0.006873	4.123378	0.101468	3.553344	0.183435	0.006073	0.00062	0.085513	0.023918	0.007406	0.007915	0.000446	0.000529	0.000418	0.000701	0.000639	0.281312	1.735396	1.1382
BIRC7	0.000507	0.001096	0.001565	0.000254	0.021366	0.015837	0.002251	0.012492	0.001631	0.017503	0.024146	0.002248	0.000529	0.01162	0.067416	0.009727	0.002444	0.251872	0.000284	11.712081	0.006073	0.068222	0.000642	0.062788	0.083349	0.057741	0.136719	0.055082	0.021852	0.023146	0.009778	0.01276	0.000472	0.137275
BLK	0.000507	152.302674	168.93235	0.083349	0.210313	0.026117	0.002251	0.317937	0.001631	0.000537	0.000284	0.039506	0.09319	0.000465	0.016602	0.000455	0.002444	0.000254	0.000284	0.001126	0.006073	0.00062	0.011209	0.023918	0.04593	0.000485	0.086218	0.000529	0.068434	0.052198	0.000639	1.036447	0.417649	1.380025
